@relation Dataset_T2_16d_REL_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wavelet_HLL_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_Imc2 numeric
@attribute original_ngtdm_Coarseness numeric
@attribute wavelet_HLL_glrlm_LongRunEmphasis numeric
@attribute wavelet_HLL_glcm_Correlation numeric
@attribute wavelet_HLL_glrlm_ShortRunEmphasis numeric
@attribute original_glszm_LowGrayLevelZoneEmphasis numeric
@attribute wavelet_HLL_glcm_InverseVariance numeric
@attribute original_glszm_SizeZoneNonUniformityNormalized numeric
@attribute wavelet_LLH_glcm_Correlation numeric
@attribute wavelet_HLL_glcm_DifferenceAverage numeric
@attribute wavelet_LLH_glcm_InverseVariance numeric
@attribute wavelet_HLL_glrlm_RunEntropy numeric
@attribute wavelet_HLL_glrlm_RunVariance numeric
@attribute wavelet_LLH_glrlm_RunEntropy numeric
@attribute wavelet_LLH_glcm_Imc2 numeric
@attribute label {0,1}

@data
0.887104,0.033267,0,0.128746,0.09034,0.91427,0.161429,0.916397,0.033715,0.923194,0.915938,0.08862,0.091753,0.117983,0.790874,0.927223,0
0.408161,0.769039,0,0.509602,0.776105,0.253378,0.336131,0.243575,0.182432,0.116653,0.243429,0.890239,0.72036,0.453469,0.079671,0.10869,1
0.332999,0.817137,0,0.634748,0.820597,0.224503,0.557421,0.201731,0.454955,0.137178,0.20161,0.866984,0.785027,0.582763,0.109265,0.083329,1
0.389208,0.779723,1,0.602075,0.786116,0.222513,1,0.236292,1,0.13099,0.23615,0.874929,0.750474,0.563305,0.1533,0.103403,1
0.550528,0.671349,1,0.426211,0.686599,0.362921,1,0.333337,1,0.094542,0.333137,0.919751,0.636191,0.415462,0.091311,0.020235,1
0.604989,0.638032,1,0.32667,0.655565,0.413321,1,0.360498,1,0.163077,0.360282,0.829833,0.603157,0.29803,0.152211,0.068939,1
0.644532,0.594095,1,0.354955,0.619514,0.42704,1,0.380575,1,0.196093,0.380346,0.811796,0.57625,0.353336,0.221855,0.148129,0
0.692915,0.563302,1,0.299272,0.590266,0.478665,1,0.417604,1,0.149218,0.417353,0.849537,0.567976,0.293187,0.210358,0.05078,0
0.667,0.579137,1,0.34643,0.605283,0.441161,1,0.401156,1,0.160919,0.400915,0.8272,0.590585,0.340638,0.220714,0.107971,0
0.657568,0.563869,1,0.377106,0.595439,0.433107,1,0.408089,1,0.230588,0.407844,0.757347,0.584587,0.378053,0.279299,0.136914,0
0.594285,0.623323,1,0.363479,0.587272,0.477168,1,0.386752,1,0.350837,0.413923,0.596463,0.636305,0.378154,0.363665,0.289937,0
0.662467,0.59123,1,0.26673,0.614166,0.468026,1,0.400353,1,0.152998,0.400113,0.829565,0.559405,0.246078,0.135836,0.112195,0
0.653861,0.587245,1,0.341264,0.612575,0.404831,1,0.398899,1,0.079487,0.398659,0.911865,0.589719,0.327705,0.092306,0.085418,0
0.703074,0.543023,1,0.313986,0.573929,0.477104,1,0.437392,1,0.034707,0.43713,0.957508,0.555869,0.322358,0.074091,0.113233,0
0.703766,0.554163,1,0.29359,0.582125,0.439354,1,0.426723,1,0.100045,0.426467,0.872872,0.564996,0.27816,0.162363,0.027613,0
0.622581,0.617964,0,0.367503,0.63914,0.414489,0.557421,0.370004,0.454955,0.146241,0.369782,0.829743,0.614314,0.353567,0.150415,0.12289,0
0.687245,0.563112,1,0.270317,0.590531,0.450322,1,0.422554,1,0.07845,0.4223,0.929396,0.527009,0.265969,0.047388,0.020862,0
0.718455,0.537616,1,0.268208,0.567865,0.483346,1,0.445242,1,0.079456,0.444975,0.924446,0.535087,0.265256,0.109972,0.072357,0
0.631027,0.609242,1,0.381085,0.631418,0.388366,1,0.382458,1,0.109917,0.382229,0.893612,0.621248,0.364578,0.155861,0.025098,0
0.677116,0.580917,0.000001,0.326624,0.60471,0.412757,0.557421,0.410587,0.454955,0.127989,0.41034,0.880714,0.601946,0.302535,0.180536,0.066396,0
0.666537,0.587282,0,0.282668,0.610503,0.388702,0.336131,0.407399,0.182432,0.240865,0.407154,0.761641,0.582771,0.237994,0.233138,0.16393,0
0.612238,0.634405,1,0.299629,0.652217,0.430651,1,0.360705,1,0.183566,0.360488,0.803536,0.576071,0.282126,0.12462,0.095019,0
0.634782,0.614292,1,0.298582,0.634955,0.443116,1,0.3732,1,0.162773,0.372977,0.823016,0.574755,0.285888,0.138913,0.124582,0
0.582698,0.655193,0,0.382522,0.671575,0.394965,0.409894,0.336046,0.273273,0.097177,0.335844,0.90226,0.629989,0.366195,0.094158,0.042634,0
0.443197,0.741335,0,0.517081,0.752084,0.298886,0.213193,0.259711,0.300189,0.166317,0.259555,0.830074,0.693504,0.474914,0.137268,0.143874,0
0.514567,0.696833,0,0.415594,0.710364,0.328941,0.203358,0.302124,0.106126,0.154649,0.301942,0.840323,0.652668,0.367675,0.132676,0.082162,0
0.47902,0.720913,0,0.449447,0.732401,0.296641,0.241293,0.282045,0.154624,0.130204,0.281875,0.874349,0.678102,0.391537,0.119708,0.125064,0
0.641632,0.571908,0.000001,0.398093,0.566654,0.495626,0.557421,0.42288,0.454955,0.162553,0.440421,0.84549,0.580395,0.455817,0.17193,0.061977,0
0.427225,0.747801,0,0.436291,0.56216,0.498271,0.213193,0.341416,0.111778,0.14922,0.45196,0.852418,0.70947,0.484253,0.124874,0.148919,0
0.42359,0.761561,0,0.471202,0.618414,0.388866,0.195311,0.319745,0.045045,0.15672,0.398108,0.845958,0.765152,0.477311,0.168092,0.0643,0
0.488698,0.707398,0.000001,0.430878,0.58519,0.406617,0.557421,0.367661,0.454955,0.144175,0.433933,0.859695,0.710131,0.442834,0.169063,0.047644,0
0.531189,0.681359,0,0.434955,0.597582,0.404704,0.557421,0.369938,0.454955,0.165447,0.418656,0.842411,0.713815,0.443299,0.188606,0.071523,0
0.511965,0.69463,1,0.437737,0.599611,0.442266,1,0.357511,1,0.163158,0.413336,0.832787,0.711295,0.463976,0.165398,0.073808,0
0.443489,0.75048,0,0.420176,0.616724,0.406168,0.291873,0.330889,0.127928,0.203139,0.403235,0.775819,0.740118,0.422913,0.16965,0.12757,0
0.682679,0.565092,1,0.349327,0.59339,0.478369,1,0.405961,1,0.126765,0.405717,0.857593,0.555285,0.381298,0.128679,0.074775,0
0.776959,0.465849,1,0.237684,0.507857,0.574156,1,0.504422,1,0,0.504119,0.999203,0.483302,0.257248,0.011673,0.055239,0
0.692796,0.556603,1,0.320064,0.585517,0.43425,1,0.420532,1,0.08913,0.42028,0.907003,0.582762,0.302073,0.12571,0.022038,0
0.691792,0.505829,1,0.489633,0.548722,0.514124,1,0.449068,1,0.058749,0.448798,0.939296,0.559847,0.578641,0.116901,0,0
0.744314,0.488686,1,0.317007,0.529292,0.54454,1,0.472379,1,0.084077,0.472096,0.909071,0.530219,0.348602,0.096012,0.045438,0
0.382812,0.779997,0,0.397643,0.585348,0.456933,0.151723,0.317851,0.004536,0.279432,0.426755,0.700787,0.709627,0.402029,0.229078,0.193679,1
0.174672,0.915821,0,0.53438,0.581686,0.365073,0.188605,0.232581,0.046171,0.328972,0.437691,0.661912,0.850087,0.540205,0.31231,0.249175,1
0.421424,0.763699,0,0.475458,0.770635,0.212265,0.1591,0.247633,0.062523,0.276048,0.247485,0.719674,0.706935,0.385961,0.266924,0.194102,1
0.512766,0.701146,0,0.41221,0.71487,0.29345,0.148886,0.28345,0.045365,0.295501,0.28328,0.679352,0.652293,0.347821,0.280109,0.205123,1
0.591687,0.636868,1,0.34405,0.656486,0.358247,1,0.359444,1,0.182315,0.359228,0.815003,0.586792,0.310457,0.132762,0.094868,1
0.634077,0.601516,1,0.363098,0.62582,0.419466,1,0.381023,1,0.178742,0.380794,0.808292,0.594742,0.354187,0.182053,0.084365,1
0.457343,0.704137,1,0.666678,0.71328,0.344369,1,0.299035,1,0.158,0.303499,0.847571,0.731236,0.706462,0.168802,0.10333,1
0.451511,0.713391,0,0.609848,0.689114,0.324851,0.557421,0.30179,0.454955,0.165396,0.32217,0.823434,0.733347,0.634192,0.184342,0.06647,1
0.575145,0.654808,0,0.36745,0.672425,0.350934,0.557421,0.333877,0.454955,0.221213,0.333677,0.761366,0.625618,0.328135,0.205304,0.134669,1
0.467457,0.730885,0,0.265223,0.741478,0.471057,0.195311,0.268777,0.063063,0.200894,0.268616,0.769279,0.52975,0.247305,0,0.205858,1
0.456456,0.732361,0,0.498239,0.743812,0.299631,0.262368,0.268579,0.091592,0.109831,0.268418,0.897929,0.66631,0.486098,0.07552,0.071677,1
0.42878,0.753633,0,0.496953,0.763394,0.329449,0.262368,0.244009,0.061311,0.139296,0.243863,0.87016,0.680741,0.479491,0.097323,0.066236,1
0.93169,0.014469,0,0,0.103094,0.967765,0.409894,0.880613,0.273273,0.845214,0.880085,0.045562,0.02186,0.015953,0.667568,0.833835,1
0.931532,0.054047,1,0.078621,0.018901,0.942064,1,0.980723,1,0.825102,0.980135,0.181808,0.052051,0.083565,0.814697,0.82608,1
0.918843,0.039367,1,0.085841,0.037563,0.901316,1,0.962852,1,0.759202,0.962275,0.246082,0.075685,0.066567,0.747675,0.756605,1
0.892137,0.075018,1,0.125595,0.03321,0.887957,1,0.972263,1,0.855057,0.971679,0.15621,0.085821,0.103556,0.867449,0.856884,1
0.925131,0.036603,1,0.095806,0.033425,0.915163,1,0.966969,1,0.733345,0.966389,0.271214,0.070409,0.085964,0.701892,0.731095,1
0.484251,0.710664,0,0.61824,0.669512,0.356272,0.195311,0.316134,0.135135,0.247697,0.343406,0.74337,0.773666,0.666511,0.285694,0.170623,1
0.585488,0.613949,1,0.602206,0.61721,0.442756,1,0.377865,1,0.178496,0.388679,0.815523,0.676427,0.705407,0.225126,0.090861,1
0.72033,0.49979,1,0.432171,0.540417,0.521833,1,0.46187,1,0.271928,0.461593,0.725033,0.54963,0.522622,0.331176,0.186376,1
0.549493,0.670324,0,0.455934,0.686646,0.306373,0.155076,0.324362,0.067568,0.061264,0.324167,0.948955,0.670334,0.425694,0.128364,0.116269,0
0.489188,0.711436,0,0.539098,0.724532,0.219435,0.151723,0.285233,0.084022,0.091592,0.285062,0.91868,0.720614,0.478503,0.16899,0.107927,0
0.273458,0.850787,0,0.759649,0.707406,0.267169,0.178067,0.228442,0.087884,0.13865,0.306049,0.864993,0.882447,0.793363,0.19938,0.051607,0
0.29898,0.83356,0,0.631507,0.658943,0.297802,0.151723,0.26172,0.080236,0.119514,0.35557,0.884362,0.85485,0.633043,0.181814,0.098191,0
0.346002,0.81125,0,0.493447,0.589454,0.377907,0.150248,0.314862,0.093045,0.188745,0.433785,0.811746,0.790756,0.51597,0.188932,0.124886,0
0.458382,0.748451,0,0.520589,0.75623,0.410593,0.291873,0.245214,0.215135,0.41277,0.245067,0.578947,0.724395,0.505806,0.410991,0.341766,0
0.145871,0.931636,0,0.963099,0.928437,0.240993,0.291873,0.090736,0.215135,0.438426,0.090682,0.549025,0.897983,1,0.46208,0.369782,0
0.263153,0.868315,0.000002,0.782459,0.867171,0.252481,0.557421,0.151924,0.454955,0.488298,0.151833,0.497754,0.884797,0.752909,0.564611,0.423963,0
0.591434,0.650808,1,0.429817,0.666842,0.52163,1,0.346692,1,0.330396,0.346484,0.655604,0.648075,0.45766,0.374058,0.241879,0
0.623631,0.620361,1,0.346564,0.641095,0.550045,1,0.364048,1,0.365361,0.363829,0.592251,0.585189,0.37403,0.357713,0.280799,0
0.594015,0.640286,0,0.374709,0.659431,0.350784,0.195311,0.345824,0.027027,0.171724,0.345616,0.82948,0.616501,0.344072,0.159007,0.096059,0
0.660935,0.593201,0,0.312354,0.616085,0.36123,0.188605,0.393695,0.167292,0.126178,0.393459,0.874531,0.582703,0.281863,0.132128,0.095563,0
0.450713,0.743902,0,0.523147,0.752439,0.276293,0.225487,0.265834,0.114302,0.194586,0.265674,0.80632,0.73126,0.473173,0.216725,0.10426,0
0.670279,0.580194,0,0.295669,0.605274,0.37443,0.291873,0.405918,0.127928,0.159431,0.405674,0.842337,0.571874,0.254916,0.175496,0.058384,0
0.576856,0.646382,0,0.389725,0.665459,0.427375,0.409894,0.348336,0.273273,0.152585,0.348127,0.835976,0.601836,0.383412,0.095129,0.083229,0
0.559769,0.654773,0,0.412547,0.673727,0.375349,0.241293,0.340927,0.243611,0.101037,0.340723,0.890229,0.608232,0.402089,0.055807,0.039056,0
0.571524,0.649043,0,0.377293,0.668239,0.373981,0.409894,0.343145,0.273273,0.17488,0.34294,0.827697,0.612307,0.332632,0.142581,0.076331,0
0.518275,0.696604,1,0.399097,0.709441,0.315755,1,0.306883,1,0.347915,0.306699,0.649817,0.654165,0.332637,0.311737,0.27468,0
0.549314,0.660052,0.000001,0.441213,0.678988,0.335657,0.557421,0.334615,0.454955,0.158327,0.334414,0.837905,0.629796,0.41866,0.151286,0.071528,0
0.615578,0.594797,1,0.451435,0.607886,0.480691,1,0.382843,1,0.102766,0.390559,0.88014,0.607096,0.50609,0.076858,0.074001,0
0.624915,0.619197,1,0.345747,0.639704,0.385466,1,0.369888,1,0.10772,0.369666,0.877597,0.601182,0.323737,0.104171,0.091984,0
0.573695,0.655942,1,0.413322,0.672984,0.355718,1,0.338789,1,0.057556,0.338586,0.935196,0.661549,0.375718,0.0858,0.068921,0
0.603674,0.635715,1,0.413464,0.654568,0.352495,1,0.354567,1,0.125898,0.354355,0.883353,0.645382,0.39009,0.14627,0.064804,0
0.566482,0.662805,1,0.43556,0.67879,0.343428,1,0.334699,1,0.178276,0.334498,0.82159,0.664502,0.408899,0.180702,0.093285,0
0.892852,0.071237,0,0.002108,0.039229,1,0.178067,0.957105,0.04339,0.93293,0.961628,0.056988,0,0,0.733008,0.93237,1
0.903155,0.050681,0,0.12304,0.043018,0.907488,0.153327,0.956309,0.010882,0.77341,0.959898,0.211259,0.098509,0.114863,0.760873,0.770451,1
0.91975,0.042105,0,0.11097,0.046487,0.895258,0.173852,0.952598,0.098859,0.804084,0.953097,0.189406,0.098626,0.108184,0.799752,0.802523,1
0.874493,0.097279,0,0.152576,0.027643,0.889504,0.155076,0.974612,0.022523,0.852075,0.975468,0.144259,0.08933,0.121103,0.8691,0.8541,1
0.925108,0.043012,0,0.086938,0.023451,0.957169,0.262368,0.975352,0.152152,0.743738,0.974954,0.259363,0.057286,0.089476,0.710471,0.744805,1
0.736346,0.526371,1,0.273259,0.55735,0.468895,1,0.456204,1,0.239543,0.45593,0.759184,0.553966,0.262885,0.258093,0.157774,1
0.702152,0.556282,1,0.348658,0.583803,0.485197,1,0.426468,1,0.233731,0.426212,0.766456,0.584225,0.372797,0.269344,0.148971,1
0.72623,0.539898,1,0.262437,0.568679,0.522027,1,0.442232,1,0.27394,0.441967,0.715899,0.548011,0.262967,0.264214,0.205998,1
0.877456,0.095315,0,0.110129,0.040099,0.912141,0.147625,0.96313,0.075891,0.881658,0.970954,0.130419,0.092279,0.095604,0.857253,0.884287,1
0.873211,0.077058,0,0.132262,0.05503,0.885372,0.208016,0.951181,0.039754,0.914861,0.960387,0.093628,0.117635,0.10974,0.929373,0.917111,1
0.898461,0.034025,0,0.143771,0.064043,0.877449,0.161429,0.936672,0.033715,0.940316,0.936405,0.069677,0.116082,0.11253,0.950476,0.944597,1
0.891998,0.038432,0,0.130062,0.060368,0.911341,0.145364,0.927727,0.13415,0.885352,0.927171,0.119418,0.090761,0.122617,0.835465,0.88864,1
0.917165,0.068371,0.000001,0.037028,0.034062,0.932052,0.557421,0.970658,0.454955,0.928403,0.970076,0.076459,0.037526,0.02712,0.874141,0.929008,0
0.892486,0.08103,1,0.083426,0.031805,0.908287,1,0.970082,1,0.843282,0.9695,0.159821,0.059283,0.059521,0.806786,0.843911,0
0.890643,0.052475,1,0.119737,0.054002,0.89411,1,0.949146,1,0.849935,0.948577,0.146364,0.081708,0.115906,0.819195,0.849913,0
0.893905,0.083387,0.000001,0.099136,0.017744,0.945262,0.557421,0.97754,0.454955,1,0.976954,0,0.043966,0.093385,0.942582,1,1
0.886494,0.084227,0,0.119467,0.042289,0.894515,0.409894,0.964289,0.273273,0.876897,0.964706,0.124279,0.092153,0.091199,0.862666,0.876998,1
0.902255,0.072024,0,0.096035,0.022788,0.918138,0.188605,0.979428,0.061311,0.915122,0.978841,0.089651,0.065614,0.077686,0.902053,0.916179,1
0.889643,0.107001,0,0.093902,0,0.903494,0.225487,0.999262,0.080236,0.824176,0.998662,0.186398,0.03608,0.060709,0.794954,0.824752,1
0.162426,0.915389,0,0.742989,0.91631,0.114684,0.047963,0.087996,0.047719,0.376725,0.087943,1,0.847955,0.620165,0.731258,0.700038,1
0.207952,0.891424,0,0.729907,0.893097,0.145768,0.020062,0.109019,0.035135,0.450129,0.108954,0.915074,0.845261,0.613035,0.829603,0.761572,1
0.157081,0.924794,0,0.816902,0.922491,0.097008,0,0.092967,0.001661,0.488231,0.092911,0.888757,0.912064,0.684957,1,0.720368,1
0.239923,0.874121,0,0.735403,0.876006,0.087717,0.047509,0.128797,0.055511,0.429585,0.12872,0.927114,0.863019,0.587479,0.921476,0.677143,1
0,1,0,1,1,0,0.039654,0,0.071498,0.495759,0,0.889024,1,0.830311,0.893482,0.765626,1
0.536397,0.680574,0.000002,0.467232,0.697919,0.391358,0.557421,0.288004,0.454955,0.216275,0.287831,0.779201,0.646654,0.474308,0.163006,0.149611,0
0.584668,0.638758,1,0.400467,0.660578,0.362727,1,0.331076,1,0.134054,0.330877,0.851657,0.613638,0.37894,0.115254,0.090915,0
0.623893,0.608558,1,0.370111,0.632948,0.375266,1,0.364643,1,0.154079,0.364424,0.830857,0.602444,0.339817,0.173827,0.063303,0
0.612081,0.604564,1,0.366787,0.59843,0.530702,1,0.396848,1,0.12709,0.411068,0.842364,0.59626,0.406327,0.123748,0.132526,0
0.733629,0.532003,0,0.200204,0.561919,0.506157,0.336131,0.448905,0.182432,0.146403,0.448636,0.861561,0.489918,0.18944,0.118393,0.10953,0
0.586101,0.644466,1,0.395974,0.663168,0.389045,1,0.346413,1,0.165256,0.346205,0.840775,0.625675,0.380194,0.172244,0.062445,0
0.688161,0.571707,1,0.31284,0.596922,0.480546,1,0.412415,1,0.167768,0.412168,0.842292,0.57357,0.321994,0.195663,0.070128,0
0.664713,0.590254,1,0.292373,0.613286,0.423946,1,0.398941,1,0.173747,0.398702,0.833462,0.565608,0.271414,0.172285,0.107413,0
0.665502,0.592727,1,0.283521,0.615125,0.41791,1,0.394821,1,0.234732,0.394584,0.75665,0.566053,0.262938,0.217877,0.179592,0
0.87918,0.0873,0,0.043007,0.081032,0.935468,0.557421,0.923984,0.454955,0.972095,0.924903,0.045268,0.048143,0.045842,0.815991,0.976306,0
0.8637,0.078725,1,0.069925,0.094983,0.903598,1,0.912398,1,0.880921,0.911851,0.120481,0.063714,0.060322,0.751517,0.882994,0
0.855808,0.097829,1,0.135417,0.083586,0.887557,1,0.922714,1,0.764513,0.922161,0.249429,0.077117,0.126337,0.654268,0.764869,0
0.901526,0,1,0.093178,0.098483,0.927833,1,0.905966,1,0.948209,0.905423,0.052885,0.074553,0.093147,0.819244,0.949181,0
0.574506,0.655993,0,0.4093,0.673794,0.303983,0.218978,0.325885,0.109823,0.128099,0.325689,0.87563,0.643092,0.352877,0.138736,0.09999,0
0.493422,0.716855,0,0.515023,0.727722,0.220507,0.155076,0.284549,0,0.276129,0.284378,0.728051,0.735815,0.439296,0.333627,0.194145,0
0.576561,0.661273,0,0.413546,0.676327,0.294296,0.178067,0.337682,0.065637,0.117188,0.337479,0.878929,0.666571,0.358024,0.164145,0.02086,0
0.601275,0.63873,0,0.386019,0.656965,0.375403,0.291873,0.353325,0.215135,0.188257,0.353113,0.807496,0.621642,0.372591,0.186257,0.108203,0
