@relation Dataset_T2_40d_CFS_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute original_glrlm_RunLengthNonUniformity numeric
@attribute log_sigma_1_0_mm_3D_firstorder_Kurtosis numeric
@attribute log_sigma_1_0_mm_3D_glcm_InverseVariance numeric
@attribute log_sigma_1_0_mm_3D_glrlm_LongRunEmphasis numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Kurtosis numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Skewness numeric
@attribute log_sigma_1_5_mm_3D_gldm_LargeDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_1_5_mm_3D_gldm_SmallDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_2_0_mm_3D_firstorder_Maximum numeric
@attribute log_sigma_2_0_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_2_0_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_2_5_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_2_5_mm_3D_gldm_SmallDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_2_5_mm_3D_glszm_ZoneEntropy numeric
@attribute log_sigma_3_0_mm_3D_firstorder_MeanAbsoluteDeviation numeric
@attribute log_sigma_3_0_mm_3D_glcm_Correlation numeric
@attribute log_sigma_3_0_mm_3D_gldm_LargeDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_3_0_mm_3D_glrlm_RunLengthNonUniformity numeric
@attribute log_sigma_3_5_mm_3D_firstorder_RootMeanSquared numeric
@attribute log_sigma_4_0_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glcm_Correlation numeric
@attribute log_sigma_4_5_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_4_5_mm_3D_glcm_MCC numeric
@attribute log_sigma_4_5_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glszm_SmallAreaLowGrayLevelEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glszm_ZoneEntropy numeric
@attribute log_sigma_5_0_mm_3D_firstorder_Variance numeric
@attribute log_sigma_5_0_mm_3D_glszm_SizeZoneNonUniformityNormalized numeric
@attribute log_sigma_5_0_mm_3D_ngtdm_Busyness numeric
@attribute wavelet_LLH_firstorder_Median numeric
@attribute wavelet_LLH_glcm_ClusterShade numeric
@attribute wavelet_LLH_glcm_Correlation numeric
@attribute wavelet_LLH_glcm_MaximumProbability numeric
@attribute wavelet_LLH_gldm_DependenceEntropy numeric
@attribute wavelet_LLH_gldm_LargeDependenceLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glrlm_GrayLevelNonUniformityNormalized numeric
@attribute wavelet_LLH_glrlm_ShortRunLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glszm_SmallAreaHighGrayLevelEmphasis numeric
@attribute wavelet_LHH_glrlm_LongRunHighGrayLevelEmphasis numeric
@attribute wavelet_HLL_firstorder_Median numeric
@attribute label {0,1}

@data
0.009073,0.156062,0.634674,0.331005,0.136959,0.255999,0.132243,0.053111,0.050552,0.692514,0.236707,0.630225,0.041491,0,0.086954,0.550096,0.134453,0.28627,0.780578,0.254686,0.967219,0.029019,0.967219,0.178656,0.101235,0.415905,0.016627,0.295652,0.000633,0.913719,0.778479,0.307564,0.489952,0.293401,0.735057,0.990708,0.868403,0.347793,0.084962,0.750008,1
0.002973,0.165265,0.578947,0.372301,0.090656,0.325399,0.12447,0.054592,0.049068,0.590533,0.248142,0.621814,0.07257,0.439595,0.083516,0.365005,0.082296,0.340695,0.754244,0.297133,0.810067,0.279482,0.810067,0.295632,0.249403,0.40265,0.015069,0.201183,0.000589,0.90783,0.779803,0.275072,0.491606,0.237352,0.73174,0.98876,0.842081,0.487143,0.082599,0.697014,1
0.005366,0.447224,0.623208,0.209464,0.137886,0.395916,0.201637,0.074175,0.049188,0.575792,0.133791,0.641081,0.089396,0.552708,0.054533,0.368912,0.208616,0.394163,0.862271,0.145535,0.74884,0.443479,0.74884,0.202051,0.000018,0.184041,0.008949,0.608696,0.001973,0.923072,0.755404,0.26552,0.433619,0.319553,0.693104,0.989873,0.893113,0.250411,0.095265,0.841174,0
0.007336,0.132308,0.783266,0.187395,0.114187,0.439117,0.172591,0.053705,0.045138,0.407213,0.1756,0.391083,0.067817,0.46926,0.06255,0.616996,0.23454,0.29703,0.858814,0.275476,0.73403,0.466982,0.73403,0.202051,0.018519,0.184041,0.006202,1,0.018368,0.9068,0.762401,0.221342,0.436897,0.20782,0.68834,0.991203,0.888015,0.136175,0.097765,0.785137,0
0.01309,0.228089,0.841931,0.243901,0.287205,0.229489,0.154028,0.077616,0.065113,0.545859,0.198113,0.469694,0.038703,0.305857,0.070325,0.544721,0.150219,0.376038,0.796067,0.275476,0.779884,0.341872,0.779884,0.248842,0.006457,0.415905,0.009097,0.608696,0.000878,0.912149,0.752075,0.217003,0.416548,0.170325,0.687577,0.989236,0.891897,0.221718,0.100981,0.783303,0
0.014621,0.450986,0.728033,0.261373,0.259274,0.086395,0.167179,0.071602,0.054189,0.759461,0.260457,0.689837,0.063837,0.267979,0.071334,0.345755,0.095397,0.367122,0.760037,0.266814,0.683512,0.433448,0.683512,0.275161,0.001039,0.62924,0.010975,0.119565,0.000513,0.911439,0.756918,0.234951,0.43218,0.297051,0.705704,0.988852,0.874273,0.195924,0.097123,0.790876,0
0.015291,0.441881,0.687626,0.318192,0.460023,0.255265,0.172714,0.102763,0.080581,0.627509,0.220626,0.62856,0.079061,0.305857,0.086469,0.446935,0.149427,0.492439,0.779634,0.236494,0.866795,0.216539,0.866795,0.218762,0.37505,0.56863,0.017332,0.608696,0.001335,0.930129,0.730914,0.2967,0.390993,0.314277,0.699853,0.988883,0.859806,0.17118,0.110191,0.747009,0
0.032689,1,0.684086,0.180222,0.51118,0.868924,0.197521,0.066735,0.137432,0.368972,0.20504,0.38197,0.084408,0.439595,0.169972,0.649095,0.30863,0.278428,0.938864,0.036384,0.834563,0.328787,0.834563,0.05583,0.134561,0.550585,0.03967,1,0.00075,0.896296,0.73039,0.16543,0.359948,0.228943,0.641506,0.989253,0.921656,0.260845,0.109716,0.736582,0
0.033733,0.899056,0.802041,0.155715,0.686932,0.754325,0.176556,0.05821,0.124926,0.534084,0.157181,0.380681,0.045555,0.326534,0.181858,0.797648,0.23123,0.209808,0.827169,0.145535,0.899472,0.206071,0.899472,0.108469,0.802778,0.290057,0.059856,0.295652,0.004674,0.904553,0.721713,0.173073,0.341677,0.241507,0.646598,0.989101,0.916702,0.104338,0.117593,0.787609,0
0.02407,0.399658,0.660237,0.356001,0.317838,0.263444,0.154701,0.010351,0.107309,0.402136,0.091689,0.279911,0.004156,0.501872,0.150752,0.763489,0.185352,0.246212,0.743977,0.275476,0.874788,0.210059,0.874788,0.283935,0.124438,0.604677,0.037299,0.201183,0.000932,0.925341,0.714015,0.211565,0.332316,0.203235,0.651424,0.989887,0.901081,0.287411,0.109071,0.742365,0
0.029594,0.236219,0.560329,0.374839,0.243843,0.366504,0.131983,0.061965,0.140581,0.674231,0.262436,0.597989,0.067538,0.46551,0.119868,0.389447,0.082884,0.30621,0.694976,0.303197,0.829959,0.223485,0.829959,0.272237,0.229885,0.772884,0.030415,0.117829,0.000512,0.909906,0.73378,0.241835,0.387438,0.203139,0.683403,0.988858,0.868403,0.104338,0.110209,0.701275,0
0.004395,0.695411,0.844533,0.054067,0.488119,0.878846,0.22943,0.072455,0.164224,0.54682,0.091689,0.421121,0.080003,0.305857,0.155277,0.675724,0.377637,0.278082,1,0.036384,0.863926,0.274019,0.863926,0.026586,0.372348,0.498661,0.026672,0.295652,0.000436,0.941507,0.688406,0.100447,0.255794,0.148364,0.589824,0.988746,0.942464,0.208676,0.099387,0.814714,0
0.007228,0.295787,0.838938,0.100795,0.385768,0.556224,0.191264,0.100583,0.136096,0.700056,0.108062,0.496361,0.050293,0.240644,0.148833,0.702575,0.295458,0.340844,0.915244,0.009096,0.963531,0.095666,0.963531,0.046082,0.415139,0.612786,0.028711,0.217391,0.000843,0.931938,0.706033,0.173527,0.311639,0.268615,0.631958,0.988676,0.924888,0.250411,0.105043,0.762778,0
0.006312,0.161004,0.872644,0.087534,0.306598,0.351118,0.148663,0.06457,0.108472,0.701283,0.210978,0.48937,0.074876,0.47093,0.117155,0.747023,0.243225,0.258079,0.867762,0.254686,0.947222,0.118673,0.947222,0.178656,0.012443,0.415905,0.027636,0.161491,0.001631,0.894299,0.742921,0.150919,0.383959,0.205008,0.655251,0.989181,0.933458,0.282099,0.091258,0.704277,0
0.014735,0.132444,0.808734,0.125174,0.304148,0.397542,0.176792,0.100882,0.11785,0.55691,0.121916,0.444572,0.073663,0.305857,0.134343,0.667764,0.26708,0.389944,0.876861,0.109151,0.897875,0.214516,0.897875,0.085074,0.340597,0.612786,0.03461,0.413043,0.000957,0.925631,0.714211,0.218459,0.340942,0.189171,0.648397,0.988782,0.902561,0.208676,0.103299,0.709974,0
0.007196,0.211994,0.811697,0.115644,0.346872,0.432926,0.177318,0.058147,0.136712,0.622225,0.243139,0.507616,0.076997,0.240644,0.158478,0.613268,0.235917,0.351217,0.850383,0.2235,0.810511,0.354757,0.810511,0.143562,0.53125,0.31462,0.025846,1,0.002526,0.928505,0.711536,0.331116,0.363676,0.237506,0.679019,0.989035,0.842757,0.211937,0.12472,0.705003,0
0.009409,0.554576,0.927054,0,0.492259,0.666003,0.207495,0.135629,0.134721,0.523241,0.1756,0.506099,0.066026,0.435379,0.124876,0.620551,0.268196,0.374788,0.925105,0.024256,0.867657,0.273601,0.867657,0.05583,0.055557,0.31462,0.024927,0.413043,0.000802,0.940023,0.692661,0.145175,0.276282,0.154187,0.606464,0.988783,0.937222,0.171578,0.092481,0.721502,0
0.01379,0.623983,0.806024,0.077789,0.574645,0.715023,0.182846,0.142129,0.123699,0.775157,0.138079,0.539732,0.06378,0.517544,0.115865,0.690082,0.227782,0.406057,0.87984,0.145535,0.873786,0.255956,0.873786,0.05583,1,0.15731,0.029693,0.413043,0.001813,0.961627,0.676644,0.139735,0.239866,0.180688,0.593597,0.988816,0.946481,0.375617,0.092548,0.748798,0
0.005473,0.459771,0.943292,0.024874,0.513523,0.53002,0.181625,0.088642,0.113473,0.663961,0.144082,0.444291,0.057283,0.46926,0.105332,0.767736,0.266956,0.287645,0.88106,0.206174,0.89778,0.205995,0.89778,0.085074,0.074074,0.184041,0.023628,0.608696,0.010734,0.956488,0.682912,0.133213,0.252938,0.122216,0.596726,0.988893,0.936536,0.250411,0.094301,0.763832,0
0.007925,0.374086,0.893852,0.178396,0.475102,0.456394,0.160713,0.033421,0.091477,0.639275,0.058943,0.546233,0.043731,0.632392,0.086055,0.593474,0.19429,0.425951,0.833967,0.206174,0.884068,0.208798,0.884068,0.178656,0.003393,0.415905,0.021759,0.413043,0.003165,0.969342,0.674846,0.163049,0.244523,0.026418,0.606265,0.988784,0.913247,0.214473,0.107633,0.729397,0
0.002662,0.19748,0.682095,0.264232,0.291861,0.53129,0.120708,0.079473,0.086536,0.65744,0.236707,0.55534,0.082889,0.352111,0.07693,0.580941,0.102941,0.196946,0.787208,0.299466,0.845219,0.250785,0.845219,0.283935,0.124655,0.604677,0.021119,0.192935,0.001154,0.948841,0.695151,0.219362,0.301875,0.129296,0.630547,0.989314,0.894013,0.269283,0.108611,0.723869,0
0.006408,0.494545,0.766583,0.174391,0.423455,0.59649,0.162802,0.145434,0.119609,0.274944,0.194198,0.162857,0.104139,0.719613,0.123856,0.815706,0.231241,0.215413,0.814259,0.218302,0.799566,0.354654,0.799566,0.202051,0.000213,0.184041,0.019523,0.608696,0.002864,0.932189,0.719289,0.133604,0.331787,0.143347,0.619818,0.989568,0.930616,0.195795,0.094871,0.736006,0
0.007741,0.428695,0.718173,0.322819,0.444753,0.766735,0.123656,0.081262,0.124098,0.447398,0.243139,0.401002,0.100183,0.401272,0.11191,0.648276,0.220157,0.377228,0.846421,0.084895,0.769916,0.420732,0.769916,0.085074,0.166667,0.184041,0.014735,0.413043,0.002473,0.950255,0.706806,0.171593,0.311807,0.106541,0.629546,0.988667,0.903093,0.417352,0.083078,0.721715,0
0.009294,0.370363,0.633214,0.438304,0.376808,0.530427,0.140233,0.043267,0.118097,0.380319,0.219554,0.326025,0.056023,0.652814,0.095798,0.719275,0.193771,0.338998,0.818497,0.294377,0.787017,0.368775,0.787017,0.248842,0.026625,0.415905,0.010344,0.295652,0.002207,0.952057,0.695861,0.074246,0.264917,0.209125,0.604787,0.988686,0.970868,0.208676,0.092132,0.72417,0
0.007289,0.148143,0.610455,0.376831,0.16754,0.21858,0.128094,0.061897,0.085997,0.528758,0.271012,0.536004,0.040805,0.600044,0.095324,0.376012,0.066239,0.201229,0.698541,0.299466,0.613098,0.495321,0.613098,0.297095,0.079753,0.865205,0.01585,0.062259,0.000284,0.933588,0.726809,0.141141,0.343931,0.137386,0.640018,0.989628,0.924453,0.260845,0.089964,0.750928,0
0.003686,0.303368,0.48773,0.453465,0.315002,0.042958,0.106224,0.093162,0.045362,0.487307,0.272504,0.599147,0.08994,0.635654,0.093597,0.280837,0.062503,0.385873,0.72164,0.294377,0.722646,0.397513,0.722646,0.280035,0.292535,0.276854,0.020393,0.202899,0.000915,0.929119,0.739432,0.15058,0.379513,0.180956,0.655073,0.989483,0.909319,0.157956,0.107226,0.68858,0
0.012697,0.429486,0.653237,0.306868,0.388333,0.768412,0.191226,0.098824,0.075991,0.319195,0.245788,0.200913,0.090897,0.365046,0.096917,0.805758,0.275052,0.305559,0.837952,0.145535,0.800979,0.358856,0.800979,0.231295,0.25,0.15731,0.014222,0.483478,0.003662,0.952451,0.69546,0.038713,0.26254,0.119851,0.585607,0.988673,0.962064,0.095608,0.094259,0.743872,0
0.00894,0.591327,0.632796,0.338586,0.371585,0.783263,0.209713,0.027616,0.100243,0.27286,0.180103,0.164426,0.086289,0.435158,0.102857,0.789274,0.301475,0.348263,0.86665,0.236494,0.753953,0.44871,0.753953,0.231295,0.138889,0.31462,0.012812,1,0.005504,0.925195,0.737562,0.163169,0.370115,0.182714,0.650284,0.990312,0.89767,0.347793,0.120486,0.765543,0
0.011984,0.754849,0.706209,0.239548,0.482973,0.64544,0.197721,0.078599,0.075594,0.202571,0.250902,0.09953,0.08385,0.435161,0.096033,0.911304,0.298943,0.281302,0.86653,0.303197,0.82618,0.335925,0.82618,0.268895,0.017768,0.478738,0.012148,0.295652,0.002149,0.930091,0.736776,0.116724,0.364313,0.147333,0.646208,0.98879,0.911793,0,0.111495,0.77495,0
0.009579,0.379658,0.748715,0.250609,0.423511,0.553349,0.168138,0.066152,0.093268,0.43478,0.198113,0.305901,0.04493,0.519564,0.080262,0.839717,0.230565,0.312528,0.829242,0.275476,0.814755,0.324961,0.814755,0.268895,0.097227,0.56863,0.009284,0.25732,0.002225,0.932564,0.721123,0.111623,0.324703,0.137019,0.628242,0.989326,0.928229,0.102019,0.120788,0.75712,0
0.007058,0.267964,0.85403,0.342894,0.411714,0.631514,0.130298,0.044694,0.070894,0.696215,0.198113,0.599809,0.044,0.177348,0.079008,0.54382,0.142505,0.314835,0.79951,0.236494,0.921426,0.119547,0.921426,0.280035,0.082397,0.612786,0.015836,0.217391,0.00073,0.945457,0.70529,0.181569,0.31376,0.042306,0.637559,0.988837,0.883175,0,0.123439,0.7547,0
0.0041,0.259264,0.284319,0.617728,0.206511,0.536606,0.161215,0.096575,0.091045,0.083009,0.204117,0,0.09194,0.482134,0.118072,0.925756,0.202756,0.095395,0.793202,0.215503,0.877164,0.217603,0.877164,0.260539,0.086844,0.498661,0.017324,0.295652,0.001322,0.927689,0.730498,0.105204,0.343168,0.191096,0.625838,0.989643,0.939271,0.05217,0.094757,0.674918,0
0.004276,0.251034,0.385518,0.59691,0.23739,0.312556,0.111576,0.052816,0.082104,0.341119,0.256842,0.265669,0.055059,0.548241,0.109324,0.71737,0.150353,0.209758,0.771298,0.236494,0.843721,0.273357,0.843721,0.231295,0.345679,0.550585,0.01763,0.217391,0.001729,0.949185,0.714242,0.105725,0.312191,0.181224,0.62169,0.988698,0.944119,0.208676,0.071867,0.665993,0
0.006352,0.249312,0.340762,0.630316,0.302593,0.348709,0.100745,0.083373,0.072824,0.306116,0.260457,0.251398,0.056489,0.418383,0.106219,0.672023,0.11414,0.186095,0.721902,0.303197,0.720259,0.411087,0.720259,0.292033,0.156763,0.607597,0.017592,0.272368,0.000513,0.927319,0.731227,0.135863,0.353129,0.155742,0.63892,0.989731,0.931657,0.060516,0.095093,0.663265,0
0.00489,0.239587,0.499303,0.469889,0.232726,0.384273,0.117577,0.15858,0.087735,0.418528,0.256382,0.425285,0.116861,0.288321,0.103129,0.50568,0.096946,0.299637,0.707633,0.291069,0.704776,0.392061,0.704776,0.287125,0.284097,0.330178,0.018814,0.559783,0.000423,0.905746,0.762787,0.146532,0.424954,0.168883,0.674201,0.990359,0.902666,0.455293,0.085025,0.66263,0
0.005351,0.247619,0.5015,0.339905,0.121528,0.490422,0.142034,0.115576,0.084844,0.483349,0.22552,0.457654,0.141547,0.506098,0.101912,0.607327,0.197998,0.413617,0.855775,0.145535,0.82391,0.337364,0.82391,0.118496,0.224206,0.478738,0.014575,0.413043,0.001567,0.925049,0.747294,0.158849,0.397231,0.141214,0.658281,0.988706,0.933956,0.500823,0.104384,0.704104,0
0.011274,0.741689,0.964921,0.088647,0.547296,0.86152,0.203581,0.116519,0.073034,0.556661,0.117541,0.388949,0.068377,0.524066,0.069126,0.813413,0.263239,0.321095,0.884448,0.109151,0.968034,0.082975,0.968034,0.143562,0.121722,0.498661,0.012827,0.413043,0.001679,0.97031,0.686325,0.063217,0.25232,0.038904,0.583557,0.988651,0.944111,0.221718,0.103694,0.804364,0
0.009326,0.45449,0.922306,0.186549,0.525952,0.768848,0.189392,0.068326,0.08536,0.617785,0.248142,0.445801,0.062551,0.305857,0.08335,0.788912,0.254505,0.36777,0.880705,0.036384,0.970961,0.073529,0.970961,0.071312,0.237386,0.934363,0.015835,0.086957,0.00247,0.967764,0.678849,0.099829,0.238878,0.105791,0.592712,0.988665,0.946038,0.260845,0.107781,0.781321,0
0.010768,0.420475,1,0.203766,0.583126,0.659009,0.164426,0.064508,0.097188,0.610097,0.222673,0.466532,0.063523,0.231029,0.086128,0.764567,0.230895,0.388019,0.857094,0.103554,1,0.010492,1,0.085074,0.419334,0.708407,0.019221,0.413043,0.005313,0.93892,0.716652,0.148341,0.320979,0.108756,0.635524,0.989745,0.917706,0.153559,0.113061,0.754497,0
0.008495,0.780276,0.998009,0.106514,1,0.880289,0.154545,0.073665,0.110995,0.656109,0.188107,0.478171,0.065944,0.401758,0.06841,0.72643,0.177824,0.402998,0.829897,0.254686,0.946323,0.09392,0.946323,0.202051,0.31564,0.56395,0.015747,0.154783,0.001969,0.96737,0.678484,0.068935,0.22526,0.001551,0.583174,0.988831,0.943101,0.128874,0.090053,0.760288,0
0.005969,0.509361,0.840427,0.088839,0.702778,0.730216,0.123774,0.103945,0.097732,0.483363,0.213122,0.314005,0.077603,0.636456,0.081762,0.890961,0.120818,0.103953,0.775733,0.254686,0.901806,0.151909,0.901806,0.248842,0.129,0.415905,0.019934,0.577391,0.001138,0.937973,0.713018,0.125201,0.312015,0.160548,0.619091,0.989708,0.946512,0.314385,0.108747,0.734783,0
0.009846,0.339812,0.632412,0.254272,0.292384,0.435669,0.14808,0.123465,0.055026,0.285523,0.234801,0.217903,0.093149,0.610627,0.059086,0.792953,0.225178,0.19219,0.835632,0.266814,0.749986,0.418343,0.749986,0.268895,0.012404,0.56863,0.005656,0.413043,0.001069,0.946222,0.744384,0.154302,0.386471,0.225148,0.652864,0.989316,0.923592,0.057146,0.087815,0.725348,1
0.010118,0.666219,0.658442,0.282619,0.292261,0.541956,0.166807,0.082622,0.049748,0.305442,0.157181,0.216878,0.061769,0.573552,0.051613,0.736591,0.193855,0.211404,0.827117,0.297133,0.647409,0.534169,0.647409,0.275161,0.052519,0.442242,0.004988,0.086957,0.000522,0.955166,0.724966,0.103116,0.330052,0.118701,0.624854,0.989751,0.934297,0.333882,0.084939,0.767084,1
0.007625,0.410965,0.663728,0.337431,0.275674,0.531299,0.13445,0.073459,0.054749,0.453418,0.261483,0.378568,0.061474,0.440492,0.053194,0.648768,0.131034,0.205827,0.805495,0.287027,0.734631,0.407828,0.734631,0.283935,0.070761,0.667601,0.006655,0.107826,0.000573,0.949958,0.724821,0.110486,0.337627,0.164321,0.633783,0.989434,0.937966,0.208676,0.077913,0.716436,1
0.00537,0.13235,0.41129,0.514329,0.066685,0.383999,0.109617,0.148512,0.059189,0.538164,0.261483,0.532078,0.114118,0.442038,0.094266,0.346614,0.056585,0.174715,0.685759,0.299466,0.653738,0.420982,0.653738,0.293961,0.101214,0.731448,0.018358,0.201739,0.000218,0.897413,0.78106,0.291295,0.491981,0.330525,0.727671,0.989947,0.878339,0.231862,0.087674,0.716387,1
0.030396,0.379372,0.467642,0.390353,0.20608,0.478238,0.184069,0.166123,0.109556,0.413078,0.19211,0.339096,0.184723,0.528415,0.16871,0.687441,0.252587,0.432514,0.836015,0.181918,0.790592,0.383859,0.790592,0.085074,0.074074,0.184041,0.029362,1,0.007683,0.893167,0.753442,0.289976,0.435608,0.256774,0.69891,0.989361,0.873458,0.506785,0.111208,0.670529,1
0.011157,0.271043,0.160867,0.866822,0.041134,0.505879,0.177267,0.072083,0.085294,0.443777,0.198113,0.530959,0.094635,0.375023,0.144794,0.486769,0.146187,0.546182,0.766895,0.310915,0.746415,0.418033,0.746415,0.299532,0.100445,0.739422,0.026467,0.090044,0.00214,0.851532,0.817875,0.48218,0.605725,0.440431,0.820605,0.988931,0.786765,0.238593,0.114064,0.684188,1
0.006948,0.404111,0.651795,0.319103,0.263805,0.479548,0.153444,0.110194,0.080703,0.29242,0.232748,0.259614,0.100215,0.581599,0.109589,0.686832,0.193448,0.301173,0.822428,0.145535,0.784711,0.38145,0.784711,0.231295,0.125,0.31462,0.014775,0.85913,0.042315,0.945243,0.710206,0.115811,0.304816,0.246511,0.617313,0.988847,0.968958,0.211937,0.081865,0.692498,0
0.008582,0.156483,0.507785,0.512725,0.113694,0.22525,0.119907,0.103003,0.064795,0.543318,0.259348,0.508271,0.094011,0.43699,0.101641,0.59006,0.143264,0.361318,0.793228,0.206174,0.861238,0.251744,0.861238,0.143562,0.000426,0.31462,0.016407,0.608696,0.010425,0.941754,0.717085,0.154155,0.326443,0.293414,0.641199,0.988859,0.948458,0.344316,0.114851,0.671785,0
0.008874,0.238368,0.485031,0.502496,0.182892,0.21555,0.098492,0.064959,0.091995,0.63458,0.263323,0.555811,0.075407,0.588187,0.093126,0.511593,0.092611,0.283776,0.730779,0.246601,0.795448,0.298241,0.795448,0.283935,0.180564,0.518002,0.016677,0.06087,0.000655,0.936016,0.722788,0.133565,0.331605,0.222326,0.637771,0.990133,0.936218,0.030915,0.107057,0.68066,0
0.0097,0.279375,0.531432,0.561741,0.253581,0.064952,0.08655,0.096121,0.074339,0.631443,0.266334,0.70626,0.081265,0.474518,0.096942,0.13407,0.038628,0.403185,0.679806,0.299466,0.743828,0.336745,0.743828,0.299532,0.087367,0.822532,0.021637,0.086957,0.000514,0.936015,0.731011,0.179177,0.366177,0.148295,0.664126,0.988916,0.879553,0.227225,0.12381,0.6652,0
0.007014,0.37386,0.436038,0.561572,0.313886,0.022963,0.08954,0.068303,0.089391,0.641702,0.272504,0.63942,0.071806,0.463794,0.118299,0.346287,0.068195,0.418885,0.683957,0.310128,0.727955,0.38551,0.727955,0.295632,0.121961,0.730935,0.024375,0.107826,0.000723,0.910548,0.768312,0.23164,0.459236,0.218222,0.710688,0.989968,0.859203,0.384229,0.127308,0.67521,0
0.01354,0.224667,0.556349,0.34183,0.017527,0.310601,0.160492,0.217442,0.072524,0.6407,0.272504,0.659589,0.18628,0.39959,0.107418,0.324261,0.128845,0.432483,0.78897,0.281974,0.62005,0.566132,0.62005,0.178656,0.425,0.415905,0.021122,0.413043,0.001824,0.87983,0.769235,0.331751,0.475587,0.316507,0.715106,0.989512,0.86549,0.297557,0.096092,0.771999,1
0.00962,0.122327,0.654337,0.267639,0.069807,0.269913,0.138568,0.15085,0.069917,0.661645,0.208119,0.661354,0.16192,0.487469,0.086254,0.307356,0.114945,0.475495,0.802052,0.145535,0.654984,0.530657,0.654984,0.231295,0.125046,0.31462,0.016035,0.25732,0.001544,0.902463,0.746945,0.266077,0.415883,0.222093,0.680585,0.989523,0.886288,0.062603,0.103092,0.834724,1
0.009525,0.082307,0.605148,0.377983,0.064052,0.253474,0.139484,0.132498,0.047501,0.518209,0.271792,0.469905,0.099956,0.583416,0.082868,0.53784,0.125195,0.346907,0.767375,0.275476,0.585491,0.569551,0.585491,0.260539,0.012263,0.498661,0.009382,0.295652,0.000574,0.924634,0.719305,0.180639,0.33885,0.206928,0.641957,0.98976,0.928258,0.21911,0.108762,0.799052,1
0.008106,0.046979,0.549271,0.426529,0.025629,0.265244,0.101815,0.106937,0.038934,0.587556,0.27757,0.584097,0.070323,0.613132,0.077589,0.197755,0.032509,0.139762,0.671398,0.309261,0.429275,0.629235,0.429275,0.299532,0.112238,0.796143,0.014732,0.217391,0.000136,0.899816,0.741287,0.211984,0.394571,0.239388,0.673685,0.989453,0.898189,0.260845,0.087974,0.764793,1
0.003819,0.117274,0.513951,0.353181,0.046038,0.254308,0.131832,0.134249,0.045054,0.526304,0.274824,0.479455,0.099582,0.580684,0.078315,0.486933,0.07437,0.138947,0.718247,0.281974,0.725247,0.344109,0.725247,0.255222,0.318222,0.487768,0.014939,0.173399,0.000255,0.900148,0.769639,0.290654,0.46817,0.268213,0.708119,0.991642,0.880417,0.197819,0.110799,0.781807,1
0.012536,0.781706,0.735587,0.437867,0.50355,0.961352,0.233334,0.020683,0.133134,0.468845,0.048027,0.477325,0.047941,0.320162,0.144403,0.662538,0.32978,0.438264,0.966685,0.060639,0.8412,0.318964,0.8412,0.046082,0.583721,0.54287,0.026076,0.44898,0.000801,0.937467,0.728189,0.337865,0.398567,0.127479,0.691567,0.988766,0.825071,0.17444,0.16208,0.841679,0
0.009351,0.852096,0.593506,0.54483,0.613305,1,0.221313,0.055255,0.149969,0.37633,0.078045,0.322582,0.057215,0.380425,0.149816,0.802877,0.325533,0.331526,0.951388,0.004043,0.90523,0.202663,0.90523,0.038283,0.144448,0.415905,0.031482,0.295652,0.000769,0.922322,0.749564,0.350914,0.44305,0.207713,0.716334,0.988817,0.829858,0.217371,0.16308,0.820993,0
0.010316,0.692904,0.800807,0.417379,0.612712,0.843768,0.203195,0.025558,0.126099,0.422915,0.168096,0.327195,0.036803,0.305857,0.12163,0.768095,0.288568,0.352225,0.913544,0.009096,0.919438,0.176353,0.919438,0.085074,0.666667,0.184041,0.027954,1,0.001237,0.958803,0.703419,0.373308,0.360766,0.119895,0.687095,0.98953,0.793909,0.015129,0.1642,0.822096,0
0.011384,0.315525,0.698137,0.371812,0.309638,0.523951,0.166339,0.070325,0.119466,0.54342,0.20504,0.416367,0.072234,0.598646,0.097592,0.742916,0.232566,0.394523,0.893427,0.191014,0.95013,0.120111,0.95013,0.099696,0.292204,0.550585,0.021767,0.119565,0.000817,0.922336,0.762171,0.320959,0.460014,0.230121,0.716498,0.988942,0.842854,0.048528,0.147308,0.773511,0
0.005202,0.249129,0.644764,0.492382,0.213337,0.431682,0.149388,0.059555,0.066676,0.520934,0.144082,0.460554,0.089688,0.346608,0.081431,0.696577,0.189545,0.300203,0.859034,0.254686,0.924022,0.163452,0.924022,0.143562,0.031458,0.31462,0.013729,0.192935,0.001718,0.935584,0.76317,0.386894,0.479169,0.294137,0.737226,0.989371,0.809597,0.222377,0.168069,0.745875,0
