@relation Dataset_T2_40d_CFS_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute original_glrlm_RunLengthNonUniformity numeric
@attribute log_sigma_1_0_mm_3D_firstorder_Kurtosis numeric
@attribute log_sigma_1_0_mm_3D_glcm_InverseVariance numeric
@attribute log_sigma_1_0_mm_3D_glrlm_LongRunEmphasis numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Kurtosis numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Skewness numeric
@attribute log_sigma_1_5_mm_3D_gldm_LargeDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_1_5_mm_3D_gldm_SmallDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_2_0_mm_3D_firstorder_Maximum numeric
@attribute log_sigma_2_0_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_2_0_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_2_5_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_2_5_mm_3D_gldm_SmallDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_2_5_mm_3D_glszm_ZoneEntropy numeric
@attribute log_sigma_3_0_mm_3D_firstorder_MeanAbsoluteDeviation numeric
@attribute log_sigma_3_0_mm_3D_glcm_Correlation numeric
@attribute log_sigma_3_0_mm_3D_gldm_LargeDependenceHighGrayLevelEmphasis numeric
@attribute log_sigma_3_0_mm_3D_glrlm_RunLengthNonUniformity numeric
@attribute log_sigma_3_5_mm_3D_firstorder_RootMeanSquared numeric
@attribute log_sigma_4_0_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glcm_Correlation numeric
@attribute log_sigma_4_5_mm_3D_glcm_Imc1 numeric
@attribute log_sigma_4_5_mm_3D_glcm_MCC numeric
@attribute log_sigma_4_5_mm_3D_glszm_HighGrayLevelZoneEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glszm_SmallAreaLowGrayLevelEmphasis numeric
@attribute log_sigma_4_5_mm_3D_glszm_ZoneEntropy numeric
@attribute log_sigma_5_0_mm_3D_firstorder_Variance numeric
@attribute log_sigma_5_0_mm_3D_glszm_SizeZoneNonUniformityNormalized numeric
@attribute log_sigma_5_0_mm_3D_ngtdm_Busyness numeric
@attribute wavelet_LLH_firstorder_Median numeric
@attribute wavelet_LLH_glcm_ClusterShade numeric
@attribute wavelet_LLH_glcm_Correlation numeric
@attribute wavelet_LLH_glcm_MaximumProbability numeric
@attribute wavelet_LLH_gldm_DependenceEntropy numeric
@attribute wavelet_LLH_gldm_LargeDependenceLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glrlm_GrayLevelNonUniformityNormalized numeric
@attribute wavelet_LLH_glrlm_ShortRunLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glszm_SmallAreaHighGrayLevelEmphasis numeric
@attribute wavelet_LHH_glrlm_LongRunHighGrayLevelEmphasis numeric
@attribute wavelet_HLL_firstorder_Median numeric
@attribute label {0,1}

@data
0.032387,0.634822,0.555103,0.350782,0.418807,0.801543,0.186043,0.049153,0.132522,0.297608,0.162093,0.17482,0.071953,0.68257,0.204856,0.821054,0.282719,0.284637,0.830699,0.228225,0.821622,0.337716,0.821622,0.248842,0.304167,0.431328,0.045058,0.413043,0.030791,0.925291,0.709305,0.226016,0.332523,0.332121,0.657078,0.988766,0.904489,0.052169,0.096656,0.674617,0
0.023899,0.330837,0.511239,0.398911,0.322182,0.694763,0.149704,0.079999,0.128918,0.388366,0.198113,0.301116,0.053747,0.612078,0.19748,0.77213,0.225909,0.281111,0.803342,0.254686,0.806096,0.360311,0.806096,0.218762,0.397321,0.478738,0.027773,0.413043,0.005553,0.900364,0.72451,0.222115,0.36359,0.278605,0.664152,0.988979,0.902391,0.346447,0.115732,0.67451,0
0.022778,0.27992,0.491312,0.526449,0.277788,0.526793,0.167515,0.010164,0.12035,0.297335,0.216123,0.245816,0.022686,0.628945,0.165722,0.795001,0.204577,0.341744,0.772344,0.115215,0.909045,0.177292,0.909045,0.248842,0.31552,0.604677,0.036998,0.389565,0.009462,0.899434,0.736717,0.184417,0.372152,0.246962,0.66945,0.990509,0.917687,0.058932,0.127932,0.691326,0
0.011385,0.169134,0.397051,0.683479,0.214871,0.444112,0.143112,0.0493,0.117175,0.314053,0.273756,0.381273,0.033231,0.687405,0.144494,0.655636,0.142619,0.374026,0.73514,0.291069,0.914501,0.139144,0.914501,0.260539,0.239718,0.708407,0.032125,0.26087,0.001259,0.895754,0.741461,0.243827,0.399643,0.246657,0.691156,0.989758,0.885136,0.208676,0.113643,0.679796,0
0.008878,0.250313,0.529706,0.435739,0.343382,0.426035,0.128024,0.122048,0.163221,0.617258,0.216123,0.55349,0.084187,0.487469,0.145625,0.470575,0.122382,0.550754,0.725563,0.243491,0.783409,0.341383,0.783409,0.238044,0.276749,0.734536,0.028276,0.339674,0.001349,0.907821,0.732918,0.306215,0.399582,0.288964,0.699631,0.988909,0.854075,0.057966,0.121321,0.671054,0
0.006474,0.466184,0.774719,0.126548,0.333062,0.586148,0.205076,0.078155,0.110738,0.27521,0.1756,0.086253,0.048092,0.489801,0.125213,0.826674,0.315686,0.193908,0.889617,0.015593,0.818027,0.357881,0.818027,0.143562,0.033472,0.31462,0.017708,0.295652,0.001066,0.949245,0.690215,0.118856,0.264507,0.145406,0.590863,0.988933,0.948933,0.208677,0.100705,0.771323,0
0.009025,0.34492,0.615815,0.361442,0.340869,0.673528,0.170832,0.094268,0.102209,0.369059,0.260457,0.199937,0.054483,0.557658,0.129805,0.830062,0.238679,0.223131,0.819067,0.206174,0.833116,0.307618,0.833116,0.218762,0.214743,0.478738,0.018011,0.413043,0.0042,0.926716,0.713237,0.112965,0.30881,0.138159,0.614953,0.988946,0.937155,0.375617,0.097079,0.73823,0
0.010317,0.183561,0.838897,0.233819,0.269852,0.35576,0.152215,0.043946,0.080982,0.534687,0.198113,0.376374,0.068528,0.380957,0.114425,0.764992,0.225639,0.23556,0.831896,0.175854,0.920963,0.161766,0.920963,0.275161,0.068456,0.550585,0.018945,0.161491,0.007603,0.938352,0.700733,0.185787,0.300757,0.090749,0.625948,0.988838,0.916352,0.262133,0.083598,0.727851,0
0.006258,0.211913,0.662274,0.282358,0.271728,0.464714,0.137196,0.070376,0.108234,0.410912,0.22813,0.310436,0.067177,0.461921,0.118566,0.726272,0.142445,0.212827,0.752625,0.30724,0.845007,0.251961,0.845007,0.283935,0.216541,0.636139,0.021064,0.152174,0.001091,0.924896,0.716437,0.173974,0.331554,0.208318,0.636517,0.989089,0.924706,0.320099,0.089896,0.697454,0
0.006987,0.29614,0.458568,0.372494,0.295427,0.472588,0.130918,0.12553,0.132025,0.358399,0.189927,0.222202,0.075408,0.44018,0.147861,0.7572,0.137072,0.119077,0.722428,0.271478,0.764391,0.390375,0.764391,0.289784,0.275592,0.354204,0.036333,0.621631,0.000931,0.892907,0.754444,0.239486,0.425797,0.258543,0.687155,0.989525,0.902684,0.205364,0.105258,0.652335,0
0.011858,0.202763,0.569326,0.43005,0.145268,0.392414,0.114074,0.06909,0.049732,0.500318,0.220626,0.415309,0.067789,0.46926,0.073453,0.547941,0.113009,0.306713,0.794752,0.294377,0.71172,0.443246,0.71172,0.289784,0.075813,0.708407,0.011082,0.295652,0.00105,0.882377,0.819031,0.303115,0.574825,0.189422,0.74671,0.992278,0.840867,0.350743,0.210691,0.707458,1
0.011193,0.082827,0.612437,0.505343,0.145999,0.383991,0.082088,0.107196,0.045719,0.748215,0.273756,0.617587,0.067162,0.666142,0.056323,0.457222,0.087505,0.321731,0.790501,0.254686,0.759328,0.37501,0.759328,0.231295,0.03125,0.31462,0.009329,0.608696,0.000995,0.909342,0.796525,0.368519,0.533955,0.267588,0.749441,0.992987,0.82479,0.016361,0.196807,0.708258,1
0.011703,0.021232,0.593823,0.69628,0.005057,0.247268,0.11815,0.069861,0.040049,0.586732,0.24494,0.63576,0.086589,0.552539,0.047763,0.322598,0.076833,0.600358,0.785529,0.287027,0.689445,0.432984,0.689445,0.287125,0.115133,0.659379,0.007217,0.192935,0.000887,0.919281,0.778442,0.370439,0.499384,0.198228,0.742888,0.99098,0.801018,0.296531,0.182844,0.758954,1
0.008094,0.110239,0.356597,0.674536,0.089556,0.17532,0.102105,0.07986,0.024015,0.536778,0.245788,0.563388,0.071979,0.609919,0.048943,0.354322,0.04779,0.232604,0.748534,0.306051,0.541468,0.56366,0.541468,0.292033,0.06451,0.734536,0.00804,0.154783,0.000382,0.91182,0.803731,0.324746,0.547385,0.266015,0.750666,0.990889,0.840295,0.313512,0.176205,0.735313,1
0.006281,0.512541,0.641206,0.236058,0.425083,0.482094,0.275677,0.091665,0.10065,0.387115,0.153087,0.368036,0.091423,0.317291,0.118704,0.744334,0.404449,0.338626,0.940782,0,0.846396,0.306681,0.846396,0.00709,0.739585,0.516481,0.014064,0.608696,0.000619,0.95727,0.696581,0.201839,0.293998,0.362044,0.630714,0.989189,0.948262,0.253921,0.104844,0.808962,1
0.007059,0.418036,0.753798,0.201909,0.371524,0.394284,0.264637,0.068274,0.086672,0.405365,0.144082,0.224673,0.076807,0.389359,0.11063,0.8686,0.395496,0.248441,0.923483,0.009096,0.90099,0.213934,0.90099,0.00709,0.833337,0.350261,0.016879,0.478261,0.000711,0.939907,0.715939,0.238255,0.34389,0.330041,0.659743,0.989097,0.939408,0.295624,0.110896,0.832977,1
0.006865,0.365144,0.680593,0.215449,0.299559,0.419849,0.241335,0.056997,0.085283,0.450285,0.139845,0.354481,0.077137,0.40195,0.112997,0.813304,0.341021,0.410869,0.886786,0.036384,0.90563,0.207287,0.90563,0.118496,0.656625,0.478738,0.018136,0.217391,0.001229,0.970338,0.678134,0.128223,0.240383,0.218423,0.602225,0.988752,0.959029,0.227225,0.096924,0.818739,1
0.007171,0.126648,0.688842,0.222133,0.154192,0.203799,0.196103,0.060374,0.077845,0.507319,0.172899,0.439884,0.086118,0.507562,0.100145,0.697556,0.236311,0.431831,0.834261,0.236494,0.890313,0.224232,0.890313,0.213749,0.340973,0.667601,0.015311,0.202899,0.004076,0.951698,0.703609,0.265895,0.328134,0.325025,0.662236,0.9887,0.909798,0.157956,0.083981,0.769323,1
0.006182,0.287949,0.555297,0.354791,0.180963,0.106139,0.195574,0.083557,0.076945,0.422984,0.269206,0.323972,0.116845,0.481477,0.120109,0.701088,0.202272,0.436254,0.779121,0.275476,0.785433,0.363016,0.785433,0.255222,0.371853,0.544972,0.013699,0.086957,0.001726,0.961415,0.692892,0.319877,0.32437,0.2754,0.666929,0.988835,0.873637,0.298937,0.117279,0.73884,1
0.008216,0.434361,0.586095,0.507248,0.387415,0.836455,0.154439,0.034892,0.126232,0.32339,0.188107,0.303973,0.057362,0.679039,0.138971,0.707086,0.211886,0.298345,0.833392,0.084895,0.793053,0.383955,0.793053,0.143562,0,0,0.016914,0.608696,0.007945,0.88601,0.754322,0.302169,0.430362,0.202249,0.691667,0.993634,0.86028,0.077339,0.191475,0.718664,1
0.047091,0.400575,0.770951,0.549618,0.344988,0.557235,0.128578,0.028239,0.136324,0.30323,0.224599,0.206015,0.02624,0.552708,0.15486,0.818049,0.203183,0.293025,0.802563,0.145535,0.85832,0.279095,0.85832,0.05583,0.056111,0.31462,0.035252,0.608696,0.003169,0.897155,0.742278,0.268257,0.398766,0.083013,0.674457,0.992474,0.853909,0.284859,0.212493,0.728334,1
0.013508,0.343597,0.709285,0.634205,0.471644,0.507358,0.149128,0.031968,0.14082,0.498777,0.224599,0.453189,0.061691,0.560907,0.104531,0.63916,0.15429,0.477015,0.799094,0.206174,0.861916,0.249085,0.861916,0.218762,0.382937,0.56863,0.020128,0.295652,0.008353,0.91743,0.729563,0.305985,0.387288,0.166469,0.690342,0.990141,0.8389,0.091135,0.201157,0.754811,1
0.009776,0.323046,0.66859,0.745612,0.384766,0.348652,0.129338,0.017198,0.122622,0.467597,0.253859,0.356484,0.051899,0.546677,0.100134,0.624705,0.13819,0.416855,0.780159,0.266814,0.83936,0.2565,0.83936,0.292033,0.160088,0.607597,0.013668,0.192935,0.001511,0.915328,0.744293,0.27248,0.40843,0.124974,0.685353,0.992357,0.857063,0.375749,0.195787,0.752058,1
0.014459,0.253205,0.560153,0.688452,0.271863,0.169285,0.143594,0.016599,0.115322,0.469738,0.216123,0.539309,0.04192,0.372418,0.110196,0.450459,0.117928,0.462861,0.764311,0.236494,0.813244,0.304253,0.813244,0.275161,0.083067,0.62924,0.018348,0.295652,0.001776,0.890483,0.776075,0.345971,0.489615,0.260916,0.736365,0.991509,0.828439,0.519082,0.216621,0.74379,1
0.01481,0.649829,0.737623,0.273862,0.484733,0.837347,0.156511,0.08105,0.086247,0.359821,0.23129,0.166526,0.062812,0.539096,0.096839,0.925356,0.25048,0.313912,0.870419,0.145535,0.894384,0.214648,0.894384,0.124066,0.350742,0.682701,0.019104,0.483478,0.002726,0.951994,0.701802,0.062413,0.271492,0.098764,0.600175,0.98872,0.949809,0.208676,0.097265,0.743471,0
0.010235,0.291325,0.797946,0.264582,0.478585,0.702393,0.162807,0.079762,0.115019,0.37912,0.220018,0.225207,0.057126,0.634041,0.083738,0.879953,0.239159,0.412021,0.856469,0.236494,0.939367,0.124624,0.939367,0.118496,0.468739,0.686502,0.013812,0.451248,0.004948,0.971171,0.681343,0.102661,0.239162,0.137105,0.600852,0.988659,0.952494,0.126696,0.112359,0.75306,0
0.013026,0.13175,0.822934,0.263606,0.340702,0.527427,0.1578,0.066623,0.098982,0.49403,0.274311,0.367855,0.048195,0.68727,0.079612,0.763282,0.214106,0.515584,0.851699,0.2235,0.964625,0.0753,0.964625,0.168629,0.370425,0.56863,0.017409,0.25732,0.004149,0.950247,0.703747,0.138028,0.292742,0.145636,0.626083,0.989489,0.924217,0.375617,0.086415,0.755108,0
0.013323,0.227206,0.813951,0.253495,0.316111,0.474916,0.170335,0.092964,0.084548,0.446628,0.220626,0.255059,0.069948,0.368795,0.086509,0.843124,0.225679,0.490135,0.821663,0.244763,0.874719,0.233709,0.874719,0.15706,0.332803,0.656,0.017386,0.217391,0.011964,0.966117,0.684167,0.153274,0.260023,0.09769,0.615532,0.988703,0.911743,0.125206,0.109114,0.758816,0
0.009579,0.493984,0.611287,0.366449,0.459141,0.49503,0.154536,0.071169,0.105508,0.283113,0.234134,0.117575,0.070681,0.447648,0.097127,0.917953,0.223846,0.368238,0.793363,0.244763,0.840114,0.274649,0.840114,0.297095,0.17699,0.582744,0.012697,0.054348,0.001711,0.93048,0.735544,0.168202,0.37151,0.201644,0.663008,0.989679,0.925211,0.097588,0.14929,0.71834,0
0.003545,0.434457,0.674227,0.103874,0.383929,0.733329,0.175653,0.100423,0.076533,0.413622,0.216123,0.309707,0.150148,0.028725,0.096827,0.761703,0.300995,0.182259,0.933882,0.047579,0.774796,0.423698,0.774796,0,0.938814,0.441729,0.010068,0.44898,0.000451,0.935233,0.726964,0.144097,0.343821,0.180407,0.616162,0.990274,0.959611,0.301386,0.092632,0.73989,0
0.002255,0.345515,0.771803,0.053719,0.401912,0.811076,0.173494,0.089356,0.105627,0.541281,0.243139,0.39528,0.044579,0.135524,0.117606,0.771299,0.286659,0.258912,0.923224,0.027823,0.962221,0.099067,0.962221,0.014888,0.594949,0.647036,0.024655,0.559783,0.000494,0.9373,0.721417,0.154124,0.337558,0.167191,0.62162,0.988732,0.930985,0.375617,0.082841,0.789361,0
0.003885,0.544932,0.733799,0.187031,0.594657,0.825031,0.153356,0.091378,0.09009,0.466578,0.255419,0.278952,0.059741,0.305951,0.092294,0.832723,0.25669,0.247207,0.896781,0.047579,0.925834,0.160749,0.925834,0.163059,0.353423,0.682701,0.014752,0.295652,0.002028,0.961537,0.694663,0.088929,0.268968,0.143714,0.596086,0.989127,0.942163,0.057966,0.088226,0.722416,0
0.002533,0.807255,0.869491,0.082727,0.634372,0.808896,0.15892,0.084272,0.088094,0.538478,0.262436,0.326929,0.052472,0.380957,0.087244,0.882137,0.234474,0.195064,0.865112,0.218302,0.961264,0.085306,0.961264,0.265038,0.06633,0.752806,0.016444,0.161491,0.004895,0.941416,0.714011,0.112716,0.313724,0.128507,0.619382,0.988784,0.927713,0.083471,0.083624,0.73541,0
0.002916,0.780705,0.715727,0.160115,0.539635,0.580326,0.155798,0.110301,0.086477,0.498137,0.266976,0.513063,0.097092,0.337156,0.099017,0.566787,0.171448,0.399974,0.811133,0.291069,0.894568,0.193875,0.894568,0.280035,0.226083,0.403039,0.020146,0.559783,0.004732,0.936113,0.720605,0.232642,0.356511,0.204845,0.655813,0.988877,0.899813,0.314271,0.098321,0.727584,0
0.007208,0.356416,0.664259,0.279825,0.382808,0.489583,0.12566,0.040968,0.078937,0.364754,0.262436,0.300962,0.042058,0.64054,0.116281,0.701359,0.131175,0.135102,0.771291,0.297133,0.890132,0.163552,0.890132,0.248842,0.166909,0.604677,0.021302,0.295652,0.000549,0.937455,0.699509,0.062331,0.281818,0.160689,0.592947,0.988843,0.969272,0.040818,0.089965,0.700316,1
0.011774,0.265128,0.550237,0.511279,0.206364,0.510874,0.113261,0.07679,0.090648,0.5313,0.265652,0.425881,0.038654,0.436565,0.125632,0.69841,0.131839,0.271457,0.757329,0.155109,0.930699,0.09938,0.930699,0.168629,0.349289,0.838304,0.025192,0.161491,0.000825,0.86936,0.757031,0.141867,0.411952,0.11157,0.668585,0.99079,0.896392,0.046688,0.11185,0.668741,1
0.011475,0.242716,0.428124,0.602918,0.271898,0.341886,0.108722,0.045726,0.111668,0.52294,0.269206,0.48771,0.040706,0.598646,0.111732,0.579811,0.092444,0.281783,0.726985,0.236494,0.91883,0.095863,0.91883,0.257099,0.161773,0.786307,0.025118,0.034474,0.000543,0.89656,0.762479,0.180931,0.432947,0.233966,0.688606,0.989528,0.902937,0.188053,0.094042,0.687132,1
0.010515,0.328914,0.490339,0.423798,0.313901,0.071013,0.10528,0.094937,0.059082,0.327092,0.268694,0.440074,0.088157,0.471714,0.108904,0.446509,0.071429,0.269028,0.684551,0.275476,0.72991,0.312041,0.72991,0.301481,0.152231,0.756252,0.021714,0.441739,0.000332,0.902602,0.754364,0.17208,0.418199,0.241143,0.682638,0.988974,0.881256,0.15837,0.114714,0.677933,1
0.005369,0.310619,0.769342,0.114606,0.267785,0.484098,0.159877,0.070771,0.117191,0.415275,0.20504,0.244168,0.044564,0.256652,0.141545,0.848422,0.249611,0.124914,0.885248,0.109151,0.911685,0.191065,0.911685,0.085074,0.500019,0.498661,0.020173,0.295652,0.000854,0.899216,0.731841,0.167191,0.356273,0.264984,0.637046,0.991564,0.947584,0.035659,0.107287,0.715883,0
0.006025,0.188494,0.784061,0.158417,0.224153,0.340385,0.149653,0.068089,0.101514,0.566587,0.216123,0.361876,0.037115,0.267979,0.130132,0.772229,0.197367,0.183633,0.835567,0.254686,0.922657,0.153265,0.922657,0.280035,0.277954,0.276854,0.024597,0.119565,0.00969,0.897719,0.736498,0.166191,0.366865,0.207826,0.643436,0.991492,0.932599,0.284031,0.111684,0.706254,0
0.005793,0.323273,0.747683,0.191315,0.433132,0.364772,0.152307,0.115272,0.108812,0.683496,0.236707,0.478142,0.074169,0.523682,0.120188,0.791803,0.19575,0.228997,0.823305,0.246601,0.997337,0,0.997337,0.095708,0.339258,0.716582,0.025533,0.217391,0.002163,0.942082,0.707373,0.217587,0.324486,0.245367,0.645132,0.988722,0.914165,0.018839,0.106174,0.738672,0
0.004731,0.147261,0.756795,0.172584,0.145486,0.234543,0.169767,0.082283,0.073942,0.457579,0.253859,0.414533,0.039028,0.614785,0.098043,0.681279,0.149427,0.275593,0.78916,0.206174,0.92077,0.125891,0.92077,0.202051,0.003401,0.184041,0.019694,0.339674,0.000941,0.956051,0.695741,0.213395,0.299744,0.284367,0.63054,0.988687,0.930429,0.239978,0.089313,0.782176,0
0.002367,0.159002,0.517765,0.331129,0.330216,0.362173,0.140906,0.0688,0.130919,0.431933,0.266976,0.41444,0.058295,0.47087,0.105041,0.597306,0.113047,0.17651,0.761081,0.275476,0.935874,0.084716,0.935874,0.211049,0.295503,0.734536,0.019014,0.144928,0.000714,0.918155,0.742869,0.263294,0.40968,0.293215,0.67705,0.989638,0.898748,0.425178,0.083102,0.690107,0
0.009743,0.270579,0.49338,0.35241,0.288018,0.311286,0.107321,0.122886,0.079149,0.62933,0.245788,0.560898,0.077562,0.375023,0.07963,0.521898,0.110709,0.300396,0.771875,0.271478,0.693722,0.432415,0.693722,0.283935,0.101794,0.604677,0.011713,0.434783,0.000466,0.913199,0.783723,0.235572,0.489777,0.222306,0.71036,0.989906,0.864024,0.01739,0.089586,0.740074,1
0.01093,0.200713,0.424603,0.480266,0.138998,0.326812,0.1138,0.078791,0.091144,0.542852,0.27757,0.550874,0.099292,0.561478,0.092035,0.432837,0.088888,0.417429,0.75528,0.292802,0.800671,0.303303,0.800671,0.283935,0.034607,0.667601,0.013401,0.062259,0.000764,0.873335,0.822758,0.266296,0.577986,0.303982,0.755354,0.991632,0.872689,0.443867,0.102992,0.721962,1
0.009333,0.202297,0.506563,0.471127,0.228101,0.299062,0.093225,0.054587,0.081565,0.576545,0.263323,0.510174,0.03529,0.543692,0.094477,0.43189,0.079302,0.418538,0.722973,0.291069,0.695018,0.432886,0.695018,0.292033,0.207216,0.471835,0.017807,0.266304,0.000561,0.911621,0.751748,0.226664,0.419452,0.237058,0.688847,0.989638,0.882676,0.35037,0.115745,0.694422,1
0.006324,0.1315,0.411252,0.651909,0.126326,0.313224,0.075872,0.107462,0.070275,0.580769,0.276545,0.62171,0.085282,0.360853,0.090747,0.242985,0.047456,0.336936,0.697988,0.299466,0.577324,0.525535,0.577324,0.297095,0.106144,0.850361,0.01723,0.014493,0.000343,0.902001,0.77305,0.186022,0.461504,0.174043,0.703167,0.989211,0.878219,0.212935,0.097579,0.6775,1
0.008879,0.204606,0.238493,0.510129,0.237744,0.162282,0.051803,0.12864,0.068608,0.822266,0.271792,0.927702,0.119399,0.560907,0.102559,0.013725,0.012076,0.275181,0.658207,0.281974,0.560984,0.557765,0.560984,0.292033,0.138197,0.63773,0.023357,0.062259,0.000276,0.856607,0.813606,0.299828,0.565264,0.308287,0.746651,0.992004,0.868712,0.26793,0.096731,0.594774,1
0.007991,0.986759,0.480383,0.595542,0.640293,0.918567,0.16201,0.095969,0.105078,0.037792,0.243139,0.061006,0.056916,0.501872,0.152217,0.811342,0.257591,0.264922,0.853432,0.054576,0.749945,0.458881,0.749945,0.143562,0,0,0.01938,1,0.001807,0.923873,0.734762,0.205954,0.373509,0.202518,0.653983,0.990225,0.888404,0.14953,0.160945,0.670488,0
0.006116,0.521123,0.622805,0.568586,0.57058,0.771494,0.142695,0.035468,0.129691,0.320203,0.260457,0.237172,0.054632,0.439595,0.131915,0.788377,0.22327,0.275782,0.819523,0.145535,0.784027,0.394345,0.784027,0.143562,0,0,0.016845,1,0.009771,0.907661,0.745337,0.197152,0.392366,0.119641,0.663849,0.991182,0.87725,0.148547,0.177134,0.688401,0
0.007605,0.427776,0.704193,0.596521,0.51055,0.467199,0.124789,0.060942,0.101295,0.401938,0.262436,0.344021,0.064116,0.594513,0.122477,0.688086,0.175708,0.338499,0.802799,0.187516,0.860959,0.252013,0.860959,0.241043,0.27936,0.682701,0.017926,0.217391,0.005282,0.917501,0.747315,0.227094,0.40394,0.119595,0.67732,0.990775,0.851208,0.500823,0.187748,0.722619,0
0.00943,0.412657,0.709211,0.577336,0.482812,0.560918,0.135618,0.067732,0.111035,0.345028,0.222673,0.309142,0.08026,0.512417,0.115622,0.761577,0.198587,0.403467,0.812255,0.125322,0.812243,0.335728,0.812243,0.099696,0.130156,0.62924,0.017257,0.706522,0.010011,0.916505,0.747462,0.243264,0.409256,0.117166,0.68074,0.99124,0.850509,0.125522,0.176252,0.737821,0
0.005939,0.21467,0.446146,0.666896,0.250603,0.258408,0.102531,0.084592,0.109936,0.483971,0.276158,0.541784,0.123518,0.528624,0.101694,0.439437,0.090019,0.343781,0.751573,0.266814,0.756758,0.389867,0.756758,0.268895,0.210071,0.515492,0.017941,0.388789,0.001842,0.881788,0.787009,0.251112,0.494274,0.187116,0.711958,0.996263,0.866156,0.33091,0.192714,0.705064,0
0.009692,0.157361,0.894377,0.033478,0.288345,0.494192,0.124771,0.161221,0.112143,0.747023,0.240137,0.484615,0.120005,0.176607,0.096802,0.718543,0.199696,0.171307,0.861573,0.004043,0.851069,0.285735,0.851069,0.038283,0.402676,0.415905,0.022214,0.608696,0.001431,0.990077,0.702118,0.759659,0.462782,0.542384,0.784733,0.988917,0.779204,0.085177,0.031116,0.717313,0
0.009358,0.25205,0.900043,0.01496,0.252235,0.456621,0.155082,0.079079,0.109829,0.614256,0.220626,0.356358,0.096427,0.50385,0.110481,0.850944,0.240682,0.106068,0.866626,0.171523,0.905694,0.192727,0.905694,0.108469,0.700622,0.580926,0.023206,0.347826,0.002658,0.993537,0.685311,0.879505,0.472767,0.545656,0.818115,0.989237,0.735145,0.077355,0.035126,0.76462,0
0.010917,0.24363,0.942397,0.067734,0.214999,0.344094,0.143519,0.118523,0.085155,0.870772,0.210978,0.68421,0.075567,0.501872,0.103514,0.542689,0.1571,0.411389,0.828365,0.109151,0.83871,0.291002,0.83871,0.108469,0.202778,0.290057,0.023633,1,0.009041,0.991156,0.674564,0.967483,0.482891,0.537095,0.844279,0.989201,0.707496,0.221379,0.048807,0.795654,0
0.004069,0.127673,0.880642,0.072368,0.098374,0.352964,0.124956,0.085844,0.063682,0.706486,0.253859,0.559764,0.071692,0.685258,0.095974,0.674252,0.146959,0.204956,0.803048,0.236494,0.83965,0.284973,0.83965,0.143562,0.013895,0.31462,0.020212,0.413043,0.003439,0.997685,0.661064,0.86413,0.43145,0.545039,0.79672,0.9887,0.743159,0.100541,0.047288,0.791723,0
0.023298,0.268775,0.771094,0.124526,0.284516,0.157162,0.085286,0.112565,0.098412,0.807925,0.22813,0.727949,0.068257,0.517544,0.118272,0.336568,0.075157,0.413129,0.737812,0.291069,0.725176,0.411154,0.725176,0.231295,0.132813,0.31462,0.028723,0.706522,0.001029,0.979668,0.725251,0.923194,0.544459,0.513679,0.845765,0.988779,0.702462,0.203916,0.044162,0.623029,0
0.00659,0.244894,0.670891,0.159061,0.210737,0.267402,0.190825,0.147442,0.079959,0.402062,0.220626,0.263922,0.107487,0.506749,0.116753,0.743025,0.267448,0.280715,0.84935,0.206174,0.721592,0.496573,0.721592,0.248842,0.3,0.116708,0.01193,1,0.003346,0.940216,0.705292,0.116653,0.291756,0.230302,0.60477,0.989892,0.961895,0.227225,0.112077,0.746237,1
0.005747,0.090018,0.620968,0.233703,0.051435,0.236375,0.172394,0.096414,0.064831,0.551428,0.262436,0.495529,0.083598,0.389359,0.107445,0.62956,0.200238,0.31399,0.828262,0.249488,0.858382,0.271578,0.858382,0.211049,0.419267,0.589327,0.014152,0.608696,0.003009,0.930444,0.714832,0.137178,0.316163,0.190009,0.622719,0.989714,0.949239,0.208677,0.12156,0.756068,1
0.008427,0.111862,0.699751,0.258506,0.132326,0.151741,0.16314,0.102207,0.060938,0.608388,0.270154,0.55526,0.084876,0.402076,0.08441,0.595251,0.203563,0.440091,0.833042,0.261301,0.880716,0.229977,0.880716,0.187429,0.497664,0.756862,0.011583,0.144928,0.006327,0.937837,0.7093,0.13099,0.302511,0.197893,0.620687,0.989786,0.945487,0.189354,0.113741,0.803894,1
