@relation Dataset_T2_40d_REL_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wavelet_HLL_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_Imc2 numeric
@attribute original_ngtdm_Coarseness numeric
@attribute wavelet_HLL_glrlm_LongRunEmphasis numeric
@attribute wavelet_HLL_glcm_Correlation numeric
@attribute wavelet_HLL_glrlm_ShortRunEmphasis numeric
@attribute original_glszm_LowGrayLevelZoneEmphasis numeric
@attribute wavelet_HLL_glcm_InverseVariance numeric
@attribute original_glszm_SizeZoneNonUniformityNormalized numeric
@attribute wavelet_LLH_glcm_Correlation numeric
@attribute wavelet_HLL_glcm_DifferenceAverage numeric
@attribute wavelet_LLH_glcm_InverseVariance numeric
@attribute wavelet_HLL_glrlm_RunEntropy numeric
@attribute wavelet_HLL_glrlm_RunVariance numeric
@attribute wavelet_LLH_glrlm_RunEntropy numeric
@attribute wavelet_LLH_glcm_Imc2 numeric
@attribute wavelet_HLL_glcm_Contrast numeric
@attribute wavelet_LLH_glcm_MCC numeric
@attribute wavelet_HLL_glcm_MCC numeric
@attribute wavelet_HLL_gldm_LargeDependenceEmphasis numeric
@attribute wavelet_HLL_glrlm_RunPercentage numeric
@attribute wavelet_HLL_glrlm_RunLengthNonUniformityNormalized numeric
@attribute wavelet_HLL_glcm_ClusterTendency numeric
@attribute log_sigma_2_0_mm_3D_firstorder_Skewness numeric
@attribute wavelet_LLH_gldm_LargeDependenceEmphasis numeric
@attribute wavelet_LLH_gldm_DependenceNonUniformityNormalized numeric
@attribute log_sigma_2_5_mm_3D_firstorder_Skewness numeric
@attribute wavelet_LLH_glrlm_RunPercentage numeric
@attribute wavelet_LLH_gldm_DependenceVariance numeric
@attribute wavelet_LLL_glrlm_ShortRunLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glrlm_RunLengthNonUniformityNormalized numeric
@attribute wavelet_HLL_gldm_SmallDependenceEmphasis numeric
@attribute wavelet_HHL_glrlm_LongRunEmphasis numeric
@attribute log_sigma_2_0_mm_3D_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_DifferenceEntropy numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Skewness numeric
@attribute original_glcm_Correlation numeric
@attribute wavelet_HHL_glrlm_LongRunHighGrayLevelEmphasis numeric
@attribute wavelet_HLL_firstorder_RobustMeanAbsoluteDeviation numeric
@attribute original_glcm_MCC numeric
@attribute label {0,1}

@data
0.612238,0.634405,1,0.299629,0.652217,0.430651,1,0.360705,1,0.183566,0.360488,0.803536,0.576071,0.282126,0.12462,0.095019,0.360241,0.09048,0.523886,0.600205,0.378131,0.329024,0.504365,0.598405,0.26217,0.586228,0.60563,0.654347,0.253428,0.573208,0.576713,0.409079,0.157769,0.121417,0.499481,0.455757,1,0.186686,0.107017,1,0
0.634782,0.614292,1,0.298582,0.634955,0.443116,1,0.3732,1,0.162773,0.372977,0.823016,0.574755,0.285888,0.138913,0.124582,0.372721,0.122791,0.506221,0.596827,0.380578,0.347086,0.483405,0.664505,0.267523,0.489898,0.663701,0.658188,0.323434,0.453056,0.6033,0.391914,0.151166,0.12018,0.512603,0.563229,1,0.176726,0.110131,1,0
0.582698,0.655193,0,0.382522,0.671575,0.394965,0.409894,0.336046,0.273273,0.097177,0.335844,0.90226,0.629989,0.366195,0.094158,0.042634,0.335614,0.042128,0.543694,0.652329,0.327302,0.289818,0.50892,0.437853,0.207729,0.686466,0.410416,0.70178,0.163451,0.524937,0.638886,0.283726,0.218041,0.305114,0.470997,0.395422,0.025606,0.245943,0.113939,0.02575,0
0.443197,0.741335,0,0.517081,0.752084,0.298886,0.213193,0.259711,0.300189,0.166317,0.259555,0.830074,0.693504,0.474914,0.137268,0.143874,0.259377,0.14034,0.626082,0.719034,0.264645,0.22719,0.575273,0.669424,0.265709,0.486669,0.537098,0.65824,0.309475,0.478315,0.609866,0.269854,0.217729,0.19877,0.366329,0.724521,0.22066,0.26465,0.196392,0.220559,0
0.514567,0.696833,0,0.415594,0.710364,0.328941,0.203358,0.302124,0.106126,0.154649,0.301942,0.840323,0.652668,0.367675,0.132676,0.082162,0.301736,0.081636,0.583389,0.670316,0.307248,0.262963,0.54616,0.768496,0.252465,0.535494,0.694637,0.667684,0.272849,0.473941,0.606463,0.218454,0.18826,0.311203,0.422826,0.746361,0.277341,0.220815,0.181436,0.277247,0
0.47902,0.720913,0,0.449447,0.732401,0.296641,0.241293,0.282045,0.154624,0.130204,0.281875,0.874349,0.678102,0.391537,0.119708,0.125064,0.281682,0.124993,0.60594,0.697797,0.282536,0.234242,0.565415,0.533688,0.222538,0.643171,0.552197,0.68709,0.175594,0.528832,0.638302,0.265262,0.166644,0.696568,0.3968,0.456851,0.143292,0.191895,0.146157,0.143182,0
0.641632,0.571908,0.000001,0.398093,0.566654,0.495626,0.557421,0.42288,0.454955,0.162553,0.440421,0.84549,0.580395,0.455817,0.17193,0.061977,0.460442,0.069748,0.506539,0.564134,0.413682,0.386292,0.470736,0.342081,0.256845,0.698498,0.397525,0.65216,0.195567,0.65174,0.606847,0.3622,0.191959,0.567662,0.625635,0.203666,0.10771,0.210242,0.146866,0.107726,0
0.427225,0.747801,0,0.436291,0.56216,0.498271,0.213193,0.341416,0.111778,0.14922,0.45196,0.852418,0.70947,0.484253,0.124874,0.148919,0.578133,0.150283,0.751804,0.597796,0.393213,0.375471,0.686098,0.166158,0.23902,0.590176,0.158999,0.67945,0.251109,0.41319,0.626305,0.422126,0.207009,0.251965,0.842582,0.093403,0.20013,0.236439,0.209023,0.20079,0
0.42359,0.761561,0,0.471202,0.618414,0.388866,0.195311,0.319745,0.045045,0.15672,0.398108,0.845958,0.765152,0.477311,0.168092,0.0643,0.48755,0.060573,0.820329,0.657258,0.323972,0.300708,0.663929,0.5354,0.271836,0.633164,0.625158,0.638094,0.212214,0.27908,0.58444,0.318852,0.200965,0.117049,0.736629,0.290084,0.299982,0.221852,0.179664,0.299891,0
0.488698,0.707398,0.000001,0.430878,0.58519,0.406617,0.557421,0.367661,0.454955,0.144175,0.433933,0.859695,0.710131,0.442834,0.169063,0.047644,0.509575,0.046598,0.816737,0.62062,0.353634,0.321204,0.61198,0.37236,0.269446,0.716446,0.415879,0.636782,0.183808,0.333229,0.571657,0.304366,0.24761,0.267238,0.750799,0.215913,0.000067,0.266281,0.164359,0.000028,0
0.531189,0.681359,0,0.434955,0.597582,0.404704,0.557421,0.369938,0.454955,0.165447,0.418656,0.842411,0.713815,0.443299,0.188606,0.071523,0.474262,0.070295,0.734522,0.63238,0.34385,0.313614,0.57773,0.202856,0.27985,0.794623,0.240408,0.617965,0.129165,0.389575,0.570656,0.314946,0.2755,0.429697,0.698988,0.102369,0.0513,0.319197,0.153977,0.051348,0
0.511965,0.69463,1,0.437737,0.599611,0.442266,1,0.357511,1,0.163158,0.413336,0.832787,0.711295,0.463976,0.165398,0.073808,0.477054,0.069263,0.72751,0.631186,0.351425,0.332818,0.590481,0.343798,0.27859,0.646215,0.429024,0.629082,0.200136,0.354227,0.589594,0.441953,0.208687,0.169374,0.708029,0.172993,1,0.216969,0.151846,1,0
0.443489,0.75048,0,0.420176,0.616724,0.406168,0.291873,0.330889,0.127928,0.203139,0.403235,0.775819,0.740118,0.422913,0.16965,0.12757,0.48581,0.112284,0.806678,0.639349,0.341372,0.303605,0.654147,0.458881,0.319206,0.56342,0.51538,0.595253,0.273976,0.254192,0.556879,0.327627,0.252298,0.309902,0.732958,0.286348,0.414895,0.29599,0.172992,0.414819,0
0.682679,0.565092,1,0.349327,0.59339,0.478369,1,0.405961,1,0.126765,0.405717,0.857593,0.555285,0.381298,0.128679,0.074775,0.405439,0.069358,0.463686,0.595823,0.385415,0.349416,0.438612,0.744838,0.255907,0.565905,0.698911,0.658905,0.236829,0.873288,0.594854,0.449161,0.152086,0.269892,0.542604,0.625516,1,0.188412,0.079166,1,0
0.776959,0.465849,1,0.237684,0.507857,0.574156,1,0.504422,1,0,0.504119,0.999203,0.483302,0.257248,0.011673,0.055239,0.503774,0.048541,0.376158,0.499737,0.477382,0.443252,0.396783,0.521014,0.141979,0.756439,0.576107,0.767842,0.110209,0.768091,0.703267,0.438389,0.140934,0.254682,0.628448,0.338127,1,0.170514,0.062002,1,0
0.692796,0.556603,1,0.320064,0.585517,0.43425,1,0.420532,1,0.08913,0.42028,0.907003,0.582762,0.302073,0.12571,0.022038,0.419992,0.016611,0.45563,0.596714,0.376999,0.326984,0.443797,0.576186,0.233509,0.681655,0.636565,0.674105,0.169218,0.897067,0.62009,0.325385,0.120285,0.538077,0.556581,0.452797,1,0.137049,0.061858,1,0
0.691792,0.505829,1,0.489633,0.548722,0.514124,1,0.449068,1,0.058749,0.448798,0.939296,0.559847,0.578641,0.116901,0,0.448491,0,0.417976,0.585439,0.395069,0.381048,0.404218,0.253442,0.216849,0.71213,0.348992,0.689712,0.149399,1,0.65652,0.375758,0.178953,0.411615,0.550689,0.107293,1,0.201978,0.081181,1,0
0.744314,0.488686,1,0.317007,0.529292,0.54454,1,0.472379,1,0.084077,0.472096,0.909071,0.530219,0.348602,0.096012,0.045438,0.471772,0.035178,0.398092,0.552823,0.426795,0.402816,0.396272,0.316859,0.22223,0.768665,0.375629,0.676544,0.097615,0.99343,0.634411,0.433758,0.148526,0.232716,0.594445,0.193374,1,0.179824,0.069024,1,0
0.382812,0.779997,0,0.397643,0.585348,0.456933,0.151723,0.317851,0.004536,0.279432,0.426755,0.700787,0.709627,0.402029,0.229078,0.193679,0.551056,0.197276,0.871075,0.596344,0.386007,0.367834,0.698483,0.521933,0.346274,0.483051,0.448305,0.578422,0.364061,0.265165,0.52467,0.363595,0.290909,0.294002,0.817624,0.47179,0.362699,0.304571,0.286981,0.362616,1
0.174672,0.915821,0,0.53438,0.581686,0.365073,0.188605,0.232581,0.046171,0.328972,0.437691,0.661912,0.850087,0.540205,0.31231,0.249175,0.700935,0.252464,0.944982,0.656718,0.330134,0.292404,1,0.406587,0.408184,0.309816,0.35293,0.536902,0.545423,0.253403,0.490558,0.490848,0.307497,0.430319,0.967507,0.346607,0.529976,0.332963,0.342862,0.529915,1
0.421424,0.763699,0,0.475458,0.770635,0.212265,0.1591,0.247633,0.062523,0.276048,0.247485,0.719674,0.706935,0.385961,0.266924,0.194102,0.247315,0.193506,0.645066,0.719646,0.2533,0.219819,0.600965,0.449832,0.352766,0.473015,0.493276,0.568565,0.342597,0.268199,0.5214,0.195051,0.342813,0.663023,0.355915,0.315376,0.507293,0.368553,0.271969,0.507229,1
0.512766,0.701146,0,0.41221,0.71487,0.29345,0.148886,0.28345,0.045365,0.295501,0.28328,0.679352,0.652293,0.347821,0.280109,0.205123,0.283086,0.215178,0.588,0.683291,0.290452,0.257585,0.522604,0.424997,0.383017,0.541756,0.404328,0.541002,0.377136,0.262189,0.51849,0.236654,0.434271,0.516636,0.40614,0.346484,0.475533,0.492946,0.236225,0.475465,1
0.591687,0.636868,1,0.34405,0.656486,0.358247,1,0.359444,1,0.182315,0.359228,0.815003,0.586792,0.310457,0.132762,0.094868,0.358982,0.089086,0.528254,0.606554,0.365697,0.303895,0.512644,0.863742,0.250206,0.744898,0.970998,0.652024,0.142132,0.794015,0.574456,0.35552,0.18947,0.721413,0.48655,0.649544,1,0.209778,0.095895,1,1
0.634077,0.601516,1,0.363098,0.62582,0.419466,1,0.381023,1,0.178742,0.380794,0.808292,0.594742,0.354187,0.182053,0.084365,0.380533,0.085434,0.496873,0.613081,0.363566,0.325933,0.474461,0.668207,0.290387,0.608082,0.783599,0.621691,0.239559,0.828604,0.555983,0.328288,0.18524,0.72818,0.511187,0.448401,1,0.195526,0.105249,1,1
0.457343,0.704137,1,0.666678,0.71328,0.344369,1,0.299035,1,0.158,0.303499,0.847571,0.731236,0.706462,0.168802,0.10333,0.308594,0.104661,0.600157,0.715419,0.271513,0.247466,0.568007,0.625202,0.264243,0.743326,0.724467,0.637223,0.145908,0.8666,0.583739,0.244995,0.263082,0.644091,0.416239,0.430283,1,0.254108,0.167456,1,1
0.451511,0.713391,0,0.609848,0.689114,0.324851,0.557421,0.30179,0.454955,0.165396,0.32217,0.823434,0.733347,0.634192,0.184342,0.06647,0.345433,0.070238,0.679077,0.696236,0.285365,0.251922,0.577844,0.457374,0.287439,0.637774,0.616005,0.622227,0.220177,0.801409,0.570995,0.190807,0.243264,0.94381,0.496201,0.264255,0.087201,0.266844,0.153538,0.087207,1
0.575145,0.654808,0,0.36745,0.672425,0.350934,0.557421,0.333877,0.454955,0.221213,0.333677,0.761366,0.625618,0.328135,0.205304,0.134669,0.333448,0.13242,0.544565,0.644277,0.329439,0.283138,0.50664,0.142648,0.317788,0.562256,0.332792,0.597004,0.275618,0.429931,0.531451,0.369924,0.209795,0.86555,0.463638,0.057529,0.141021,0.221751,0.119241,0.14105,1
0.467457,0.730885,0,0.265223,0.741478,0.471057,0.195311,0.268777,0.063063,0.200894,0.268616,0.769279,0.52975,0.247305,0,0.205858,0.268432,0.212232,0.615229,0.577937,0.414394,0.36679,0.564196,0.627193,0.184201,0.482013,0.74339,0.750588,0.32286,0.325033,0.6849,0.567354,0.10352,0.635053,0.383288,0.512936,0.499652,0.12971,0.192941,0.499588,1
0.456456,0.732361,0,0.498239,0.743812,0.299631,0.262368,0.268579,0.091592,0.109831,0.268418,0.897929,0.66631,0.486098,0.07552,0.071677,0.268234,0.07919,0.617617,0.696234,0.285728,0.242386,0.569782,0.509416,0.187908,0.76075,0.650282,0.721005,0.143432,0.292451,0.652358,0.274291,0.165204,0.625795,0.377046,0.305381,0.227667,0.213702,0.14961,0.227567,1
0.42878,0.753633,0,0.496953,0.763394,0.329449,0.262368,0.244009,0.061311,0.139296,0.243863,0.87016,0.680741,0.479491,0.097323,0.066236,0.243696,0.079785,0.637655,0.704628,0.28243,0.249979,0.573513,0.591122,0.204563,0.596943,0.692138,0.718917,0.260224,0.238702,0.657465,0.290502,0.224362,0.636851,0.349406,0.411711,0.512097,0.224668,0.190821,0.512034,1
0.93169,0.014469,0,0,0.103094,0.967765,0.409894,0.880613,0.273273,0.845214,0.880085,0.045562,0.02186,0.015953,0.667568,0.833835,0.879482,0.827566,0.009162,0.053251,0.940227,0.95036,0.060259,0.69584,0.833112,0,0.661741,0.16599,1,0.565199,0.17263,0.940259,0.514813,1,0.743782,0.529341,0.186027,0.534624,0.627944,0.186362,1
0.931532,0.054047,1,0.078621,0.018901,0.942064,1,0.980723,1,0.825102,0.980135,0.181808,0.052051,0.083565,0.814697,0.82608,0.979463,0.805161,0.040039,0.051908,0.930149,0.941848,0.014518,0.493326,0.852777,0.133407,0.543176,0.114554,0.731086,0.935702,0.09198,0.765421,0.873499,0.468797,0.749069,0.371175,1,0.860125,0.498517,1,1
0.918843,0.039367,1,0.085841,0.037563,0.901316,1,0.962852,1,0.759202,0.962275,0.246082,0.075685,0.066567,0.747675,0.756605,0.961615,0.731747,0.029588,0.072943,0.906924,0.912022,0.029415,0.267049,0.797815,0.173556,0.36002,0.157907,0.654823,0.903444,0.111726,0.718722,0.743979,0.516721,0.739314,0.134461,1,0.735916,0.474901,1,1
0.892137,0.075018,1,0.125595,0.03321,0.887957,1,0.972263,1,0.855057,0.971679,0.15621,0.085821,0.103556,0.867449,0.856884,0.971013,0.838532,0.060645,0.069301,0.907563,0.900986,0.031508,0.204221,0.891934,0.147995,0.255717,0.075016,0.710704,0.828524,0.050987,0.731965,0.838014,0.325562,0.719739,0.107701,1,0.837757,0.454874,1,1
0.925131,0.036603,1,0.095806,0.033425,0.915163,1,0.966969,1,0.733345,0.966389,0.271214,0.070409,0.085964,0.701892,0.731095,0.965726,0.702943,0.026836,0.063691,0.915102,0.923138,0.026368,0.203323,0.766424,0.181189,0.278429,0.18638,0.639863,0.831252,0.149278,0.723714,0.86948,0.369403,0.744216,0.055649,1,0.897744,0.462546,1,1
0.484251,0.710664,0,0.61824,0.669512,0.356272,0.195311,0.316134,0.135135,0.247697,0.343406,0.74337,0.773666,0.666511,0.285694,0.170623,0.374533,0.161923,0.671987,0.718584,0.265258,0.248746,0.581238,0.444758,0.374107,0.732431,0.521418,0.521623,0.162072,0.591588,0.474766,0.33392,0.268809,0.404393,0.556227,0.339219,0.29691,0.291007,0.17659,0.296819,1
0.585488,0.613949,1,0.602206,0.61721,0.442756,1,0.377865,1,0.178496,0.388679,0.815523,0.676427,0.705407,0.225126,0.090861,0.401022,0.084832,0.61886,0.663201,0.321192,0.318866,0.492039,0.468651,0.316073,0.702327,0.488766,0.58177,0.150116,0.903904,0.53386,0.373963,0.227091,0.410448,0.546467,0.313792,1,0.236554,0.114746,1,1
0.72033,0.49979,1,0.432171,0.540417,0.521833,1,0.46187,1,0.271928,0.461593,0.725033,0.54963,0.522622,0.331176,0.186376,0.461277,0.188916,0.409478,0.569092,0.407482,0.394061,0.405385,0.198942,0.393794,0.629514,0.208263,0.51782,0.289139,0.893322,0.480706,0.307018,0.196399,0.431881,0.576393,0.144886,1,0.212718,0.078012,1,1
0.549493,0.670324,0,0.455934,0.686646,0.306373,0.155076,0.324362,0.067568,0.061264,0.324167,0.948955,0.670334,0.425694,0.128364,0.116269,0.323945,0.127332,0.559118,0.679223,0.293235,0.255218,0.526031,0.51208,0.196741,0.766619,0.569514,0.713872,0.162631,0.272691,0.676575,0.209052,0.284313,0.398263,0.448656,0.349754,0.481057,0.315922,0.16401,0.48099,0
0.489188,0.711436,0,0.539098,0.724532,0.219435,0.151723,0.285233,0.084022,0.091592,0.285062,0.91868,0.720614,0.478503,0.16899,0.107927,0.284867,0.11937,0.597888,0.732548,0.238796,0.202619,0.551132,0.539083,0.23162,0.818058,0.556189,0.67296,0.146083,0.282197,0.635841,0.14575,0.367186,0.402173,0.400039,0.357164,0.296342,0.379633,0.173579,0.296251,0
0.273458,0.850787,0,0.759649,0.707406,0.267169,0.178067,0.228442,0.087884,0.13865,0.306049,0.864993,0.882447,0.793363,0.19938,0.051607,0.394628,0.063944,0.882562,0.776368,0.212454,0.184693,0.737838,0.257765,0.273018,0.830444,0.386054,0.628535,0.15214,0.29823,0.574167,0.187497,0.292315,0.678707,0.612557,0.060849,0.138712,0.317542,0.192573,0.138889,0
0.29898,0.83356,0,0.631507,0.658943,0.297802,0.151723,0.26172,0.080236,0.119514,0.35557,0.884362,0.85485,0.633043,0.181814,0.098191,0.46269,0.09845,0.919276,0.731806,0.249263,0.217191,0.736647,0.240765,0.261413,0.732641,0.324021,0.641593,0.155221,0.265262,0.590612,0.227712,0.304372,0.395586,0.704977,0.078632,0.293764,0.33523,0.177239,0.293673,0
0.346002,0.81125,0,0.493447,0.589454,0.377907,0.150248,0.314862,0.093045,0.188745,0.433785,0.811746,0.790756,0.51597,0.188932,0.124886,0.569522,0.113661,0.906175,0.659006,0.317181,0.28904,0.74408,0.2902,0.298727,0.770149,0.338124,0.592333,0.090754,0.315097,0.548857,0.250281,0.29683,0.58194,0.843912,0.158512,0.461055,0.317081,0.18208,0.460985,0
0.458382,0.748451,0,0.520589,0.75623,0.410593,0.291873,0.245214,0.215135,0.41277,0.245067,0.578947,0.724395,0.505806,0.410991,0.341766,0.244899,0.345816,0.630325,0.758718,0.245249,0.236639,0.557315,0.610701,0.48665,0.346365,0.528138,0.4535,0.536708,0.522183,0.414033,0.505819,0.089928,0,0.365744,0.614753,0.524724,0.147042,0.058661,0.524663,0
0.145871,0.931636,0,0.963099,0.928437,0.240993,0.291873,0.090736,0.215135,0.438426,0.090682,0.549025,0.897983,1,0.46208,0.369782,0.090619,0.374398,0.806549,0.935008,0.081776,0.096701,0.717437,0.35764,0.522467,0.369334,0.271225,0.413662,0.514489,0.4796,0.385848,0.260037,0.081306,0.019401,0.141558,0.3481,0.069505,0.11041,0.087124,0.070073,0
0.263153,0.868315,0.000002,0.782459,0.867171,0.252481,0.557421,0.151924,0.454955,0.488298,0.151833,0.497754,0.884797,0.752909,0.564611,0.423963,0.151729,0.429956,0.743853,0.885695,0.12144,0.110438,0.672797,0.19374,0.592377,0.316095,0.192335,0.352062,0.588644,0.593133,0.327434,0.325833,0.135125,0.32866,0.23297,0.163298,0.307753,0.167219,0.072153,0,0
0.591434,0.650808,1,0.429817,0.666842,0.52163,1,0.346692,1,0.330396,0.346484,0.655604,0.648075,0.45766,0.374058,0.241879,0.346247,0.254051,0.538851,0.677152,0.323591,0.337213,0.51631,0.523909,0.434424,0.536629,0.466328,0.490075,0.401494,0.778799,0.462747,0.567624,0.090858,0.27558,0.483854,0.500638,1,0.103304,0.032987,1,0
0.623631,0.620361,1,0.346564,0.641095,0.550045,1,0.364048,1,0.365361,0.363829,0.592251,0.585189,0.37403,0.357713,0.280799,0.36358,0.293002,0.512504,0.626522,0.373784,0.366582,0.482764,0.709509,0.451466,0.543117,0.754063,0.475506,0.425961,0.822394,0.433841,0.644361,0.015068,0.474138,0.501053,0.508058,1,0.061013,0.024293,1,0
0.594015,0.640286,0,0.374709,0.659431,0.350784,0.195311,0.345824,0.027027,0.171724,0.345616,0.82948,0.616501,0.344072,0.159007,0.096059,0.345379,0.101109,0.531268,0.636683,0.336266,0.296548,0.495495,0.730039,0.263033,0.688513,0.797961,0.644904,0.191991,0.3015,0.579019,0.324127,0.34154,0.476997,0.47753,0.583938,0.379669,0.365312,0.165934,0.379589,0
0.660935,0.593201,0,0.312354,0.616085,0.36123,0.188605,0.393695,0.167292,0.126178,0.393459,0.874531,0.582703,0.281863,0.132128,0.095563,0.393189,0.095278,0.486911,0.597497,0.365381,0.324961,0.472251,0.610369,0.226852,0.896105,0.626196,0.662123,0.030472,0.370435,0.610252,0.292125,0.282397,0.739118,0.534605,0.560534,0.330448,0.30856,0.168365,0.330362,0
0.450713,0.743902,0,0.523147,0.752439,0.276293,0.225487,0.265834,0.114302,0.194586,0.265674,0.80632,0.73126,0.473173,0.216725,0.10426,0.265492,0.102757,0.626446,0.740345,0.241778,0.204711,0.587691,0.153112,0.302465,0.612954,0.15438,0.607039,0.228047,0.378026,0.555791,0.214967,0.282976,0.598765,0.378819,0.142737,0.58614,0.307093,0.190409,0.586086,0
0.670279,0.580194,0,0.295669,0.605274,0.37443,0.291873,0.405918,0.127928,0.159431,0.405674,0.842337,0.571874,0.254916,0.175496,0.058384,0.405396,0.063593,0.475847,0.584654,0.376901,0.324785,0.46682,0.610387,0.269687,0.718185,0.629424,0.636577,0.184228,0.429549,0.576309,0.262136,0.287261,0.598606,0.543452,0.5035,0.41973,0.329981,0.129622,0.419655,0
0.576856,0.646382,0,0.389725,0.665459,0.427375,0.409894,0.348336,0.273273,0.152585,0.348127,0.835976,0.601836,0.383412,0.095129,0.083229,0.347889,0.073258,0.537436,0.628062,0.352984,0.32444,0.515684,0.718123,0.236696,0.652136,0.62374,0.668579,0.154699,0.727864,0.613555,0.231829,0.211593,0.616058,0.473047,0.700593,0.426948,0.230742,0.197196,0.426874,0
0.559769,0.654773,0,0.412547,0.673727,0.375349,0.241293,0.340927,0.243611,0.101037,0.340723,0.890229,0.608232,0.402089,0.055807,0.039056,0.340489,0.030546,0.545897,0.634085,0.342287,0.302852,0.523223,0.83321,0.200201,0.691808,0.773467,0.70633,0.136373,0.770035,0.640287,0.279206,0.203373,0.428771,0.460591,0.831272,0.278713,0.241482,0.178585,0.048249,0
0.571524,0.649043,0,0.377293,0.668239,0.373981,0.409894,0.343145,0.273273,0.17488,0.34294,0.827697,0.612307,0.332632,0.142581,0.076331,0.342705,0.080804,0.540281,0.631427,0.343778,0.302608,0.513557,0.414042,0.254349,0.658497,0.410155,0.65475,0.194554,0.855504,0.59828,0.210732,0.194934,0.574743,0.466604,0.347112,0.083521,0.216414,0.162091,0.083549,0
0.518275,0.696604,1,0.399097,0.709441,0.315755,1,0.306883,1,0.347915,0.306699,0.649817,0.654165,0.332637,0.311737,0.27468,0.306488,0.273567,0.582444,0.665714,0.310226,0.264417,0.552191,0.408749,0.412448,0.428115,0.388369,0.516088,0.423538,0.606624,0.471256,0.230913,0.178345,0.356222,0.429413,0.339516,1,0.184468,0.177532,1,0
0.549314,0.660052,0.000001,0.441213,0.678988,0.335657,0.557421,0.334615,0.454955,0.158327,0.334414,0.837905,0.629796,0.41866,0.151286,0.071528,0.334185,0.06955,0.551281,0.652949,0.322546,0.278051,0.525319,0.15511,0.267462,0.561603,0.057061,0.650533,0.26769,0.729315,0.605802,0.232068,0.231734,0.544835,0.451498,0.181155,0.000073,0.251929,0.165354,0.000021,0
0.615578,0.594797,1,0.451435,0.607886,0.480691,1,0.382843,1,0.102766,0.390559,0.88014,0.607096,0.50609,0.076858,0.074001,0.399365,0.062631,0.493359,0.616457,0.368604,0.353577,0.466115,0.760044,0.230023,0.590638,0.715472,0.681326,0.19347,0.862525,0.62961,0.427298,0.172521,0.154757,0.542473,0.667162,1,0.19074,0.128863,1,0
0.624915,0.619197,1,0.345747,0.639704,0.385466,1,0.369888,1,0.10772,0.369666,0.877597,0.601182,0.323737,0.104171,0.091984,0.369412,0.080415,0.51108,0.623598,0.35012,0.308556,0.489483,0.872605,0.240628,0.559335,0.818539,0.67494,0.231458,0.854196,0.638334,0.342261,0.151846,0.275703,0.506396,0.829371,1,0.172498,0.112859,1,0
0.573695,0.655942,1,0.413322,0.672984,0.355718,1,0.338789,1,0.057556,0.338586,0.935196,0.661549,0.375718,0.0858,0.068921,0.338354,0.063025,0.545136,0.670233,0.307332,0.268911,0.517365,0.683276,0.200549,0.70845,0.693194,0.705975,0.136594,0.870243,0.649829,0.301849,0.171139,0.5211,0.468263,0.56443,1,0.188505,0.111121,1,0
0.603674,0.635715,1,0.413464,0.654568,0.352495,1,0.354567,1,0.125898,0.354355,0.883353,0.645382,0.39009,0.14627,0.064804,0.354112,0.061502,0.526291,0.661207,0.314335,0.272496,0.499297,0.486559,0.244424,0.727659,0.531367,0.656966,0.132127,0.799293,0.597278,0.279372,0.193879,0.470243,0.489129,0.348667,1,0.199275,0.114041,1,0
0.566482,0.662805,1,0.43556,0.67879,0.343428,1,0.334699,1,0.178276,0.334498,0.82159,0.664502,0.408899,0.180702,0.093285,0.334269,0.084587,0.551079,0.677797,0.299171,0.26191,0.524746,0.526548,0.287999,0.661818,0.485733,0.613916,0.164,0.873373,0.559288,0.304025,0.195991,0.542772,0.464317,0.413157,1,0.20058,0.123844,1,0
0.892852,0.071237,0,0.002108,0.039229,1,0.178067,0.957105,0.04339,0.93293,0.961628,0.056988,0,0,0.733008,0.93237,0.966789,0.925283,0.084322,0,1,0.999471,0.039384,0.765165,0.82799,0.107716,0.78334,0.154493,0.865156,0.322778,0.135484,1,0.686791,0.931033,0.755543,0.570859,0.584343,0.69791,0.774632,0.584289,1
0.903155,0.050681,0,0.12304,0.043018,0.907488,0.153327,0.956309,0.010882,0.77341,0.959898,0.211259,0.098509,0.114863,0.760873,0.770451,0.963995,0.747575,0.116786,0.071783,0.906277,0.9107,0.043114,0.410986,0.832506,0.122595,0.504531,0.135358,0.743176,0.262824,0.127412,0.696748,0.946726,0.382811,0.758077,0.203288,0.515919,0.9473,0.669602,0.515857,1
0.91975,0.042105,0,0.11097,0.046487,0.895258,0.173852,0.952598,0.098859,0.804084,0.953097,0.189406,0.098626,0.108184,0.799752,0.802523,0.953668,0.781746,0.057644,0.082657,0.89367,0.890894,0.037366,0.25082,0.852185,0.175693,0.352503,0.106397,0.65864,0.317981,0.0818,0.784224,0.904756,0.501936,0.748758,0.106574,0.418503,0.882687,0.58981,0.418428,1
