@relation Dataset_T2_40d_REL_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wavelet_HLL_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_Imc2 numeric
@attribute original_ngtdm_Coarseness numeric
@attribute wavelet_HLL_glrlm_LongRunEmphasis numeric
@attribute wavelet_HLL_glcm_Correlation numeric
@attribute wavelet_HLL_glrlm_ShortRunEmphasis numeric
@attribute original_glszm_LowGrayLevelZoneEmphasis numeric
@attribute wavelet_HLL_glcm_InverseVariance numeric
@attribute original_glszm_SizeZoneNonUniformityNormalized numeric
@attribute wavelet_LLH_glcm_Correlation numeric
@attribute wavelet_HLL_glcm_DifferenceAverage numeric
@attribute wavelet_LLH_glcm_InverseVariance numeric
@attribute wavelet_HLL_glrlm_RunEntropy numeric
@attribute wavelet_HLL_glrlm_RunVariance numeric
@attribute wavelet_LLH_glrlm_RunEntropy numeric
@attribute wavelet_LLH_glcm_Imc2 numeric
@attribute wavelet_HLL_glcm_Contrast numeric
@attribute wavelet_LLH_glcm_MCC numeric
@attribute wavelet_HLL_glcm_MCC numeric
@attribute wavelet_HLL_gldm_LargeDependenceEmphasis numeric
@attribute wavelet_HLL_glrlm_RunPercentage numeric
@attribute wavelet_HLL_glrlm_RunLengthNonUniformityNormalized numeric
@attribute wavelet_HLL_glcm_ClusterTendency numeric
@attribute log_sigma_2_0_mm_3D_firstorder_Skewness numeric
@attribute wavelet_LLH_gldm_LargeDependenceEmphasis numeric
@attribute wavelet_LLH_gldm_DependenceNonUniformityNormalized numeric
@attribute log_sigma_2_5_mm_3D_firstorder_Skewness numeric
@attribute wavelet_LLH_glrlm_RunPercentage numeric
@attribute wavelet_LLH_gldm_DependenceVariance numeric
@attribute wavelet_LLL_glrlm_ShortRunLowGrayLevelEmphasis numeric
@attribute wavelet_LLH_glrlm_RunLengthNonUniformityNormalized numeric
@attribute wavelet_HLL_gldm_SmallDependenceEmphasis numeric
@attribute wavelet_HHL_glrlm_LongRunEmphasis numeric
@attribute log_sigma_2_0_mm_3D_glcm_Imc1 numeric
@attribute wavelet_HLL_glcm_DifferenceEntropy numeric
@attribute log_sigma_1_5_mm_3D_firstorder_Skewness numeric
@attribute original_glcm_Correlation numeric
@attribute wavelet_HHL_glrlm_LongRunHighGrayLevelEmphasis numeric
@attribute wavelet_HLL_firstorder_RobustMeanAbsoluteDeviation numeric
@attribute original_glcm_MCC numeric
@attribute label {0,1}

@data
0.153584,0.930807,0,0.757448,0.661436,0.335383,0.161429,0.2169,0.021637,0.211565,0.361276,0.794334,0.895894,0.832218,0.26002,0.113714,0.526064,0.121671,0.98103,0.749423,0.242546,0.228956,0.877665,0.315632,0.32094,0.710821,0.305115,0.585869,0.218741,0.38795,0.533573,0.323721,0.363026,0.402136,0.78044,0.263444,0.529068,0.375471,0.235316,0.529008,0
0.192557,0.895313,0,0.817422,0.752246,0.232911,0.195311,0.188994,0.099099,0.241835,0.264033,0.756018,0.917129,0.832403,0.280213,0.149813,0.349682,0.155392,0.925086,0.806119,0.186954,0.160225,0.777347,0.410647,0.35121,0.648354,0.439699,0.555828,0.236012,0.387949,0.51188,0.243868,0.356798,0.674231,0.546399,0.366504,0.547185,0.349809,0.266197,0.547127,0
0.42278,0.769997,0,0.482602,0.774665,0.242974,0.195311,0.247431,0.243243,0.100447,0.247283,0.90977,0.710021,0.421388,0.065476,0.09443,0.247113,0.093781,0.64919,0.723157,0.254074,0.213113,0.611552,0.848094,0.189061,0.678717,0.816176,0.720733,0.150616,0.494188,0.664318,0.257469,0.270987,0.54682,0.361078,0.878846,0.072236,0.297179,0.230383,0.073202,0
0.417228,0.764265,0,0.543661,0.771309,0.261076,0.225487,0.250258,0.080236,0.173527,0.250108,0.832858,0.727026,0.489978,0.182515,0.089187,0.249937,0.08983,0.645755,0.74389,0.23899,0.20459,0.607938,0.70844,0.276958,0.528361,0.777799,0.641833,0.279779,0.606862,0.586423,0.152879,0.287094,0.700056,0.356295,0.556224,0.224735,0.295094,0.2359,0.224634,0
0.418638,0.75761,0,0.568294,0.766687,0.26737,0.291873,0.250746,0.127928,0.150919,0.250596,0.841323,0.715777,0.534103,0.168538,0.06319,0.250424,0.068812,0.641025,0.739398,0.244865,0.209813,0.596239,0.493454,0.26419,0.632757,0.638353,0.652487,0.255961,0.646564,0.617115,0.169176,0.27989,0.701283,0.352916,0.351118,0.132438,0.323201,0.197319,0.132512,0
0.420135,0.76386,0,0.51433,0.771025,0.224891,0.262368,0.245984,0.091592,0.218459,0.245837,0.785885,0.72793,0.437083,0.206637,0.127491,0.245668,0.129352,0.645465,0.737525,0.239689,0.202655,0.598822,0.482423,0.298521,0.701697,0.413354,0.609164,0.212427,0.579793,0.573165,0.148483,0.398718,0.55691,0.353565,0.397542,0.526939,0.406654,0.224642,0.526878,0
0.425045,0.764083,0,0.49147,0.770403,0.207296,0.178067,0.248233,0.07676,0.331116,0.248084,0.675972,0.736138,0.394508,0.298056,0.261148,0.247914,0.254853,0.644828,0.74441,0.231124,0.197397,0.601481,0.536447,0.39033,0.617462,0.556645,0.513066,0.226133,0.472367,0.472818,0.194871,0.446242,0.622225,0.359067,0.432926,0.329223,0.444471,0.265787,0.329136,0
0.454352,0.744683,0,0.498746,0.752537,0.314964,0.178067,0.265599,0.065637,0.145175,0.265439,0.864542,0.700784,0.467604,0.107708,0.13,0.265257,0.125836,0.626546,0.718427,0.267731,0.240503,0.587399,0.735745,0.223114,0.717777,0.790867,0.68248,0.147149,0.475329,0.629597,0.252344,0.317336,0.523241,0.381392,0.666003,0.336406,0.352353,0.21396,0.336321,0
0.417999,0.756472,0,0.56707,0.76567,0.249848,0.213193,0.254732,0.138694,0.139735,0.25458,0.873744,0.716371,0.534698,0.12402,0.111802,0.254405,0.108088,0.639985,0.734738,0.248344,0.2109,0.601552,0.778323,0.227011,0.714018,0.816188,0.68045,0.163394,0.628912,0.6212,0.212022,0.283096,0.775157,0.355796,0.715023,0.445816,0.325998,0.222602,0.445745,0
0.467129,0.7256,0,0.508275,0.736886,0.290357,0.291873,0.283014,0.127928,0.133213,0.282844,0.878639,0.700536,0.463136,0.121121,0.057677,0.28265,0.060947,0.610529,0.707177,0.272192,0.23171,0.579353,0.634729,0.22209,0.779794,0.690718,0.680595,0.125559,0.788941,0.629025,0.158875,0.324011,0.663961,0.393494,0.53002,0.389176,0.338846,0.185633,0.389097,0
0.507795,0.682994,0,0.540123,0.628257,0.406277,0.241293,0.351567,0.110131,0.163049,0.388439,0.850656,0.712991,0.580399,0.171243,0.058963,0.430523,0.067623,0.612856,0.652757,0.330049,0.309219,0.57836,0.453883,0.256249,1,0.453957,0.633259,0.053982,0.924958,0.604432,0.282881,0.376846,0.639275,0.622024,0.456394,0.105452,0.407636,0.197477,0.106079,0
0.483825,0.709718,0,0.459218,0.645026,0.397316,0.409894,0.332085,0.273273,0.219362,0.372552,0.790438,0.724627,0.448753,0.19256,0.176276,0.41874,0.173911,0.624922,0.656869,0.329899,0.299432,0.601363,0.745038,0.293174,0.794609,0.840666,0.603243,0.126865,0.984003,0.556547,0.353874,0.278436,0.65744,0.618744,0.53129,0.304756,0.306474,0.19126,0.304666,0
0.67232,0.579768,0,0.304388,0.604616,0.50528,0.557421,0.408591,0.454955,0.133604,0.408346,0.868501,0.546422,0.3202,0.111313,0.183886,0.408066,0.182917,0.475174,0.573628,0.407435,0.381894,0.469738,0.576034,0.218849,0.700147,0.542348,0.686705,0.143696,0.592508,0.624864,0.341482,0.148734,0.274944,0.546885,0.59649,0.385096,0.160917,0.123447,0.385016,0
0.636113,0.608036,1,0.358852,0.630046,0.382534,1,0.380675,1,0.171593,0.380447,0.834757,0.597779,0.342843,0.187466,0.081174,0.380186,0.092014,0.501197,0.613361,0.356247,0.319367,0.484314,0.846908,0.263048,0.819337,0.779305,0.634584,0.117316,0.772779,0.575739,0.276871,0.208805,0.447398,0.516291,0.766735,1,0.210774,0.117468,1,0
0.609357,0.621999,1,0.415017,0.643623,0.354539,1,0.368332,1,0.074246,0.368111,0.933606,0.612207,0.413937,0.134475,0.082548,0.367859,0.093777,0.515091,0.628437,0.342031,0.301353,0.496289,0.675555,0.211105,0.623753,0.733149,0.70839,0.237167,0.658458,0.671417,0.225537,0.178456,0.380319,0.496612,0.530427,1,0.221749,0.122065,1,0
0.620912,0.622108,1,0.391895,0.641881,0.426631,1,0.37426,1,0.141141,0.374036,0.858513,0.622831,0.391538,0.168968,0.079275,0.373779,0.085093,0.513309,0.634673,0.344036,0.315062,0.502335,0.325204,0.25797,0.73958,0.359822,0.646557,0.16395,0.500902,0.608819,0.230044,0.278028,0.528758,0.509474,0.21858,1,0.304709,0.118629,1,0
0.59315,0.626791,1,0.418937,0.612648,0.474768,1,0.374298,1,0.15058,0.391649,0.842141,0.642661,0.452787,0.16239,0.090011,0.411452,0.09096,0.643425,0.625429,0.360258,0.34789,0.500087,0.108602,0.267563,0.648377,0.142558,0.64232,0.209069,0.813178,0.601778,0.314505,0.203357,0.487307,0.585717,0.042958,1,0.223455,0.122874,1,0
0.573617,0.654452,1,0.425594,0.671627,0.395444,1,0.344099,1,0.038713,0.343893,0.969115,0.646816,0.414537,0.059097,0.110501,0.343657,0.110678,0.543749,0.655847,0.324072,0.293128,0.523579,0.733967,0.164373,0.736288,0.580197,0.744368,0.122475,0.845255,0.692203,0.323318,0.226751,0.319195,0.472231,0.768412,1,0.253318,0.107734,1,0
0.714373,0.547692,0,0.269052,0.575666,0.458364,0.409894,0.438617,0.515516,0.163169,0.438354,0.833263,0.544176,0.266519,0.16242,0.074032,0.438053,0.073187,0.445548,0.560313,0.408801,0.368107,0.450447,0.75729,0.279185,0.661411,0.669415,0.630711,0.216681,0.767201,0.568725,0.372008,0.210939,0.27286,0.580862,0.783263,0,0.242707,0.093179,0.000095,0
0.688,0.5751,0,0.282682,0.598947,0.432874,0.557421,0.417935,0.454955,0.116724,0.417684,0.876823,0.574932,0.260376,0.129305,0.032348,0.417398,0.028335,0.469372,0.589668,0.383124,0.336368,0.471846,0.693448,0.247217,0.657914,0.598998,0.659552,0.172837,0.83797,0.598878,0.307633,0.190731,0.202571,0.562411,0.64544,0.181363,0.197654,0.095508,0.181389,0
0.6197,0.626198,1,0.370185,0.645043,0.370523,1,0.370914,1,0.111623,0.370691,0.889502,0.621556,0.35195,0.134587,0.096012,0.370437,0.092597,0.516544,0.635199,0.335621,0.297866,0.504538,0.674703,0.238169,0.699871,0.651711,0.665947,0.147412,0.892648,0.615866,0.274827,0.186319,0.43478,0.508395,0.553349,1,0.188188,0.112866,1,0
0.691094,0.56093,1,0.296182,0.588275,0.424404,1,0.426655,1,0.181569,0.426399,0.824768,0.573035,0.266492,0.198977,0.07869,0.426107,0.088255,0.458451,0.585989,0.383882,0.341151,0.460642,0.672369,0.285926,0.957402,0.641252,0.606745,0.095231,0.951601,0.582769,0.235776,0.253894,0.696215,0.563249,0.631514,1,0.293157,0.101808,1,0
0.690251,0.528909,1,0.399334,0.543659,0.565824,1,0.439976,1,0.105204,0.451069,0.892712,0.532537,0.494166,0.092725,0.126298,0.46373,0.127299,0.433786,0.549848,0.43396,0.425926,0.420557,0.640301,0.219332,0.636882,0.653415,0.697557,0.225025,0.954682,0.663596,0.462111,0.152102,0.083009,0.617367,0.536606,1,0.163665,0.114592,1,0
0.626119,0.564068,1,0.522553,0.566294,0.520089,1,0.413404,1,0.105725,0.429974,0.896769,0.587688,0.642744,0.120175,0.002072,0.448886,0.009309,0.49558,0.584588,0.400101,0.391163,0.452448,0.480854,0.224608,0.662843,0.524672,0.690056,0.213162,0.94754,0.647574,0.551289,0.214939,0.341119,0.599382,0.312556,1,0.230006,0.130712,1,0
0.64488,0.557334,1,0.448694,0.488356,0.604164,1,0.459778,1,0.135863,0.513262,0.861644,0.576126,0.595069,0.140984,0.052889,0.574308,0.056266,0.553127,0.529234,0.457339,0.461978,0.477782,0.470696,0.248423,0.700651,0.454396,0.660315,0.187862,0.913581,0.629167,0.554103,0.204225,0.306116,0.788282,0.348709,1,0.214576,0.117894,1,0
0.709387,0.545322,1,0.327495,0.576119,0.479981,1,0.413091,1,0.146532,0.412843,0.836258,0.564932,0.337042,0.164094,0.11991,0.41256,0.116718,0.446012,0.595373,0.381032,0.355486,0.409327,0.405304,0.279286,0.637384,0.340799,0.629973,0.21212,0.738645,0.582425,0.42273,0.210989,0.418528,0.554228,0.384273,1,0.225642,0.090122,1,0
0.761148,0.508889,1,0.223454,0.542267,0.519401,1,0.454983,1,0.158849,0.45471,0.830914,0.493693,0.239335,0.09618,0.081772,0.454399,0.062945,0.411371,0.532102,0.438833,0.408784,0.398476,0.603712,0.257836,0.653802,0.617996,0.646789,0.164576,0.776138,0.631736,0.433847,0.105083,0.483349,0.602582,0.490422,1,0.128484,0.082144,1,0
0.754274,0.513267,1,0.232039,0.545281,0.505822,1,0.47188,1,0.063217,0.471597,0.947691,0.514394,0.233039,0.077557,0.116338,0.471273,0.114631,0.414455,0.531684,0.439206,0.397251,0.432364,0.905949,0.176185,0.879995,0.90249,0.718611,0.033851,0.762491,0.656804,0.414271,0.18347,0.556661,0.614384,0.86152,1,0.21807,0.075354,1,0
0.633855,0.611854,1,0.364272,0.632651,0.378817,1,0.385249,1,0.099829,0.385018,0.913211,0.615592,0.341664,0.130913,0.098856,0.384754,0.098331,0.503863,0.626783,0.3446,0.300222,0.498712,0.877618,0.21857,0.783813,0.863965,0.680493,0.097013,0.800807,0.632266,0.312412,0.216618,0.617785,0.521331,0.768848,1,0.233467,0.112811,1,0
0.711859,0.546342,0.000001,0.308154,0.574977,0.457041,0.557421,0.440066,0.454955,0.148341,0.439802,0.855877,0.567646,0.305826,0.182107,0.053542,0.439501,0.055724,0.444844,0.5797,0.391524,0.355122,0.450858,0.714707,0.269859,0.804656,0.671168,0.628241,0.125049,0.921737,0.587554,0.295227,0.282778,0.610097,0.579435,0.659009,0.038511,0.312899,0.095309,0.038497,0
0.729821,0.534641,1,0.260301,0.564136,0.430409,1,0.450606,1,0.068935,0.450336,0.943728,0.552214,0.236132,0.096996,0.05457,0.450027,0.050966,0.43375,0.565357,0.399543,0.350255,0.442477,0.911543,0.191981,0.917461,0.804449,0.696305,0,0.878465,0.636523,0.35529,0.211203,0.656109,0.593219,0.880289,1,0.230961,0.090261,1,0
0.766288,0.500634,0,0.190415,0.534761,0.511552,0.409894,0.475776,0.273273,0.125201,0.475491,0.87862,0.492005,0.179489,0.091073,0.040138,0.475165,0.02546,0.403689,0.515682,0.451976,0.421466,0.414017,0.800415,0.23022,0.712252,0.766517,0.676136,0.157812,0.6446,0.612106,0.384127,0.170396,0.483363,0.618182,0.730216,0.110412,0.200286,0.101812,0.11069,0
0.730467,0.517964,1,0.276376,0.552696,0.526255,1,0.447742,1,0.154302,0.447473,0.837835,0.502465,0.303727,0.129634,0.097386,0.447167,0.089631,0.422043,0.542246,0.439157,0.392096,0.410958,0.458364,0.258409,0.563385,0.418559,0.658356,0.252639,0.810519,0.584487,0.41377,0.078761,0.285523,0.581638,0.435669,1,0.111855,0.0517,1,1
0.715614,0.530075,1,0.29413,0.562683,0.505048,1,0.451654,1,0.103116,0.451383,0.896609,0.53542,0.301999,0.107773,0.031723,0.451074,0.031904,0.432263,0.555343,0.424443,0.378527,0.440717,0.593519,0.220743,0.74904,0.62143,0.683709,0.137219,0.857107,0.61745,0.358653,0.123975,0.305442,0.582064,0.541956,1,0.121773,0.054433,1,1
0.745058,0.519667,1,0.253085,0.551932,0.513942,1,0.451746,1,0.110486,0.451475,0.887716,0.524196,0.253363,0.12013,0.004991,0.451165,0.009068,0.421261,0.552508,0.426583,0.391501,0.41527,0.618813,0.233444,0.692861,0.648582,0.678479,0.200094,0.944378,0.623619,0.394765,0.184494,0.453418,0.595294,0.531299,1,0.222809,0.060217,1,1
0.628142,0.617782,1,0.345198,0.638228,0.429074,1,0.372132,1,0.291295,0.371908,0.688561,0.599599,0.343375,0.302335,0.21103,0.371654,0.210492,0.509571,0.619497,0.36042,0.329036,0.489487,0.461659,0.39328,0.417743,0.439919,0.531859,0.390054,0.495155,0.482331,0.284985,0.231603,0.538164,0.50949,0.383999,1,0.260409,0.113357,1,1
0.430143,0.757533,0,0.512859,0.76572,0.212789,0.146455,0.244215,0.099007,0.289976,0.244068,0.702366,0.715914,0.441239,0.268791,0.216402,0.243901,0.209023,0.640036,0.738756,0.234969,0.19617,0.581275,0.472071,0.36795,0.527419,0.437352,0.542817,0.271609,0.282954,0.47955,0.1594,0.2309,0.413078,0.353683,0.478238,0.422501,0.265062,0.193758,0.422426,1
0.496521,0.718488,0,0.480196,0.728751,0.33122,0.213193,0.280442,0.192526,0.48218,0.280274,0.486527,0.715372,0.446909,0.508933,0.423053,0.280082,0.42314,0.602205,0.723569,0.261585,0.232657,0.552808,0.540292,0.583596,0.244738,0.513423,0.361079,0.589745,0.446191,0.336928,0.323358,0.211308,0.443777,0.404634,0.505879,0.086378,0.243354,0.146871,0.087064,1
0.691855,0.567317,0,0.270255,0.59346,0.459562,0.409894,0.412614,0.273273,0.115811,0.412367,0.888568,0.540604,0.260135,0.115831,0.05906,0.412084,0.060801,0.463758,0.567836,0.40691,0.361309,0.449266,0.594201,0.221755,0.543721,0.622258,0.697836,0.246157,0.59507,0.659974,0.39557,0.206434,0.29242,0.555347,0.479548,0.085104,0.198057,0.105886,0.085243,0
0.682998,0.57416,1,0.315712,0.600185,0.452897,1,0.397023,1,0.154155,0.396785,0.849257,0.579124,0.308846,0.188445,0.059743,0.396513,0.062954,0.47064,0.602488,0.374049,0.345337,0.439194,0.349249,0.275967,0.501722,0.401237,0.647915,0.315962,0.49747,0.602534,0.344086,0.224878,0.543318,0.540029,0.22525,1,0.232589,0.096342,1,0
0.556252,0.671384,0,0.466671,0.686929,0.325969,0.557421,0.319833,0.454955,0.133565,0.319641,0.867941,0.681338,0.440829,0.18065,0.030624,0.319422,0.034778,0.559407,0.696385,0.28289,0.242064,0.517971,0.279546,0.268474,0.626148,0.317812,0.645673,0.240542,0.463524,0.594332,0.241048,0.210855,0.63458,0.449149,0.21555,0.03847,0.225011,0.116655,0.038537,0
0.634588,0.58845,1,0.448901,0.584346,0.450754,1,0.400577,1,0.179177,0.415769,0.81847,0.648198,0.491235,0.23183,0.08252,0.433109,0.089515,0.577157,0.624205,0.356199,0.330713,0.467022,0.18937,0.308679,0.708695,0.274171,0.594005,0.18165,0.655403,0.547745,0.387926,0.288939,0.631443,0.602249,0.064952,1,0.322551,0.119561,1,0
0.580773,0.637599,0.000001,0.463728,0.615879,0.439106,0.557421,0.366755,0.454955,0.23164,0.387389,0.749806,0.686742,0.493057,0.268257,0.152442,0.41094,0.151607,0.66037,0.651751,0.330977,0.317745,0.507833,0.118961,0.364144,0.568101,0.146853,0.546853,0.271553,0.527313,0.50589,0.386858,0.258962,0.641702,0.591876,0.022963,0.076968,0.27262,0.11671,0.076965,0
0.619068,0.629031,0,0.296495,0.647012,0.407937,0.213193,0.371284,0.057947,0.331751,0.371061,0.655539,0.579698,0.274925,0.295572,0.259514,0.370807,0.25556,0.518559,0.596677,0.376922,0.339891,0.509991,0.388577,0.395114,0.447434,0.438673,0.5252,0.354803,0.376208,0.467116,0.265894,0.188415,0.6407,0.510056,0.310601,0.321021,0.222746,0.146817,0.320933,1
0.526242,0.694912,0,0.393724,0.706818,0.33853,0.409894,0.313862,0.273273,0.266077,0.313673,0.728603,0.652076,0.353021,0.241779,0.182987,0.313458,0.182398,0.57976,0.664325,0.31355,0.27342,0.558575,0.403742,0.334743,0.601518,0.509313,0.573172,0.234235,0.598919,0.514653,0.334835,0.183449,0.661645,0.440149,0.269913,0.084588,0.195559,0.146081,0.085002,1
0.453841,0.742802,0,0.478635,0.75094,0.224248,0.409894,0.270783,0.273273,0.180639,0.27062,0.822211,0.712162,0.404846,0.191698,0.085873,0.270435,0.08722,0.624912,0.718013,0.256373,0.209878,0.593246,0.325059,0.27892,0.648316,0.341526,0.629368,0.204825,0.445299,0.570747,0.210787,0.204532,0.518209,0.384942,0.253474,0.056401,0.212825,0.155727,0.056479,1
0.543342,0.677624,0,0.443408,0.692142,0.352066,0.291873,0.327284,0.302342,0.211984,0.327087,0.78261,0.654855,0.42383,0.238935,0.114182,0.326863,0.122138,0.564742,0.671996,0.309574,0.265504,0.54533,0.332731,0.31751,0.597367,0.339113,0.596437,0.269263,0.456386,0.548553,0.218104,0.236342,0.587556,0.452241,0.265244,0.043798,0.251424,0.145301,0.044179,1
0.553737,0.66707,1,0.386748,0.68312,0.326914,1,0.336361,1,0.290654,0.336159,0.694747,0.618448,0.357897,0.262211,0.226866,0.335929,0.217994,0.555509,0.646695,0.328443,0.268919,0.53886,0.285818,0.373923,0.521856,0.240536,0.539967,0.297574,0.682964,0.493441,0.262379,0.175351,0.526304,0.460504,0.254308,1,0.188635,0.118455,1,1
0.488177,0.731068,0,0.495774,0.738011,0.418704,0.262368,0.283047,0.273273,0.337865,0.282877,0.664276,0.717849,0.49146,0.310298,0.252637,0.282683,0.262371,0.61168,0.730218,0.269683,0.258908,0.582309,0.989958,0.392469,0.878449,1,0.506369,0.192747,0.772263,0.487792,0.418273,0.186023,0.468845,0.410711,0.961352,0.200856,0.230913,0.064746,0.201636,0
0.34322,0.821052,0,0.697616,0.822022,0.357154,0.336131,0.200864,0.182432,0.350914,0.200744,0.644241,0.792798,0.735603,0.348629,0.26911,0.200606,0.276908,0.697652,0.815663,0.192989,0.192951,0.648129,1,0.417791,0.708165,0.956296,0.492146,0.285718,0.793641,0.474859,0.498965,0.108921,0.37633,0.300049,1,0.102338,0.163729,0.06915,0.102629,0
0.401715,0.789329,0,0.605896,0.791409,0.340672,0.409894,0.231208,0.273273,0.373308,0.231069,0.635989,0.781978,0.60115,0.368076,0.287542,0.230911,0.301856,0.666324,0.790577,0.21025,0.193969,0.624887,0.922092,0.424599,0.961062,0.923631,0.472042,0.187439,0.685115,0.452477,0.425145,0.148676,0.422915,0.345127,0.843768,0.063605,0.140775,0.062179,0.063898,0
0.440082,0.757609,1,0.577083,0.76384,0.401321,1,0.253448,1,0.320959,0.253296,0.668705,0.739086,0.590136,0.328668,0.238221,0.253122,0.243538,0.638112,0.763302,0.241853,0.235525,0.594442,0.744037,0.40193,0.649513,0.909694,0.510039,0.295057,0.821002,0.466372,0.436408,0.145369,0.54342,0.369448,0.523951,1,0.159842,0.057068,1,0
0.539179,0.688006,1,0.474399,0.701168,0.479128,1,0.306254,1,0.386894,0.30607,0.603488,0.674944,0.496806,0.389002,0.309247,0.30586,0.31699,0.573978,0.712597,0.293577,0.298332,0.530205,0.587156,0.459204,0.559647,0.68035,0.459742,0.3674,0.745812,0.419694,0.612699,0.09274,0.520934,0.436637,0.431682,1,0.079124,0.032589,1,0
0.411525,0.77203,0,0.589687,0.778192,0.275475,0.156992,0.23768,0.026087,0.226016,0.237538,0.780033,0.763975,0.550039,0.259692,0.143353,0.237375,0.150108,0.652799,0.771982,0.216407,0.203828,0.601584,0.726929,0.334592,0.473011,0.565272,0.588676,0.347231,0.370316,0.546774,0.269958,0.402527,0.297608,0.345401,0.801543,0.442118,0.437691,0.227384,0.442046,0
0.376444,0.792183,0,0.574174,0.797343,0.196033,0.203358,0.219409,0.040721,0.222115,0.219277,0.778686,0.763815,0.494494,0.242902,0.134237,0.219127,0.14004,0.672396,0.772992,0.207596,0.171882,0.617243,0.695601,0.323429,0.549609,0.630441,0.595511,0.309228,0.349821,0.541194,0.21686,0.318988,0.388366,0.318999,0.694763,0.466909,0.324386,0.233072,0.46684,0
0.349102,0.810846,0,0.579905,0.687987,0.279933,0.182931,0.266966,0.019564,0.184417,0.329778,0.8133,0.841263,0.54925,0.262926,0.089351,0.40147,0.096188,0.894816,0.734418,0.246156,0.21987,0.690027,0.611674,0.327376,0.592339,0.566022,0.588131,0.286213,0.388857,0.55169,0.197231,0.366093,0.297335,0.624548,0.526793,0.381013,0.392405,0.227761,0.380933,0
0.337414,0.816805,0,0.643962,0.683591,0.315834,0.262368,0.259055,0.152152,0.243827,0.330948,0.752393,0.859269,0.656363,0.32344,0.146756,0.413006,0.157612,0.848576,0.742814,0.243332,0.230499,0.703732,0.565776,0.374392,0.609597,0.51938,0.540705,0.306783,0.406197,0.51458,0.235496,0.318653,0.314053,0.640238,0.444112,0.139973,0.350365,0.195729,0.140132,0
0.433497,0.754111,0,0.502878,0.678539,0.310015,0.203358,0.292988,0.106126,0.306215,0.335362,0.693869,0.787165,0.462472,0.334434,0.227885,0.383728,0.227113,0.759746,0.708682,0.272947,0.239825,0.625808,0.567948,0.406986,0.516521,0.573431,0.506299,0.306909,0.409436,0.470489,0.247681,0.359439,0.617258,0.588861,0.426035,0.260738,0.375877,0.216673,0.260642,0
0.656991,0.592833,0,0.263247,0.615842,0.407452,0.291873,0.400808,0.215135,0.118856,0.400568,0.892,0.551128,0.223172,0.088025,0.120511,0.400293,0.118981,0.486662,0.568556,0.39891,0.346044,0.484142,0.562943,0.202562,0.725221,0.510446,0.704544,0.142317,0.62532,0.637434,0.246684,0.211312,0.27521,0.538238,0.586148,0.070479,0.228629,0.140671,0.071207,0
0.613712,0.627747,1,0.355571,0.6471,0.430835,1,0.366673,1,0.112965,0.366453,0.890784,0.601626,0.34927,0.107765,0.10967,0.366201,0.110137,0.518649,0.625604,0.356236,0.325163,0.50206,0.727216,0.216905,0.730973,0.666013,0.691585,0.163226,0.629562,0.628764,0.318855,0.203024,0.369059,0.501578,0.673528,1,0.241222,0.139201,1,0
0.565029,0.66899,0,0.382602,0.68333,0.310412,0.557421,0.331612,0.454955,0.185787,0.331413,0.82295,0.644143,0.327533,0.180269,0.084069,0.331186,0.092955,0.555724,0.658251,0.312582,0.264013,0.530825,0.536045,0.270046,0.878329,0.575213,0.627319,0.11982,0.540128,0.59629,0.296066,0.286359,0.534687,0.464586,0.35576,0.163383,0.285735,0.147573,0.16359,0
0.601886,0.616426,0,0.412613,0.640651,0.421446,0.336131,0.368002,0.182432,0.173974,0.367781,0.829614,0.609269,0.422749,0.160796,0.082262,0.367529,0.079795,0.51205,0.62535,0.352608,0.327107,0.488974,0.5919,0.268376,0.635486,0.603146,0.640337,0.201132,0.431858,0.588501,0.352301,0.199187,0.410912,0.488259,0.464714,0.281609,0.20941,0.169031,0.281595,0
0.467079,0.736924,0,0.332105,0.526809,0.490517,0.16691,0.379232,0.102279,0.239486,0.496715,0.751037,0.691307,0.362838,0.216243,0.164273,0.63081,0.152775,0.805557,0.565966,0.4121,0.390657,0.679061,0.54755,0.334158,0.545332,0.510108,0.580379,0.282758,0.271892,0.528923,0.425949,0.265022,0.358399,0.918374,0.472588,0.150827,0.291499,0.199339,0.150718,0
0.73959,0.523216,1,0.250669,0.556432,0.616541,1,0.427592,1,0.303115,0.427335,0.655231,0.50451,0.277117,0.259824,0.22332,0.427043,0.223659,0.425866,0.564146,0.435257,0.437903,0.386786,0.561258,0.385724,0.571552,0.614534,0.529195,0.310473,0.789279,0.484126,0.673815,0.062805,0.500318,0.573328,0.392414,1,0.100253,0.020917,1,1
0.696761,0.558697,1,0.337422,0.587676,0.577746,1,0.401456,1,0.368519,0.401215,0.608928,0.565809,0.371826,0.367914,0.296296,0.40094,0.29652,0.457839,0.618446,0.384894,0.391122,0.416793,0.52772,0.451937,0.548661,0.602133,0.464437,0.345689,0.829696,0.422243,0.642162,0.034229,0.748215,0.543561,0.383991,1,0.051169,0.022113,1,1
