@relation Dataset_T2_16d_PCA_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute label {0,1}

@data
0.320052,0.669389,0.739275,0.836383,0.393073,0.275875,0.748145,0.335222,0.463969,0.558607,0.305586,0.466125,0.599889,0.755473,0.583321,0.505146,0
0.395848,0.928592,0.373417,0.332329,0.395759,0.621591,0.590486,0.055993,0.641451,0.504604,0.638539,0.558624,0.542952,0.425784,0.358016,0.585407,1
0.341798,0.851763,0.3248,0.352017,0.389898,0.457208,0.610654,0.242669,0.567972,0.478158,0.651169,0.769155,0.499053,0.474235,0.351122,0.207519,1
0.301799,0.847207,0.246091,0.427433,0.533318,0.273748,0.516592,0.244636,0.54635,0.78221,0.419237,0.786947,0.555339,0.734918,0.714251,0.294562,1
0.23979,0.7796,0.25409,0.415297,0.507271,0.192811,0.700266,0.340404,0.412098,0.88286,0.615953,0.552668,0.553988,0.428037,0.462999,0.668611,1
0.232139,0.740478,0.342377,0.338502,0.546189,0.292823,0.653495,0.327923,0.507546,0.773107,0.705684,0.549945,0.449069,0.342801,0.638596,0.631728,1
0.276301,0.838529,0.384967,0.250102,0.596951,0.431441,0.418547,0.611909,0.50586,0.709142,0.581942,0.506858,0.615955,0.359846,0.476333,0.329134,0
0.211174,0.750771,0.330641,0.241914,0.603403,0.549326,0.249559,0.77155,0.57011,0.777101,0.863274,0.668111,0.426243,0.275328,0.637609,0.543019,0
0.128308,0.645924,0.296561,0.275415,0.648688,0.466044,0.477774,0.559333,0.457329,0.681531,0.807878,0.733648,0.429477,0.24781,0.428738,0.40071,0
0.117477,0.586355,0.335531,0.268242,0.60711,0.452527,0.60421,0.340453,0.37064,0.57515,0.484106,0.694102,0.459186,0.358805,0.419421,0.489439,0
0.094484,0.49641,0.41087,0.231039,0.524929,0.610375,0.463365,0.263549,0.43716,0.654598,0.205665,0.790502,0.303469,0.044605,0.691438,0.540935,0
0.324277,0.911039,0.439035,0.250794,0.680929,0.41789,0.55637,0.284552,0.404345,0.493609,0.593954,0.515436,0.623898,0.571544,0.478895,0.358597,0
0.265116,0.840064,0.299189,0.33561,0.674154,0.434385,0.450595,0.3459,0.408402,0.587661,0.722205,0.513069,0.639443,0.374898,0.646313,0.245226,0
0.203959,0.786224,0.247715,0.357008,0.683814,0.360892,0.365886,0.550278,0.546146,0.501886,0.629034,0.5578,0.429,0.383229,0.700379,0.38312,0
0.178348,0.736618,0.241784,0.357074,0.621902,0.349265,0.435828,0.626887,0.533604,0.64469,0.691182,0.655859,0.502361,0.388397,0.678868,0.479039,0
0.22884,0.716653,0.38599,0.260649,0.480273,0.441477,0.650884,0.300449,0.50265,0.456612,0.859373,0.801205,0.566036,0.396085,0.669574,0.477164,0
0.335557,0.94611,0.368025,0.322937,0.55842,0.240264,0.200543,0.450157,0.602221,0.368674,0.657171,0.320587,0.505636,0.489718,0.7339,0.158441,0
0.273592,0.863151,0.261567,0.38814,0.586352,0.389724,0.193029,0.627807,0.551502,0.535766,0.803565,0.429608,0.305368,0.386508,0.708827,0.540229,0
0.243761,0.829063,0.197488,0.481376,0.547412,0.350385,0.355283,0.592251,0.522075,0.718498,0.62563,0.478306,0.473494,0.820705,0.644624,0.557453,0
0.191827,0.726368,0.197975,0.491887,0.443906,0.492821,0.613938,0.372026,0.592725,0.452737,0.845495,0.642748,0.590821,0.57425,0.324703,0.258097,0
0.237024,0.724785,0.318445,0.432277,0.411072,0.414234,0.635568,0.19171,0.729852,0.585088,0.678128,0.639489,0.52353,0.39918,0.602471,0.341775,0
0.365881,0.942077,0.468387,0.231857,0.604762,0.532871,0.340187,0.405298,0.54911,0.561768,0.52524,0.54842,0.474594,0.40975,0.579294,0.428588,0
0.298977,0.824622,0.441552,0.190471,0.577381,0.512998,0.194078,0.381613,0.619354,0.642481,0.563528,0.769203,0.509836,0.747706,0.849789,0.338005,0
0.292479,0.804756,0.362586,0.295343,0.4136,0.514027,0.545682,0.434745,0.725842,0.514259,0.858026,0.760672,0.804213,0.500729,0.595383,0.165042,0
0.417127,0.923008,0.370462,0.379998,0.338172,0.643251,0.452163,0.475703,0.639659,0.508191,0.526207,0.582468,0.182742,0.082634,0.572467,0.737546,0
0.413399,0.93376,0.392207,0.347792,0.333036,0.57412,0.452999,0.422856,0.58415,0.391433,0.47925,0.519783,0.370357,0.37674,0.555689,0.741369,0
0.329863,0.83728,0.371816,0.346319,0.366895,0.355707,0.631931,0.404627,0.423622,0.42898,0.821196,0.660875,0.493255,0.36179,0.539697,0.380546,0
0.208464,0.660188,0.401152,0.285205,0.324171,0.309626,0.436198,0.564901,0.426051,0.323838,0.721477,0.769018,0.748666,0.33335,0.542821,0.421348,0
0.207532,0.58603,0.529202,0.123757,0.160886,0.375146,0.303962,0.692502,0.602961,0.399131,0.608659,0.631491,0.690541,0.27135,0.493766,0.346757,0
0.189643,0.611375,0.280682,0.379708,0.24574,0.562931,0.282071,0.493266,0.543313,0.354241,0.656864,0.484098,0.628914,0.428758,0.689236,0.313137,0
0.15324,0.611457,0.187433,0.459604,0.275777,0.527849,0.361622,0.465224,0.559903,0.308573,0.688895,0.661503,0.711497,0.394804,0.504657,0.39377,0
0.107215,0.549497,0.175443,0.471632,0.272307,0.384738,0.486049,0.434927,0.567208,0.334468,0.695336,0.665258,0.687057,0.40455,0.509236,0.569271,0
0.05823,0.505006,0.273302,0.281935,0.413673,0.344109,0.171981,0.377715,0.58341,0.431591,0.469816,0.504751,0.487994,0.230769,0.768461,0.516375,0
0.236854,0.668624,0.324337,0.39007,0.300571,0.660854,0.458493,0.349922,0.427175,0.516035,0.558534,0.547497,0.647871,0.432756,0.576922,0.382955,0
0.283239,0.872309,0.30424,0.311198,0.695846,0.632753,0.392223,0.150915,0.403864,0.452781,0.58964,0.43008,0.551701,0.532341,0.381929,0.339045,0
0.256467,0.870399,0.283975,0.385076,0.678796,0.526724,0.365377,0.484292,0.462559,0.60558,0.715949,0.275133,0.620288,0.434641,0.593926,0.49689,0
0.206967,0.810305,0.187887,0.475517,0.726722,0.568175,0.689954,0.413176,0.392531,0.697841,0.676469,0.167804,0.999853,0.358651,0.435119,0.362655,0
0.109925,0.648362,0.20145,0.385255,0.591277,0.391525,0.370995,0.545018,0.392425,0.481955,0.618234,0.4631,0.740423,0.4151,0.587904,0.320946,0
0.119212,0.655699,0.246082,0.371885,0.637566,0.516965,0.344382,0.201474,0.448414,0.645654,0.418309,0.553401,0.465524,0.810511,0.661715,0.633352,0
0.371049,0.695662,0.5662,0.185999,0.204522,0.485039,0.438318,0.601548,0.524623,0.583093,0.514987,0.176631,0.948128,0.293795,0.738495,0.387105,1
0.355961,0.625301,0.56509,0.202195,0,0.39293,0.214937,0.762214,0.459436,0.781595,0.08883,0.575391,0.871561,0.552307,0.699089,0.465753,1
0.316694,0.63774,0.394963,0.355655,0.237841,0.348322,0.902377,0.340051,0.599676,0.69176,0.534105,0.399603,0.287824,0.504946,0.658582,0.183746,1
0.323105,0.625217,0.493826,0.221322,0.292323,0.498673,0.844083,0.289651,0.611035,0.829585,0.544967,0.349604,0.369467,0.575138,0.454161,0,1
0.288675,0.848848,0.417123,0.327593,0.563511,0.118754,0.627234,0.546292,0.354695,0.445804,0.59219,0.457503,0.366684,0.592149,0.560399,0.285414,1
0.217616,0.765509,0.328252,0.351823,0.545461,0.128965,0.50559,0.59896,0.261764,0.497254,0.853556,0.447012,0.426235,0.511074,0.531434,0.439262,1
0.200683,0.695973,0.256033,0.399602,0.494457,0.344355,0.36373,0.468768,0.228501,0.633263,0.515601,0.66653,0.535795,0.342206,0.757648,0.30796,1
0.148161,0.606645,0.29739,0.383431,0.367151,0.285938,0.725936,0.39692,0.193963,0.278494,0.701521,0.75429,0.78947,0.330153,0.539016,0.484639,1
0.197674,0.656577,0.421975,0.297433,0.443381,0.387279,0.963994,0.276468,0.301427,0.44452,0.841924,0.612844,0.492163,0.477347,0.56669,0.517079,1
0.439987,0.834634,0.77322,0,0.402378,0.461088,0.852295,0,0.250523,0.426854,0.51543,0.255422,0.434509,0.534409,0.87756,0.275273,1
0.372142,0.861921,0.467282,0.259467,0.375337,0.387977,0.859831,0.592479,0.371311,0.504016,0.674446,0.408157,0.617887,0.580181,0.442079,0.408135,1
0.328182,0.741154,0.520731,0.199248,0.312307,0.339136,0.686249,0.48955,0.481361,0.5466,0.680323,0.497827,0.500853,0.51682,0.952555,0.210286,1
0.281489,0.631984,1,0.314271,0.66266,0.646017,0.962601,0.378112,0,0.553023,0.794244,0.530823,0.450617,0.127466,0.952145,0.43758,1
0.238591,0.759037,0.561604,0.728341,0.80156,0.422602,0.303956,0.239755,0.549516,0.647382,0.574666,0.803545,0.667427,0.710738,0.605843,0.19617,1
0.16712,0.667065,0.510973,0.69635,0.799027,0.419933,0.300717,0.378013,0.592799,0.665236,0.712605,0.743532,0.430539,0.368612,0.602656,0.32057,1
0.098612,0.587387,0.463187,0.739888,0.741,0.369278,0.307411,0.597883,0.789908,0.70426,0.81436,0.774171,0.388597,0.293359,0.536911,0.443776,1
0.106527,0.572377,0.536413,0.692861,0.703326,0.235344,0.366851,0.480479,0.734175,0.529903,0.661634,0.616179,0.267581,0.309433,0.634344,0.420032,1
0.130868,0.578927,0,0.711735,0.349394,0.652936,0.40555,0.116101,0.377019,0.2204,0.431727,0.391699,0.482673,0.374187,0.726432,0.398927,1
0.04282,0.528811,0.059962,0.521348,0.623249,0.547883,0.375308,0.379854,0.270182,0.478244,0.457165,0.420687,0.677766,0.241682,0.753043,0.386992,1
0.074164,0.583868,0.116763,0.544318,0.598494,0.487905,0.484787,0.553401,0.42833,0.652736,0.514611,0.516572,0.426644,0.306145,0.575364,0.389782,1
0.214508,0.641898,0.242015,0.418637,0.287016,0.437923,0.596922,0.581828,0.577714,0.612893,0.873184,0.29482,0.451465,0.459965,0.668894,0.41582,0
0.183396,0.59481,0.167901,0.518325,0.319391,0.578313,0.690273,0.509223,0.567759,0.686483,0.963537,0.207192,0.702232,0.336289,0.761391,0.326035,0
0.175335,0.594823,0.159041,0.548112,0.266184,0.617425,0.708793,0.515024,0.251701,0.637567,0.559015,0.333232,1,0.251765,0.512988,0.437881,0
0.127574,0.49545,0.206828,0.454174,0.291933,0.70602,0.509534,0.258859,0.451028,0.49737,0.378361,0.425911,0.596839,0.438922,0.613475,0.270455,0
0.192331,0.562638,0.229697,0.497514,0.237048,0.641302,0.540323,0.233565,0.272359,0.547814,0.251487,0.308641,0.521305,0.411928,0.463774,0.397268,0
0.366607,0.904489,0.399659,0.277709,0.557732,0.924084,0.526574,0.681164,0.636464,0.371192,0.523327,0.574699,0.410648,0.424251,0.455915,0.48967,0
0.343648,0.890372,0.314727,0.368444,0.571244,1,0.674642,0.765002,0.707002,0.609359,0.492851,0.813377,0.593233,0.331159,0.467595,0.293815,0
0.301113,0.855192,0.226018,0.492085,0.579328,0.902452,0.769583,0.642467,0.594296,0.600932,0.372321,0.850305,0.370857,0.482007,0.463778,0.463021,0
0.204863,0.77286,0.306726,0.354276,0.725681,0.470948,0.630699,0.777136,0.646266,0.601614,0.349125,0.592472,0.525604,0.440269,0.69577,0.329102,0
0.251242,0.824796,0.394149,0.294928,0.790889,0.499522,0.727086,0.761102,0.376101,0.386707,0.358251,0.541159,0.485402,0.588298,0.60716,0.2446,0
0.354157,0.825802,0.342746,0.43727,0.319899,0.360585,0.546787,0.360934,0.494345,0.36397,0.75177,0.314304,0.801416,0.878629,0.742816,0.235953,0
0.340933,0.820143,0.274397,0.539347,0.328604,0.338123,0.763951,0.209574,0.400023,0.379427,0.779488,0.267449,0.746067,0.606293,0.514002,0.079712,0
0.290179,0.730907,0.253735,0.510563,0.336678,0.478364,0.790512,0.191636,0.526606,0.603946,0.576069,0.339915,0.553197,0.498687,0.579601,0.475352,0
0.196999,0.63931,0.314315,0.376496,0.386342,0.319938,0.855904,0.293412,0.5426,0.445749,0.782789,0.441284,0.627185,0.540985,0.580688,0.524394,0
0.378928,0.895768,0.350054,0.452473,0.395758,0.365486,0.707479,0.075176,0.507966,0.544399,0.575357,0.614532,0.576083,0.358598,0.759383,0.650971,0
0.313375,0.829722,0.32151,0.395641,0.417341,0.507399,0.558536,0.078517,0.473316,0.453046,0.655164,0.649358,0.571692,0.704913,0.578454,0.818686,0
0.272032,0.777021,0.355241,0.353758,0.398508,0.344124,0.815235,0.353607,0.56113,0.586949,0.870155,0.587373,0.7761,0.355541,0.524229,0.486137,0
0.288342,0.813295,0.372703,0.331785,0.497237,0.306279,0.571554,0.52119,0.663695,0.980215,0.544018,0.565918,0.676301,0.321603,0.517888,0.462691,0
0.226758,0.712542,0.258708,0.45939,0.390968,0.369809,0.812141,0.140624,0.593363,0.506001,0.717998,0.750008,0.529266,0.334537,0.53646,0.519089,0
0.286966,0.840211,0.307899,0.314459,0.558062,0.553624,0.067691,0.225844,0.396696,0.427521,0.398554,0.542322,0.662,0.31941,0.554797,0.153202,0
0.285055,0.847543,0.28068,0.345962,0.590734,0.422476,0.295013,0.442387,0.462153,0.526557,0.703712,0.457644,0.355563,0.363306,0.72303,0.441834,0
0.252118,0.833834,0.202717,0.459245,0.592029,0.33433,0.478184,0.407256,0.432589,0.604539,0.62177,0.405357,0.587116,0.361654,0.589202,0.156475,0
0.251372,0.826089,0.191286,0.494243,0.547931,0.247464,0.434381,0.416772,0.502874,0.585729,0.622902,0.487661,0.526024,0.487844,0.592826,0.243554,0
0.197452,0.729219,0.276187,0.389873,0.524665,0.180985,0.494123,0.331469,0.619236,0.517036,0.469617,0.488005,0.440418,0.476251,0.516698,0.057697,0
0.228816,0.46659,0.993709,0.364175,0.563257,0.643727,0.739689,0.395345,0.028854,0.271219,0.639703,0.155639,0.429114,0.160172,1,0.441818,1
0.186733,0.520901,0.574431,0.792111,0.562515,0.706698,0.423557,0.313282,0.558908,0.541926,0.671927,0.346331,0.460317,0.283279,0.752055,0.315566,1
0.091865,0.421195,0.522082,0.844996,0.528185,0.521466,0.573174,0.393649,0.59406,0.349088,0.532295,0.484173,0.445674,0.264121,0.956091,0.237543,1
0.071693,0.374138,0.572843,0.758397,0.467812,0.468725,0.459962,0.490902,0.81829,0.339316,0.598841,0.495097,0.393188,0.197012,0.826228,0.414377,1
0.228888,0.621366,0.625331,0.738271,0.508677,0.514197,0.487334,0.365858,0.449152,0.491187,0.729292,0.586454,0.456105,0.517063,0.419706,0.458571,1
0.069372,0.585422,0.133402,0.541168,0.629211,0.28605,0.57667,0.140612,0.628815,0.493882,0.526343,0.270061,0.357503,0.321258,0.738482,0.214302,1
0.107163,0.633822,0.182321,0.48271,0.66957,0.362853,0.772522,0.219587,0.575541,0.596541,0.34501,0.251035,0.330223,0.486527,0.734456,0.406502,1
0.141102,0.661278,0.306065,0.395341,0.634912,0.241604,0.774059,0.243707,0.712375,0.634144,0.315435,0.29054,0.338706,0.414662,0.71314,0.275004,1
0.269254,0.657235,0.559315,0.900125,0.356224,0.522031,0.173531,0.5604,0.864674,0.615956,0.244606,0.553206,0.428825,0.712435,0.472541,0.537673,1
0.204673,0.563607,0.515909,0.942245,0.403206,0.373838,0.450227,0.734844,0.850939,0.705,0.430126,0.532662,0.5926,0.679058,0.722098,0.595174,1
0.209014,0.517694,0.590517,0.904987,0.406627,0.466909,0.59229,0.604734,0.648037,0.778881,0.417043,0.321108,0.440256,0.328675,0.299789,0.498915,1
0.238701,0.512243,0.767743,0.598953,0.499642,0.675452,0.552472,0.350264,0.562216,0.621113,0.772035,0.278349,0.286275,0.554793,0.469813,0.511529,1
0.372087,0.881641,0.674088,0.815339,0.541146,0.411739,0.47693,0.424202,0.607553,0.452615,0.561397,0.771952,0.723912,0.259705,0.364742,0.081881,0
0.267528,0.770453,0.606275,0.791504,0.783627,0.445545,0.60819,0.381965,0.356973,0.912419,0.740194,0.512768,0.684187,0.374242,0.595428,0.408266,0
0.231112,0.716788,0.649798,0.68254,0.762601,0.490862,0.482582,0.435176,0.542452,0.82213,0.65262,0.60225,0.627064,0.322424,0.474474,0.350557,0
0.263724,0.690605,0.656872,0.704539,0.607187,0.55164,0.338945,0.438287,0.534677,0.397719,0.890293,0.787305,0.447499,0.6986,0.789449,0.462908,1
0.241578,0.702155,0.521906,0.848048,0.558535,0.591848,0.407951,0.572465,0.481416,0.516797,0.825214,0.607634,0.852363,0.386897,0.778477,0.334296,1
0.198987,0.603513,0.555945,0.848365,0.500034,0.437058,0.471229,0.617442,0.567224,0.449551,0.708201,0.620033,0.274185,0.482024,0.453057,0.337844,1
0.184779,0.552266,0.610648,0.825632,0.514156,0.464983,0.626539,0.534877,0.41419,0.580277,0.963214,0.327642,0.607658,0.501288,0.404584,0.26653,1
0.979381,0.155447,0.246192,0.283228,0.782108,0.255051,0.487652,0.456013,0.587188,0.432884,0.624622,0.703159,0.495635,0.63355,0.940321,1,1
1,0.129189,0.182475,0.33173,0.821701,0.399994,0.50384,0.455654,0.60442,0.538309,0.572019,0.55366,0.781819,0.309977,0.482403,0.175443,1
0.969781,0.096985,0.11053,0.406372,0.801156,0.309321,0.593737,0.605903,0.596552,0.544013,0.614964,0.500907,0.944418,0.133063,0.70498,0.400357,1
0.990576,0,0.051024,0.492727,0.858447,0.281735,0.582907,0.445748,0.473087,0.367258,0.627684,0.428091,0.678821,0.297482,0.447572,0.475203,1
0.95911,0.031465,0.113462,0.372871,0.763849,0.48091,0.465228,0.306899,0.450092,0.533559,0.573947,0.834514,0.109925,0.642183,0.517583,0.098577,1
0.296248,0.791481,0.520968,0.12501,0.439339,0.535556,0.418367,0.285737,0.703978,0.357315,0.747338,0.845745,0.482041,0.456189,0.583318,0.145186,0
0.300007,0.838244,0.479689,0.140598,0.610384,0.464301,0.458733,0.44542,0.421076,0.692895,0.707687,0.629708,0.710997,0.439282,0.48531,0.118957,0
0.202154,0.720198,0.44088,0.160706,0.602122,0.365414,0.502487,0.609278,0.52079,0.6228,0.823185,0.636986,0.610731,0.394753,0.533802,0.350489,0
0.173828,0.652926,0.498339,0.117649,0.520892,0.358323,0.454558,0.516819,0.348581,0.609917,0.466937,0.624904,0.805088,0.27781,0.611995,0.409886,0
0.341602,0.900972,0.455776,0.281459,0.471736,0.489455,0.426623,0.459953,0.743471,0.340005,0.909335,0.584198,0.634239,0.371454,0.881884,0.443032,0
0.318215,0.895398,0.348018,0.373555,0.614784,0.354936,0.523687,0.501869,0.397011,0.656099,0.576145,0.514033,0.530528,0.300056,0.718535,0.365744,0
0.219501,0.740209,0.320673,0.343714,0.564064,0.283367,0.382459,0.389344,0.458277,0.578142,0.812191,0.51751,0.362042,0.36348,0.646286,0.494022,0
0.21869,0.714136,0.37866,0.246989,0.509615,0.254004,0.360782,0.471341,0.503147,0.616951,0.843216,0.584924,0.345226,0.522457,0.623252,0.45034,0
0.205804,0.652342,0.451943,0.189774,0.476316,0.255533,0.484605,0.30898,0.524282,0.737281,0.597584,0.618443,0.219098,0.4888,0.655036,0.248192,0
0.459838,0.988508,0.815992,0.641574,0.516816,0.293001,0.612452,0.56479,0.583442,0.353228,0.288453,0.709012,0.839189,0,0.617449,0.494522,0
0.393185,0.917008,0.777806,0.567342,0.675504,0.385163,0.386821,0.615474,0.456439,0.75984,0.38569,0.790595,0.633256,0.050915,0.745391,0.423101,0
0.317745,0.8286,0.715369,0.598634,0.697123,0.257272,0.42269,0.603374,0.430545,0.65035,0.686014,0.658105,0.573166,0.264818,0.58848,0.380254,0
0.272588,0.702612,0.839793,0.535871,0.667275,0.192079,0.717597,0.435263,0.367449,0.655233,0.402802,0.653937,0.349635,0.341121,0.432449,0.535034,0
0.396703,0.788434,0.319615,0.440074,0.265482,0.564468,0.396164,0.429175,0.563473,0.550521,0.804817,0,0.427484,0.580554,0.651345,0.255993,0
0.301934,0.713619,0.19718,0.578862,0.290138,0.556907,0.414747,0.390452,0.591269,0.618839,0.616641,0.393022,0.372515,0.731721,0.656513,0.118266,0
0.284632,0.744258,0.196954,0.560623,0.252028,0.341755,0.591796,0.589842,0.467993,0.644198,0.809602,0.512607,0.604325,0.804723,0.581156,0.27662,0
0.213652,0.640616,0.332331,0.38392,0.296294,0.30716,0.559278,0.573259,0.516057,0.495847,0.847647,0.730218,0.309348,0.34161,0.805659,0.266782,0
