@relation Dataset_T2_40d_PCA_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute label {0,1}

@data
0.249309,0.786109,0.414174,0.179464,0.526134,0.458629,0,0.500559,0.512085,0.569053,0.488222,0.744939,0.938358,0.799889,0.891568,0.589861,0.482649,0.760828,0.76512,0.510727,0.396495,0.654874,0.398374,0.495102,0.329807,0.823346,0.62425,0.72941,0.408382,0.815783,0.47822,0.336309,0.633108,0.569163,0.574838,0.756205,0.567865,0.127156,0.480701,0.366619,0
0.232988,0.75505,0.365436,0.254315,0.524833,0.431993,0.281201,0.671888,0.359328,0.665048,0.649992,0.596933,0.906936,0.323133,0.646357,0.432986,0.466012,0.622255,0.614419,0.428034,0.57585,0.763486,0.826642,0.510109,0.518938,0.386557,0.570106,0.589133,0.403153,0.771206,0.459843,0.422118,0.410366,0.477267,0.844544,0.403805,0.340871,0.360127,0.352339,0.459418,0
0.15495,0.654312,0.382895,0.201154,0.525535,0.473347,0.231458,0.470931,0.360828,0.553046,0.518425,0.673369,0.813054,0.314961,0.579804,0.425388,0.387544,0.551055,0.693316,0.616914,0.245323,0.433346,0.699174,0.832711,0.633787,0.481326,0.586391,0.577937,0.378416,0.637692,0.547695,0.376021,0.558919,0.572132,0.746255,0.697066,0.568916,0.469998,0.58658,0.324772,0
0.143386,0.654119,0.310623,0.281378,0.615041,0.347721,0.521125,0.173801,0.573557,0.720084,0.581101,0.65062,0.377893,0.378397,0.488941,0.517787,0.219616,1,0.554792,0.66021,0.615448,0.536416,0.631067,0.722242,0.424416,0.653949,0.618131,0.409071,0.448561,0.496749,0.373689,0.439927,0.586378,0.594844,0.823538,0.587631,0.566513,0.555807,0.305297,0.496598,0
0.322265,0.897449,0.352178,0.352133,0.654457,0.490558,0.484537,0.164569,0.426616,0.72533,0.49621,0.579591,0.557264,0.287989,0.582568,0.43678,0.539329,0.497525,0.336551,0.557882,0.770721,0.752773,0.468865,0.788421,0.518717,0.56996,0.499902,0.461936,0.464629,0.804747,0.339066,0.73618,0.641942,0.392619,0.792791,0.889935,0.660833,0.346541,0.538944,0.666251,0
0.305242,0.916231,0.21276,0.523235,0.612191,0.198224,0.487068,0.451037,0.492468,0.297392,0.422558,0.142607,0.531668,0.391648,0.722179,0.425394,0.618642,0.658492,0.983186,0.655163,0.554073,0.562204,0.491118,0.156563,0.235774,0.40606,0.566369,0.204917,0.489335,0.719176,0.521679,0.610917,0.620837,0.393838,0.676338,0.627268,0.687678,0.561048,0.708646,0.669641,0
0.28656,0.880659,0.132058,0.616365,0.543668,0.120547,0.474776,0.52463,0.418004,0.415652,0.516572,0.363474,0.33696,0.291082,0.752378,0.291049,0.595778,0.391375,0.387523,0.408813,0.410464,0.551766,0.507335,0.664245,0.362734,0.493617,0.47025,0.415831,0.308214,0.818632,0.601017,0.664375,0.633225,0.476567,0.791037,0.700272,0.419964,0.59216,0.592642,0.511005,0
0.265919,0.833745,0.138607,0.639908,0.454665,0.208474,0.630108,0.472792,0.485891,0.178918,0.747746,0.434763,0.658671,0.414374,0.485359,0.334061,0.437334,0.615492,0.497244,0.472178,0.521715,0.435571,0.397157,0.411674,0.157127,0.464536,0.430545,0.357499,0.412821,0.798816,0.784375,0.451117,0.681507,0.606362,0.490446,0.673312,0.718877,0.619496,0.339912,0.320747,0
0.218451,0.791562,0.134922,0.60267,0.551192,0.121019,0.498719,0.27446,0.389114,0.454,0.567754,0.364331,0.407935,0.391498,0.629482,0.494885,0.388751,0.50575,0.613351,0.819312,0.299786,0.638297,0.53883,0.597106,0.504256,0.60876,0.509194,0.357595,0.624318,0.497362,0.640823,0.58153,0.76709,0.283407,0.743858,0.443662,0.422166,0.530597,0.416006,0.190123,0
0.218476,0.731276,0.319371,0.389691,0.383779,0.288261,0.503736,0.271562,0.528218,0.175827,1,0.474198,0.471728,0.621884,0.528188,0.700061,0.038073,0.828506,0.998,0.641919,0.539506,0.50112,0.581683,0.759186,0.576503,0.442784,0.655839,0.389697,0.653793,0.694392,0.16604,0.48348,0.671024,0.258393,0.455607,0.505049,0.653658,0.284806,0.506556,0.629995,0
0.285927,0.870365,0.416734,0.260012,0.668376,0.461384,0.448943,0.396736,0.668183,0.579324,0.512643,0.32621,0.561044,0.459941,0.694871,0.254836,0.529195,0.204004,0.85627,0.552255,0.408423,0.71862,0.597662,0.583381,0.012618,0.594107,0.544543,0.5162,0.417093,0.606874,0.475322,0.601806,0.795408,0.407697,0.637954,0.543229,0.828511,0.526978,0.447983,0.258083,1
0.238207,0.825811,0.361778,0.309228,0.660429,0.335347,0.484663,0.513044,0.77591,0.564276,0.482648,0.467132,0.716415,0.335254,0.807218,0.314184,0.488722,0.198844,0.824924,0.734175,0.167986,0.394383,0.52173,0.659332,0.358555,0.454257,0.582535,0.517901,0.461583,0.58877,0.59908,0.536502,0.69739,0.432116,0.504646,0.401383,0.616123,0.496612,0.828148,0.450792,1
0.204098,0.767634,0.347572,0.272938,0.603287,0.261341,0.511381,0.512808,0.590792,0.567692,0.648552,0.486502,0.671636,0.423724,0.443969,0.302635,0.588099,0.470504,0.79821,0.468136,0.032849,0.322467,0.440539,0.691396,0.388574,0.493705,0.45498,0.603122,0.573238,0.674786,0.498779,0.50094,0.567637,0.391636,0.569066,0.671437,0.62387,0.370045,0.524551,0.560398,1
0.158309,0.607895,0.442425,0.171305,0.474923,0.196093,0.602319,0.399767,0.643144,0.685611,0.558483,0.660511,0.291478,0.28239,0.659851,0.421702,0.616583,0.565224,0.862535,0.609041,0.581884,0.319252,0.352537,0.31824,0.450463,0.542666,0.540612,0.491297,0.331942,0.615411,0.348146,0.70778,0.826253,0.415777,0.457256,0.703712,0.528217,0.454771,0.586646,0.206437,1
0.383802,0.827987,0.330952,0.450785,0.363519,0.700656,0.667746,0.219802,0.58565,0.762097,0.517887,0.441804,0.432427,0.305629,0.658684,0.352561,0.36536,0.563649,0.870131,0.523418,0.297259,0.47667,0.396533,0.226459,0.692101,0.838131,0.542585,0.424164,0.318598,0.730238,0.451938,0.624308,0.824001,0.720389,0.576345,0.783459,0.509813,0.632491,0.826921,0.649755,1
0.287028,0.720342,0.325634,0.417026,0.431927,0.744164,0.748082,0.34027,0.59541,0.619839,0.316405,1,0.183121,0.280795,0.665536,0.04761,0.710197,0.318546,0.52254,0.752228,0.263634,0.576965,0.554818,0.341711,0.370028,0.675847,0.547528,0.27905,0.342609,0.783923,0.371848,0.529571,0.668476,0.369084,0.836673,0.552763,0.675717,0.31594,0.723476,0.776954,1
0.318712,0.849451,0.397294,0.305926,0.509476,0.555789,0.589413,0.287463,0.53675,0.467884,0.905109,0.571652,0.824289,0.428062,0.683796,0.458673,0.471928,0.483909,0.448802,0.73675,0.608465,0.45901,0.49455,0.604168,0.61232,0.447526,0.684332,0.264456,0.263952,0.466993,0.406199,0.691888,0.430321,0.295778,0.700188,0.61185,0.892922,0.484294,0.402367,0.359669,0
0.256934,0.785907,0.31534,0.352248,0.608035,0.454516,0.552372,0.463389,0.389172,0.793364,0.712494,0.52805,0.660621,0.411587,0.545333,0.321832,0.464002,0.720942,0.606962,0.495631,0.645975,0.514179,0.519205,0.250204,0.702179,0.593002,0.569684,0.491525,0.21882,0.632339,0.654805,0.681524,0.81377,0.729045,0.510145,0.779323,0.66983,0.657007,0.644695,0.284505,0
0.165224,0.643096,0.288178,0.368893,0.426276,0.417354,0.728117,0.493653,0.492332,0.526959,0.90579,0.728707,0.541148,0.411763,0.505801,0.510999,0.448214,0.43671,0.43005,0.523775,0.487386,0.41947,0.401644,0.484197,0.464135,0.646722,0.6424,0.455703,0.287577,0.39876,0.57218,0.32426,0.636678,0.486336,0.67125,0.456015,0.74255,0.287106,0.502506,0.448035,0
0.073483,0.505905,0.253792,0.366504,0.506411,0.384011,0.593152,0.411861,0.270175,0.58525,0.482933,0.584966,0.674568,0.282502,0.440158,0.430372,0.752754,0.559904,0.839414,0.506939,0.360581,0.377291,0.338213,0.630094,0.778605,0.376495,0.505992,0.683495,0.481872,0.523455,0.666913,0.471379,0.683006,0.40776,0.760532,0.663778,0.658118,0.549937,0.566959,0.753229,0
0.143342,0.563604,0.297076,0.397885,0.372397,0.545686,0.740704,0.390183,0.299152,0.478507,0.490746,0.831915,0.663308,0.32175,0.707217,0.415624,0.61343,0.209858,0.558874,0.788165,0.702271,0.63557,0.518416,0.683488,0.469791,0.486151,0.64786,0.318589,0.340455,0.566885,0.547828,0.275821,0.732473,0.497361,0.517197,0.827252,0.611431,0.607176,0.678275,0.28526,0
0.357757,0.804968,0.487921,0.315673,0.426397,0.517291,0.933978,0.05721,0.571006,0.694267,0.493203,0.542247,0.547868,0.428869,0.459005,0.425303,0.644656,0.108848,0.709053,0.580503,0.254609,0.572496,0.369008,0.26857,0.338526,0.879552,0.621668,0.528156,0.274161,0.758509,0.30439,0.483763,0.632324,0.436982,0.773137,0.631537,0.526227,0.430393,0.667675,0.724437,1
0.329271,0.823624,0.42747,0.36051,0.427893,0.411521,1,0.283366,0.534368,0.712425,0.566556,0.569274,0.810281,0.363969,0.589634,0.53041,0.462235,0.196567,0.580965,0.573816,0.373888,0.2316,0.440463,0.330017,0.476122,0.448701,0.586095,0.4293,0.284809,0.467751,0.695877,0.65555,0.435508,0.241945,0.495512,0.66607,0.155151,0.306212,0.511828,0.901785,1
0.236394,0.708098,0.349824,0.340123,0.39169,0.422386,0.836065,0.328494,0.713718,0.601581,0.820776,0.603679,0.927834,0.380594,0.609401,0.402148,0.588056,0.382003,0.770171,0.535235,0.405176,0.301267,0.563159,0.07276,0.550335,0.61894,0.590666,0.527687,0.361119,0.594361,0.594842,0.502641,0.490614,0.39339,0.618688,0.877842,0.507252,0.701119,0.690411,0.850391,1
0.100956,0.508824,0.403717,0.237053,0.297668,0.210087,0.763972,0.382566,0.805883,0.289301,0.850812,0.668255,0.360186,0.299077,0.725536,0.525201,0.624731,0.537608,0.996431,0.234616,0.721893,0.454353,0.412952,0.553658,0.720746,0.573862,0.586267,0.577462,0.410395,0.638529,0.46337,0.423442,0.664956,0.403359,0.62686,0.47529,0.739667,0.683884,0.644178,0.511427,1
0.176627,0.661605,0.431255,0.213922,0.488694,0.118862,0.558681,0.3548,0.698682,0.649536,0.449333,0.763305,0.342886,0.633454,0.783978,0.673369,0.510854,0.587024,0.737833,0.455799,0.648673,0.14673,0.424832,0.33467,0.530802,0.693357,0.677515,0.296577,0.48716,0.534418,0.511211,0.520113,0.783319,0.358337,0.562444,0.480027,0.396826,0.556042,0.728052,0.101692,1
0.373613,0.964368,0.245452,0.534839,0.484593,0.519464,0.737269,0.653831,0.550359,0.016945,0.175662,0.689457,0.367876,0.276334,0.563223,0.477738,0.849372,0.653677,0.720125,0.819181,0.292101,0.706311,0.299129,0.562565,0.650014,0.34778,0.470529,0.581692,0.538156,0.489958,0.212036,0.580453,0.558063,0.223743,0.432083,0.834717,0.638603,0.723374,0.51197,0.335782,0
0.350172,0.937033,0.244481,0.492447,0.495576,0.531172,0.635709,0.88923,0.542835,0.095251,0.256154,0.710517,0.392339,0.247431,0.564006,0.522577,0.607711,0.771289,0.725957,0.744471,0.402948,0.477753,0,0.374471,0.407774,0.201055,0.439879,0.603361,0.336314,0.666729,0.419219,0.554662,0.665157,0.395976,0.565843,0.919651,0.291004,0.389622,0.521409,0.652795,0
0.332733,0.938416,0.204255,0.601466,0.467366,0.425202,0.748935,0.993953,0.551334,0.18736,0.468936,0.676556,0.529264,0.402586,0.680782,0.447874,0.503999,0.498817,0.587492,0.609198,0.882784,0.831283,0.467581,0.8007,0.51478,1,0.58686,0.617461,0.516896,0.531264,0.546052,0.468347,0.616477,0.362616,0.616507,0.385318,0.37093,0.55607,0.407019,0.945998,0
0.306866,0.897413,0.233479,0.505576,0.619042,0.29017,0.581476,0.862085,0.408397,0.446086,0.259185,0.669075,0.406496,0.826746,0.682387,0.439956,0.611015,0.573824,0.595319,0.428714,0.494437,0.412399,0.236065,0.289295,0.549415,0.614671,0.619676,0.745216,0.381385,0.558936,0.50302,0.717351,0.471905,0.574855,0.595543,0.39116,0.849812,0.641927,0.559017,0.575817,0
0.288684,0.885711,0.329773,0.438276,0.684672,0.338026,0.630666,0.956411,0.458508,0.430789,0.308786,0.696094,0.440301,0.543942,0.628432,0.045927,0.284607,0.556277,0.759126,0.43573,0.385506,0.580923,0.434611,0.680364,0.704018,0.767801,0.656297,0.563631,0.424428,0.589563,0.444175,0.520439,0.540003,0.480358,0.686254,0.445762,0.573418,0.465285,0.588329,0.513759,0
0.375984,0.8019,0.285038,0.457715,0.274768,0.556874,0.495246,0.444703,0.678467,0.64045,0.587111,0.508566,0.524606,0.322418,0.730359,0.154381,0.78063,0.622557,0.791119,0.728323,0.33103,0.48453,0.479656,0.353478,0.710415,0.500572,0.523928,0.502102,0.61119,0.676098,0.225346,0.38357,0.506314,0.443241,0.800689,0.368169,0.418059,0.429694,0.501272,0.277205,0
0.367716,0.79113,0.338302,0.418261,0.300861,0.587838,0.527118,0.501935,0.534787,0.726554,0.667682,0.540089,0.522973,0.236997,0.835894,0.142707,0.711054,0.5506,0.540039,0.607465,0.444917,0.319784,0.467042,0.448846,0.662674,0.523313,0.622766,0.463879,0.452265,0.647669,0.141053,0.45616,0.688618,0.494261,0.505761,0.453505,0.292699,0.65333,0.582239,0.403385,0
0.262541,0.686326,0.153459,0.573888,0.206146,0.610986,0.300524,0.638498,0.49013,0.527611,0.452338,0.56432,0.721407,0.222962,0.591221,0.208218,0.665975,0.496437,0.572021,0.468005,0.482701,0.347238,0.61812,0.34094,0.517994,0.479013,0.57277,0.379393,0.404383,0.781022,0.042625,0.920639,0.574571,0.499,0.562488,0.496949,0.591952,0.340456,0.360775,0.457142,0
0.199451,0.61113,0.196704,0.500291,0.229408,0.594498,0.389717,0.653341,0.432522,0.566508,0.55841,0.757226,0.82788,0.238035,0.510405,0.219907,0.552674,0.460018,0.749021,0.421008,0.29627,0.520693,0.439175,0.257426,0.43193,0.704299,0.525112,0.453679,0.348749,0.618579,0.300371,0.668587,0.776472,0.457158,0.651661,0.541213,0.534156,0.560551,0.465426,0.671727,0
0.242035,0.634352,0.242036,0.568764,0.238658,0.535453,0.638978,0.206765,0.378339,0.697111,0.19688,0.806509,0.586076,0.696468,0.850779,0.260932,0.464385,0.482642,0.534123,0.554551,0.338316,0.568374,0.358873,0.843718,0.514314,0.731583,0.514122,0.376225,0.376116,0.645154,0.453094,0.696303,0.681479,0.495704,0.524186,0.967634,0.545967,0.709521,0.515966,0.330711,0
0.390824,0.940196,0.374469,0.389421,0.353106,0.45285,0.408643,0.256096,0.705764,0.365324,0.646147,0.693422,0.725466,0.769291,0.633044,0.496261,0.658417,0.583716,0.92303,0.497344,0.369331,0.655928,0.31793,0.83303,0.711413,0.421514,0.680748,0.739255,0.312379,0.627417,0.815003,0.590218,0.712248,0.486429,0.574582,0.612821,0.569548,0.347761,0.601048,0.481967,0
0.311296,0.855353,0.321901,0.340895,0.551132,0.366461,0.359403,0.401687,0.551506,0.613473,0.67359,0.550904,0.589553,0.414856,0.581832,0.399745,0.574957,0.505713,0.599084,0.554049,0.515778,0.310876,0.722793,0.445312,0.583077,0.425218,0.437992,0.599303,0.306125,0.864917,0.332702,0.534961,0.734187,0.454374,0.442736,0.779459,0.476239,0.346837,0.6061,0.668307,0
0.329953,0.850316,0.303436,0.426629,0.345052,0.228079,0.565084,0.551106,0.540652,0.441557,0.813658,0.80324,0.788496,0.710674,0.721797,0.393662,0.894895,0.455562,0.411278,0.481014,0.509675,0.585673,0.68376,0.706131,0.676818,0.462216,0.656297,0.466342,0.371986,0.653891,0.72037,0.461779,0.681637,0.526202,0.825774,0.795292,0.663233,0.502925,0.464957,0.671841,0
0.252552,0.713466,0.349889,0.34414,0.34711,0.383585,0.46203,0.238022,0.572825,0.263206,0.682451,0.633767,0.684774,0.474718,0.576045,0.138517,0.613708,0.467986,0.542103,0.644024,0.551875,0.352157,0.714034,0.482308,0.433107,0.507259,0.607513,0.356555,0.314778,0.723397,0.528023,0.716328,0.676457,0.406633,0.59216,0.257525,0.423823,0.566405,0.696413,0.865321,0
0.288728,0.679138,0.451686,0.291223,0.192754,0.571999,0.24443,0.218435,0.447736,0.348115,0.379691,0.505825,0.389811,0.401578,0.458668,0.480652,0.227934,0.459008,0.895399,0.495254,0.557818,0.502063,0.936764,0.875792,0.31074,0.539616,0.722058,0.496977,0.377952,0.658158,0.138028,0.86885,0.519658,0.516528,0.780281,0.277714,0.511728,0.366192,0.403923,0.640134,0
0.244566,0.80121,0.435334,0.263424,0.75234,0.466045,0.754912,0.610216,0.414225,0.391317,0.412078,0.493428,0.338597,0.702924,0.626219,0.477832,0.525812,0.131566,0.681383,0.805964,0.25461,0.299368,0.761904,0.494094,0.504241,0.693813,0.595192,0.485401,0.313085,0.648037,0.416538,0.372955,0.686877,0.520575,0.555433,0.693061,0.562462,0.481756,0.572428,0.531643,1
0.198009,0.75889,0.387316,0.325971,0.783078,0.434734,0.893619,0.771952,0.357541,0.492452,0.503367,0.318323,0.575893,0.705256,0.609925,0.450472,0.305628,0.325472,0.741548,0.464254,0.620204,0.260831,0.48753,0.494286,0.342314,0.714047,0.610466,0.469865,0.296953,0.630881,0.639668,0.545945,0.655131,0.553194,0.602361,0.564522,0.457133,0.38312,0.629288,0.412277,1
0.128809,0.672227,0.228663,0.472362,0.826091,0.478583,0.947016,0.677185,0.524475,0.468416,0.264287,0.361225,0.674984,0.600908,0.665808,0.113834,0.545843,0.497906,0.753828,0.370203,0.508561,0.40919,0.647937,0.332527,0.482646,0.47373,0.561483,0.368526,0.35203,0.71387,0.542779,0.594989,0.553246,0.393155,0.588683,0.64478,0.567363,0.348393,0.478614,0.63202,1
0.112247,0.629409,0.465308,0.205581,0.780518,0.40448,0.769871,0.779707,0.58747,0.329999,0.449489,0.575201,0.402305,0.446165,0.847635,0.351395,0.528355,0.390895,0.709936,0.600173,0.741417,0.373703,0.491657,0.611961,0.515297,0.414961,0.621571,0.535088,0.427685,0.726166,0.45735,0.561688,0.653325,0.423248,0.75605,0.429383,0.565801,0.428616,0.883951,0.01334,1
0.379932,0.934455,0.26686,0.492826,0.410383,0.492235,0.515732,0.334973,0.658139,0.336711,0.530188,0.678436,0.244677,0.013507,0.71541,0.584954,0.647487,0.311367,0.608207,0.273059,0.745285,0.572425,0.327471,0.60902,0.520162,0.568561,0.500159,0.641784,0.392786,0.753244,0.854878,0.642386,0.723266,0.512559,0.776532,0.508599,0.402897,0.748485,0.541524,0.367676,1
0.359675,0.942886,0.25548,0.451466,0.519731,0.332198,0.341777,0.379984,0.531458,0.345441,0.27471,0.518406,0.180813,0.157543,0.731257,0.460018,0.680193,0.394449,0.745075,0.420119,0.751689,0.430038,0.509424,0.589879,0.679897,0.512899,0.690889,0.703498,0.331735,0.614978,0.558648,0.63648,0.585888,0.622819,0.699971,0.779442,0.489404,0.5718,0.570261,0.173166,1
0.340777,0.895963,0.139803,0.592828,0.356427,0.446603,0.561695,0.48016,0.61458,0.452222,0.518017,0.622345,0.502935,0.121396,0.707691,0.371399,0.567338,0.484269,0.612314,0.247231,0.650705,0.428494,0.490172,0.385728,0.51028,0.377516,0.742988,0.454016,0.387454,0.614963,0.58919,0.482431,0.579253,0.725612,0.550037,0.637763,0.767781,0.472617,0.550974,0.412334,1
0.31043,0.844843,0.20148,0.490591,0.512416,0.344215,0.496855,0.39255,0.545294,0.79949,0.41919,0.651659,0.40671,0.373733,0.655524,0.183269,0.542109,0.260874,0.604507,0.444026,0.571366,0.537291,0.524747,0.06282,0.595605,0.280051,0.720036,0.42369,0.254778,0.61264,0.479898,0.420476,0.699213,0.479121,0.586802,0.327291,0.583505,0.313944,0.423769,0.261486,1
0.283989,0.77051,0.244011,0.501935,0.394226,0.538287,0.647438,0.247539,0.633802,0.590385,0.511275,0.826951,0.234146,0.311757,0.661594,0.344343,0.604834,0.042058,0.575558,0.474164,0.514134,0.511002,0.698134,0.334236,0.410134,0.633581,0.674121,0.327295,0.566536,0.754463,0.406425,0.342378,0.474421,0.652948,0.421218,0.761246,0.598948,0.524321,0.765348,0.642116,1
0.351788,0.864294,0.339445,0.390095,0.472626,0.714138,0.759149,0.935841,0.53373,0.437432,0.615411,0.347905,0.626435,0.431809,0.80064,0.49656,0.342162,0.579694,0.763947,0.414236,0.377548,0.220533,0.768,0.279036,0.446779,0.532018,0.567549,0.622211,0.314253,0.484845,0.412344,0.589286,0.722513,0.352982,0.54849,0.513463,0.434,0.565375,0.384223,0.699192,1
0.304743,0.801927,0.243826,0.492125,0.437509,0.670791,0.669307,1,0.489284,0.475015,0.792829,0.312907,0.456848,0.512901,0.832096,0.339214,0.525593,0.344784,0.64687,0.312131,0.510634,0.36041,0.358579,0.542631,0.681662,0.504691,0.613018,0.53071,0.533411,0.626501,0.429914,0.527857,0.611857,0.550312,0.65791,0.572565,0.329789,0.832208,0.817119,0.496078,1
0.239828,0.755746,0.151564,0.602303,0.488434,0.577133,0.854805,0.774217,0.455225,0.381868,0.558542,0.556893,0.479692,0.567954,0.756048,0.265151,0.289056,0.381689,0.546952,0.59724,0.469916,0.352909,0.410379,0.599694,0.681501,0.738322,0.599967,0.4706,0.394341,0.53652,0.190428,0.380477,0.575338,0.30085,0.596435,0.498251,0.479249,0.602368,0.435053,0.467192,1
0.206098,0.715667,0.262159,0.448369,0.555624,0.545912,0.780152,0.75279,0.527527,0.168277,0.657401,0.602154,0.383286,0.750877,0.75174,0.204186,0.087275,0.406932,0.509386,0.534013,0.390816,0.39526,0.450007,0.446236,0.523609,0.488541,0.553334,0.640996,0.384329,0.566782,0.447889,0.564268,0.572788,0.326754,0.559188,0.432158,0.677041,0.374452,0.328831,0.489942,1
0.241734,0.729296,0.289114,0.476588,0.518383,0.575267,0.92158,0.873581,0.546686,0.377408,0.328053,0.558924,0.374242,0.539715,0.593093,0.192811,0.401318,0.540905,0.492338,0.553741,0.440582,0.205563,0.663886,0.539598,0.393522,0.767785,0.658657,0.515222,0.60313,0.65586,0.34299,0.828192,0.662198,0.644235,0.336021,0.839406,0.937813,0.57395,0.785141,0.522806,1
0.273073,0.854694,0.158582,0.464102,0.61821,0.411266,0.389023,0.374703,0.422042,0.478258,0.71987,0.384283,0.601788,0.479124,0.676651,0.301185,0.811631,0.511817,0.709832,0.66325,0.606707,0.43072,0.398485,0.182371,0.549543,0.315112,0.521601,0.209142,0.380695,0.824948,0.20738,0.524804,0.591779,0.247802,0.700535,0.30293,0.286147,0.624107,0.455496,0.149557,0
0.224205,0.788026,0.066979,0.619639,0.585364,0.36582,0.297378,0.234642,0.443696,0.57194,0.684893,0.470176,0.321512,0.394941,0.673657,0.357995,0.450509,0.436006,0.61256,0.350283,0.407941,0.606536,0.34555,0.395796,0.818732,0.535487,0.463388,0.551779,0.379179,0.641676,0,0.664755,0.577807,0.410404,0.2514,0.600272,0.582175,0.555597,0.240148,0.545572,0
0.211677,0.780601,0.035052,0.651118,0.612714,0.352342,0.46488,0.378569,0.333105,0.645961,0.736084,0.418572,0.408,0.488125,0.524666,0.584798,0.606284,0.37634,0.646406,0.494722,0.517122,0.758347,0.397954,0.094592,0.717628,0.777086,0.68727,0.52029,0.177105,0.638637,0.210001,0.646873,0.584501,0.694212,0.486398,0.491525,0.797132,0.577101,0.571179,0.843047,0
0.209251,0.785535,0.049968,0.643918,0.6397,0.440375,0.370832,0.063267,0.400645,0.594832,0.467394,0.517965,0.419163,0.848885,0.823012,0.478412,0.535448,0.579394,0.427645,0.526822,0.736657,0.827812,0.477479,0.495967,0.552111,0.852488,0.552171,0.521592,0.473322,0.693191,0.579334,0.455322,0.718091,0.522154,0.509482,0.580911,0.313601,0.436917,0.294735,0.629852,0
0.194609,0.70564,0.131901,0.573452,0.430761,0.599321,0.295489,0.158409,0.556339,0.338942,0.568036,0.765698,0.822173,0.77637,0.66909,0.515727,0.735316,0.523386,0.503147,0.616468,0.392306,0.399205,0.492298,0.157531,0.292373,0.391219,0.661132,0.351686,0.566826,0.679504,0.653888,0.411126,0.701612,0.331856,0.547363,0.812984,0.511346,0.421167,0.701415,0.765521,0
0.40821,1,0.467385,0.265323,0.610734,0.381573,0.435315,0.222549,0.418893,0.273402,0.240161,0.366213,0.219531,0.247382,0.601799,0.332191,0.759418,0.388733,0.601066,0.302987,0.356502,0.427321,0.600977,0.75958,0.483303,0.755075,0.745255,0.597479,0.213115,0.463579,0.48326,0.504566,0.481836,0.669598,0.774203,0.44972,0.581159,0.567999,0.333828,0.504182,0
0.376319,0.968588,0.371891,0.382542,0.505688,0.132747,0.410578,0.347793,0.437757,0.336343,0.216771,0.453121,0.282256,0.049052,0.646226,0.241813,0.726904,0.653517,0.432658,0.449671,0.352013,0.537393,0.44045,0.805935,0.301033,0.565149,0.761174,0.18204,0.429583,0.520478,0.253799,0.303129,0.667254,0.374342,0.689281,0.79193,0.618257,0.683751,0.577572,0.740124,0
0.328831,0.889467,0.317043,0.397087,0.431227,0.256151,0.245498,0.512094,0.287428,0.441745,0.416252,0.412235,0.718082,0.255056,0.640489,0.34041,0.700516,0.177832,0.856619,0.452323,0.192676,0.666807,0.493038,0.750743,0.501653,0.611516,0.549717,0.54732,0.366366,0.642339,0.455632,0.55756,0.679917,0.441195,0.777101,0.829471,0.678946,0.671795,0.733138,0.413826,0
0.294671,0.838454,0.287602,0.442475,0.431031,0.149524,0.235881,0.392443,0.342765,0.431624,0.452078,0.454902,0.645261,0.347089,0.66017,0.316408,0.625062,0.185198,0.776726,0.728032,0.281791,0.568446,0.399559,0.426365,0.335166,0.536559,0.583485,0.422423,0.47406,0.661554,0.28402,0.389349,0.661171,0.38206,0.7446,0.556535,0.741247,0.63903,0.658799,0.551109,0
0.30479,0.809472,0.341478,0.4202,0.39827,0.420899,0.630182,0.133043,0.474849,0.349949,0.644853,0.69369,0.250849,0.373939,0.411173,0.465119,0.435247,0.359579,0.561036,0.521902,0.386717,0.49241,0.728349,0.789883,0.250011,0.597164,0.623457,0.450218,0.632449,0.642918,0.466475,0.974423,0.53567,0.288919,0.580478,1,0.792679,0.750565,0.70537,0.536484,0
0.249166,0.736618,0.394504,0.266052,0.354385,0.25509,0.520776,0.631815,0.584819,0.286767,0.959904,0.578895,0.480153,0.412277,0.679005,0.404843,0.47678,0.28372,0.474675,0.614758,0.320707,0.245986,0.428341,0.502017,0.362725,0.797283,0.452886,0.546549,0.524063,0.675907,0.532633,0.665241,0.711688,0.448105,0.77552,0.479394,0.467534,0.551767,0.32099,0.447688,1
0.211816,0.639104,0.275546,0.445675,0.241335,0.355847,0.445095,0.59275,0.356801,0.307558,0.7622,0.631611,0.658159,0.365852,0.610583,0.246818,0.582626,0.532811,0.730672,0.345356,0.400791,0.483086,0.554771,0.272032,0.503457,0.761065,0.529048,0.545803,0.167863,0.693556,0.661225,0.650338,0.610021,0.460658,0.633885,0.586008,0.384047,0.486441,0.610372,0.412119,1
