@relation Dataset_T2_40d_PCA_BIN-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute label {0,1}

@data
0.182798,0.583899,0.314143,0.372677,0.219438,0.376991,0.481382,0.647395,0.359372,0.361583,0.606816,0.827694,0.704969,0.652878,0.652989,0.542024,0.919188,0.343548,0.630888,0.412658,0.287394,0.527112,0.439778,0.291046,0.461927,0.575469,0.544536,0.510993,0.365834,0.778709,0.390169,0.461976,0.886264,0.347135,0.842159,0.516186,0.439616,0.404203,0.482736,0.436576,1
0.137028,0.517156,0.345027,0.320281,0.229138,0.46934,0.444999,0.271577,0.55211,0.341589,0.403074,0.698527,0.529942,0.336686,0.612657,0.392009,0.13394,0.492321,0.887743,0.575196,0.371266,0.496855,0.475759,0.708283,0.704678,0.733258,0.480379,0.427911,0.38327,0.61246,0.42669,0.67092,0.521609,0.556166,0.781961,0.549565,0.422705,0.790165,0,0.31495,1
0.380426,0.893154,0.395947,0.326317,0.36503,0.308546,0.402497,0.512794,0.528659,0.313914,0.877797,0.516954,0.536945,0.47547,0.535455,0.273858,0.588198,0.477288,0.560915,0.391853,0.409441,0.211741,0.526407,0.439066,0.5898,0.561045,0.580303,0.385675,0.18932,0.546451,0.422531,0.558219,0.737012,0.53166,0.823491,0.697077,0.400151,0.601013,0.380547,0.395173,0
0.339306,0.837091,0.34772,0.391137,0.311708,0.238463,0.548364,0.362207,0.496501,0.451321,0.771104,0.690019,0.33541,0.481398,0.49625,0.322825,0.313496,0.410613,0.428812,0.501082,0.381746,0.293121,0.576639,0.591525,0.445199,0.784817,0.713775,0.310281,0.245269,0.529224,0.308602,0.27717,0.703496,0.552012,0.636024,0.328462,0.535319,0.396116,0.384417,0.801368,0
0.289036,0.800374,0.279075,0.449929,0.442159,0.046464,0.450291,0.500693,0.46913,0.669398,0.651595,0.576143,0.344792,0.377467,0.589468,0.285287,0.422285,0.502377,0.646267,0.576185,0.360313,0.404606,0.290491,0.146869,0.499264,0.685933,0.58015,0.357136,0.30917,0.657399,0.365047,0.55395,0.640398,0.395735,0.696082,0.576529,0.39212,0.528305,0.615819,0.477318,0
0.261416,0.793486,0.309634,0.405893,0.477913,0.129791,0.516383,0.554916,0.580119,0.810717,0.703038,0.480152,0.473776,0.365283,0.615572,0.631722,0.165449,0.420164,0.75654,0.56294,0.384051,0.337148,0.405261,0.265312,0.552344,0.478019,0.638434,0.47967,0.301265,0.557481,0.363572,0.865285,0.682565,0.450898,0.759359,0.630304,0.557516,0.556369,0.376569,0.728261,0
0.253565,0.749696,0.408325,0.23797,0.470366,0.14237,0.479637,0.589288,0.50214,0.571146,0.629016,0.657585,0.339344,0.394405,0.459507,0.247592,0.592133,0.585874,0.61279,0.511888,0.377182,0.127918,0.499333,0.147926,0.353399,0.654529,0.44376,0.40818,0.406847,0.795072,0.364195,0.685144,0.882358,0.462818,0.550398,0.491224,0.46833,0.746496,0.454822,0.867849,0
0.212712,0.731291,0.356027,0.280687,0.561535,0.248683,0.683785,0.407572,0.547986,0.584358,0.483398,0.608842,0.532143,0.373771,0.730009,0.297491,0.478643,0.640691,0.683683,0.52712,0.435155,0.278019,0.739849,0.116732,0.563186,0.484544,0.531706,0.781165,0.394608,0.659048,0.478852,0.742433,0.406799,0.438822,0.444575,0.716643,0.548389,0.773869,0.572561,0.175871,1
0.202469,0.674066,0.321882,0.326998,0.491073,0.514516,0.749556,0.388018,0.558047,0.301282,0.794699,0.788779,0.333401,0.430347,0.744582,0.357234,0.28324,0.530142,0.451646,0.176764,0.357538,0.659208,0.698206,0.063234,0.498435,0.484811,0.529081,0.561063,0.295011,0.886277,0.664056,0.570682,0.646938,0.41514,0.4969,0.478296,0.723332,0.639747,0.470669,0.674019,1
0.151631,0.600036,0.265587,0.390741,0.433758,0.380776,0.523599,0.366338,0.360035,0.725702,0.109246,0.655952,0.776444,0.772172,0.671241,0.604684,0.896789,0.669002,0.532108,0.354251,0.535348,0.047742,0.520042,0.510939,0.257942,0.399268,0.551064,0.554543,0.436637,0.617087,0.333131,0.872219,0.694438,0.525594,0.465603,0.567017,0.606211,0.707691,0.39452,0.757327,1
0.105391,0.517444,0.348787,0.304024,0.373131,0.479972,0.660065,0.397448,0.437554,0.417282,0.599192,0.642443,0.814365,0.177277,0.730514,0.415727,0.604093,0.424396,0.664973,0.484291,0.543639,0.596104,0.261021,0.686578,0.383699,0.4771,0.55644,0.586211,0.275516,0.582741,0.588364,0.654905,0.667745,0.420219,0.621882,0.709959,0.708569,0.476471,0.620746,0.55289,1
0.1697,0.521114,0.538633,0.15748,0.26769,0.436779,0.797881,0.370484,0.310929,0.382784,0.4336,0.6253,0.517044,0.276916,0.742687,0.387181,0.58139,0.436419,0.827254,0.366676,0.566483,0.254449,0.477612,0.623142,0.425621,0.400711,0.544087,0.47417,0.361948,0.786322,0.522415,0.528674,0.812187,0.606112,0.516901,0.66235,0.599004,0.366642,0.750519,0.510609,1
0.34432,0.916474,0.36483,0.319421,0.578046,0.873556,0.597538,0.813398,0.528988,0.424575,0.754207,0.532259,0.730945,0.43782,0.712948,0.67573,0.426473,0.666903,0.731946,0.80989,0.56899,0.329724,0.359789,0.677042,0.459556,0.390953,0.587919,0.352362,0.362686,0.576238,0.706687,0.333577,0.593565,0.573881,0.821058,0.319423,0.670925,0.820494,0.533058,0.743956,0
0.312065,0.870856,0.305701,0.379184,0.565485,0.783634,0.690661,0.753726,0.443371,0.255944,0.819913,0.53448,0.404369,0.699644,0.505504,0.737117,0.477265,0.324663,0.810554,0.54753,0.675499,0.481801,0.776919,0.706914,0.432341,0.59027,0.497781,0.327862,0.338438,0.788626,0.77163,0.58789,0.634373,0.574847,0.420374,0.653608,0.669214,0.699832,0.401391,0.661381,0
0.238103,0.801488,0.252793,0.376158,0.713497,0.505054,0.597461,0.855906,0.340237,0.445295,0.576992,0.605264,0.403302,0.684967,0.542301,0.338055,0.634714,0.398592,0.643994,0.752812,0.282561,0.524758,0.461639,0.777876,0.714385,0.575259,0.636559,0.6614,0.352469,0.649342,0.498616,0.534888,0.51842,0.558363,0.546984,0.701023,0.468404,0.765686,0.615965,0.655261,0
0.251366,0.810717,0.201736,0.426581,0.747688,0.667427,0.624425,0.660784,0.29181,0.39869,0.555467,0.478846,0.127003,0.799728,0.420296,0.69249,0.753437,0.187487,0.835864,0.723161,0.443918,0.708001,0.774716,0.301478,0.636327,0.556974,0.547659,0.451236,0.368639,0.730123,0.287171,0.684298,0.617775,0.535978,0.685829,0.982663,0.342929,0.632949,0.181267,0.3221,0
0.19927,0.695492,0.356421,0.256589,0.739358,0.617971,0.703395,0.513177,0.33473,0.382351,0.520838,0.589218,0.176138,0.716981,0.542973,0.350526,0.646226,0.305141,0.7858,0.523899,0.635853,0.361244,0.723621,0.28133,0.593154,0.40637,0.53473,0.634026,0.536741,0.722791,0.212042,0.567565,0.540116,0.414511,0.725848,0.775086,0.775362,0.554557,0.441543,0.430437,0
0.391495,0.841507,0.73692,0.79583,0.449403,0.254344,0.424837,0.267421,0.434922,0.283311,0.541618,0.524489,0.6402,0.818086,0.630996,0.473647,0.371535,0.592286,0.740266,0.376215,0.479851,0.328632,0.385547,0.591246,0.671543,0.734384,0.554211,0.476117,0.260451,0.534651,0.765204,0.61297,0.353923,0.545622,0.966378,0.709589,0.578455,0.689755,0.613187,0.278406,0
0.384081,0.805708,0.713003,0.83142,0.413815,0.231827,0.238323,0.30977,0.550552,0.161547,0.617758,0.527139,0.666741,0.417123,0.428475,0.141417,0.488246,0.51419,0.849423,0.323829,0.4727,0.25199,0.628958,0.325175,0.549489,0.688648,0.610383,0.574127,0.388216,0.645295,0.446995,0.64067,0.480078,0.30523,0.778862,0.705958,0.300133,0.254962,0.706046,0.368107,0
0.361968,0.769053,0.637353,1,0.420097,0.255142,0.645311,0.386654,0.479895,0.502401,0.408659,0.514724,0.833059,0.809241,0.73335,0.579605,0.40165,0.562551,0.784603,0.461605,0.671787,0.420293,0.684172,0.418404,0.669624,0.582155,0.60795,0.500008,0.263123,0.882567,0.538219,0.440505,0.630267,0.501476,0.668965,0.875661,0.191281,0.421403,0.630739,0.50988,0
0.336338,0.746593,0.705814,0.852006,0.447105,0.290267,0.501461,0.475265,0.539727,0.424187,0.773077,0.484108,0.713552,0.486941,0.561112,0.466533,0.385474,0.185575,0.818519,0.495057,0.662489,0.262669,0.529278,0.258301,0.480308,0.473976,0.614939,0.573657,0.383482,0.792206,0.524465,0.718573,0.49365,0.429719,0.715366,0.777613,0.074303,0.314223,0.850827,0.69234,0
0.320052,0.669389,0.739275,0.836383,0.393073,0.275875,0.748145,0.335222,0.463969,0.558607,0.305586,0.466125,0.599889,0.755473,0.583321,0.505146,0.501105,0.612133,0.62132,0.443465,0.457689,0.158755,0.712388,0.829701,0.301354,0.617097,0.525703,0.609069,0.603031,0.901133,0.402515,0.540765,0.583961,0.421936,0.82752,0.698395,0.439196,0.57764,0.394488,0.311754,0
0.395848,0.928592,0.373417,0.332329,0.395759,0.621591,0.590486,0.055993,0.641451,0.504604,0.638539,0.558624,0.542952,0.425784,0.358016,0.585407,0.620058,0.322335,0.752231,0.584058,0.766705,0.27296,0.496185,0.348559,0.332798,0.538481,0.596947,0.672601,0.453068,0.794399,0.394086,0.289505,0.518519,0.624183,0.65551,0.200097,0.291186,0.620671,0.532114,0.66722,1
0.341798,0.851763,0.3248,0.352017,0.389898,0.457208,0.610654,0.242669,0.567972,0.478158,0.651169,0.769155,0.499053,0.474235,0.351122,0.207519,0.648591,0.280339,0.473051,0.513362,0.548669,0.210898,0.406748,0.168092,0.325624,0.500131,0.581165,0.215803,0.285118,0.703316,0.473539,0.481237,0.648154,0.370985,0.776089,0.705611,0.35865,0.648038,0.391325,0.309176,1
0.301799,0.847207,0.246091,0.427433,0.533318,0.273748,0.516592,0.244636,0.54635,0.78221,0.419237,0.786947,0.555339,0.734918,0.714251,0.294562,0.524004,0.423425,0.340672,0.324927,0.443247,0.210963,0.370411,0.20581,0.705463,0.351801,0.56719,0.455543,0.348346,0.736925,0.726057,0.53098,0.529297,0.53267,0.597263,0.672044,0.37648,0.67392,0.560615,0.437311,1
0.23979,0.7796,0.25409,0.415297,0.507271,0.192811,0.700266,0.340404,0.412098,0.88286,0.615953,0.552668,0.553988,0.428037,0.462999,0.668611,0.45625,0.260808,0.271091,0.68746,0.407783,0.311275,0.447903,0.674328,0.49007,0.420714,0.634562,0.653229,0.254884,0.635508,0.408422,0.364069,0.543376,0.485993,0.743818,0.570513,0.490862,0.629827,0.505919,0.798923,1
0.232139,0.740478,0.342377,0.338502,0.546189,0.292823,0.653495,0.327923,0.507546,0.773107,0.705684,0.549945,0.449069,0.342801,0.638596,0.631728,0.350091,0.180248,0.639287,0.206442,0.513734,0.367786,0.632602,0.700299,0.727222,0.502806,0.463535,0.666156,0.440585,0.941012,0.411389,0.541437,0.6959,0.407347,0.747639,0.617935,0.657999,0.437471,0.602394,0.366347,1
0.276301,0.838529,0.384967,0.250102,0.596951,0.431441,0.418547,0.611909,0.50586,0.709142,0.581942,0.506858,0.615955,0.359846,0.476333,0.329134,0.700276,0.529814,0.663615,0.758925,0.551909,0.453564,0.156163,0.296378,0,0.762871,0.432654,0.547807,0.431614,0.789387,0.400036,0.678785,0.574436,0.82317,0.602226,0.697773,0.599334,0.668159,0.447738,0.407223,0
0.211174,0.750771,0.330641,0.241914,0.603403,0.549326,0.249559,0.77155,0.57011,0.777101,0.863274,0.668111,0.426243,0.275328,0.637609,0.543019,0.615334,0.557281,0.619153,0.564406,0.473727,0.577599,0.346309,0.339193,0.398633,0.591173,0.593022,0.581053,0.311097,0.722566,0.394779,0.823415,0.647517,0.554473,0.820608,0.645131,0.649152,0.416104,0.720722,0.504696,0
0.128308,0.645924,0.296561,0.275415,0.648688,0.466044,0.477774,0.559333,0.457329,0.681531,0.807878,0.733648,0.429477,0.24781,0.428738,0.40071,0.793994,0.675033,0.512395,0.50551,0.371306,0.607112,0.267539,0.619221,0.617741,0.774842,0.597809,0.528914,0.453555,0.613723,0.56384,0.697846,0.55137,0.303506,0.748861,0.237851,0.53124,0.347213,0.775413,0.527828,0
0.117477,0.586355,0.335531,0.268242,0.60711,0.452527,0.60421,0.340453,0.37064,0.57515,0.484106,0.694102,0.459186,0.358805,0.419421,0.489439,0.92208,0.50601,0.819755,0.558989,0.340348,0.688204,0.668178,0.621719,0.683436,0.748315,0.609881,0.519823,0.332875,0.594372,0.86406,0.697162,0.498091,0.502864,0.641542,0.559774,0.583658,0.280964,0.503992,0.32425,0
0.094484,0.49641,0.41087,0.231039,0.524929,0.610375,0.463365,0.263549,0.43716,0.654598,0.205665,0.790502,0.303469,0.044605,0.691438,0.540935,0.702453,0.584768,0.793203,0.717608,0.494955,0.422709,0.571726,0.150596,0.516194,0.872592,0.529511,0.472995,0.395711,0.550155,0.780017,0.562785,0.838335,0.593018,0.614264,0.728751,0.551183,0.549722,0.507612,0.201342,0
0.324277,0.911039,0.439035,0.250794,0.680929,0.41789,0.55637,0.284552,0.404345,0.493609,0.593954,0.515436,0.623898,0.571544,0.478895,0.358597,0.551293,0.231381,0.85046,0.724473,0.378364,0.54792,0.27698,0.559386,0.678416,0.736856,0.57571,0.568807,0.283094,0.637951,0.535081,0.825534,0.700816,0.149502,0.685888,0.685556,0.529029,0.476401,0.718266,0.489043,0
0.265116,0.840064,0.299189,0.33561,0.674154,0.434385,0.450595,0.3459,0.408402,0.587661,0.722205,0.513069,0.639443,0.374898,0.646313,0.245226,0.760951,0.348964,0.481953,0.585629,0.372011,0.513642,0.528473,0.437836,0.510362,0.669817,0.609768,0.393544,0.30412,0.568253,0.459062,0.437665,0.58828,0.413222,0.645857,0.514596,0.505481,0.562791,0.830543,0.155245,0
0.203959,0.786224,0.247715,0.357008,0.683814,0.360892,0.365886,0.550278,0.546146,0.501886,0.629034,0.5578,0.429,0.383229,0.700379,0.38312,0.326214,0.639496,0.433079,0.668105,0.271044,0.622297,0.448253,0.216501,0.422797,0.402824,0.547548,0.354554,0.32365,0.66963,0.626628,0.555546,0.577788,0.465012,0.729802,0.661915,0.39484,0.212802,0.553588,0.166739,0
0.178348,0.736618,0.241784,0.357074,0.621902,0.349265,0.435828,0.626887,0.533604,0.64469,0.691182,0.655859,0.502361,0.388397,0.678868,0.479039,0.392254,0.610235,0.531862,0.724448,0.273003,0.561857,0.529378,0.599098,0.575166,0.619481,0.453785,0.500475,0.357008,0.745275,0.506518,0.597917,0.525004,0.571746,0.698652,0.688103,0.551621,0.408964,0.493368,0.530899,0
0.22884,0.716653,0.38599,0.260649,0.480273,0.441477,0.650884,0.300449,0.50265,0.456612,0.859373,0.801205,0.566036,0.396085,0.669574,0.477164,0.455949,0.418558,0.41395,0.677441,0.481229,0.614724,0.505272,0.56852,0.379543,0.686621,0.431157,0.596325,0.462661,0.720379,0.522509,0.62144,0.490186,0.453499,0.825756,0.770951,0.958841,0.693744,0.667705,0.779806,0
0.335557,0.94611,0.368025,0.322937,0.55842,0.240264,0.200543,0.450157,0.602221,0.368674,0.657171,0.320587,0.505636,0.489718,0.7339,0.158441,0.522442,0.223237,0.716976,0.459902,0.497341,0.483976,0.426382,0.871052,0.265419,0.245183,0.677424,0.604633,0.33197,0.686837,0.143347,0.602804,0.811469,0.445518,0.495482,0.657148,0.794194,0.575063,0.499528,0.494278,0
0.273592,0.863151,0.261567,0.38814,0.586352,0.389724,0.193029,0.627807,0.551502,0.535766,0.803565,0.429608,0.305368,0.386508,0.708827,0.540229,0.612277,0.111462,0.752253,0.375988,0.435015,0.46604,0.480611,0.400202,0.284578,0.46355,0.651858,0.302045,0.453165,0.721699,0.296605,0.363993,0.704044,0.516848,0.850831,0.679469,0.693704,0.397845,0.655172,0.342708,0
0.243761,0.829063,0.197488,0.481376,0.547412,0.350385,0.355283,0.592251,0.522075,0.718498,0.62563,0.478306,0.473494,0.820705,0.644624,0.557453,0.637818,0.359905,0.722555,0.394753,0.460935,0.422961,0.282495,0.682825,0.289349,0.708825,0.736927,0.380428,0.392848,0.614019,0.595744,0.623543,0.863229,0.589717,0.763073,0.60703,0.762779,0.558278,0.386463,0.465376,0
0.191827,0.726368,0.197975,0.491887,0.443906,0.492821,0.613938,0.372026,0.592725,0.452737,0.845495,0.642748,0.590821,0.57425,0.324703,0.258097,0.46538,0.451278,0.78964,0.415373,0.168251,0.384749,0.514973,1,0.466263,0.350934,0.619708,0.415346,0.45694,0.583878,0.494176,0.325115,0.484594,0.509574,0.417543,0.684002,0.564153,0.530214,0.500344,0.242981,0
0.237024,0.724785,0.318445,0.432277,0.411072,0.414234,0.635568,0.19171,0.729852,0.585088,0.678128,0.639489,0.52353,0.39918,0.602471,0.341775,0.075421,0.599034,0.639951,0.607673,0.473467,0.157863,0.431873,0.460527,0.373498,0.469926,0.752254,0.338815,0.578053,0.449052,0.59215,0.514863,0.506612,0.493882,0.654878,0.788747,0.648883,0.468852,0.625902,0.686425,0
0.365881,0.942077,0.468387,0.231857,0.604762,0.532871,0.340187,0.405298,0.54911,0.561768,0.52524,0.54842,0.474594,0.40975,0.579294,0.428588,0.6055,0.214424,0.678303,0.677822,0.481522,0.146717,0.755356,0.81939,0.799581,0.730886,0.532143,0.407267,0.282102,0.659809,0.477061,0.439019,0.842013,0.651996,0.518825,0.790921,0.605727,0.759501,0.473573,0.508522,0
0.298977,0.824622,0.441552,0.190471,0.577381,0.512998,0.194078,0.381613,0.619354,0.642481,0.563528,0.769203,0.509836,0.747706,0.849789,0.338005,0.689732,0.764619,0.507302,0.678517,0.339339,0.177584,0.469607,0.257093,0.316743,0.519141,0.592905,0.594295,0.478349,0.725143,0.445195,0.235798,0.549693,0.46761,0.706796,0.347575,0.614857,0.593685,0.472241,0.941473,0
0.292479,0.804756,0.362586,0.295343,0.4136,0.514027,0.545682,0.434745,0.725842,0.514259,0.858026,0.760672,0.804213,0.500729,0.595383,0.165042,0.477282,0.55507,0.663531,0.659948,0.474831,0.699227,0.477989,0.359448,0.463133,0.256774,0.559837,0.602348,0.399049,0.669138,0.497868,0.522555,0.580474,0.625861,0.616667,0.615598,0.696235,0.43946,0.484582,0.174349,0
0.417127,0.923008,0.370462,0.379998,0.338172,0.643251,0.452163,0.475703,0.639659,0.508191,0.526207,0.582468,0.182742,0.082634,0.572467,0.737546,0.638447,0.615857,0.796716,0.379385,0.226054,0.266606,0.509355,0.761985,0.580749,0.625967,0.472271,0.334553,0.216596,0.729507,0.47339,0.364282,0.775423,0.845278,0.501046,0.674651,0.562908,0.571453,0.443279,0.556981,0
0.413399,0.93376,0.392207,0.347792,0.333036,0.57412,0.452999,0.422856,0.58415,0.391433,0.47925,0.519783,0.370357,0.37674,0.555689,0.741369,0.966071,0.634252,0.639178,0.606716,0.566257,0.456564,0.240108,0.770509,0.273138,0.646086,0.646793,0.468398,0.285988,0.656723,0.514863,0.876398,0.767804,0.663967,0.522989,0.436851,0.524691,0.17837,0.562475,0.553683,0
0.329863,0.83728,0.371816,0.346319,0.366895,0.355707,0.631931,0.404627,0.423622,0.42898,0.821196,0.660875,0.493255,0.36179,0.539697,0.380546,0.530561,0.538486,0.407996,0.436826,0.714084,0.508741,0.29599,0.340311,0.330225,0.620566,0.616965,0.459836,0.414197,0.667137,0.480653,0.443109,0.474941,0.754873,0.81407,0.592979,0.480479,0.542173,0.828982,0.278258,0
0.208464,0.660188,0.401152,0.285205,0.324171,0.309626,0.436198,0.564901,0.426051,0.323838,0.721477,0.769018,0.748666,0.33335,0.542821,0.421348,0.433368,0.30439,0.390029,0.603488,0.321533,0.42579,0.506477,0.548948,0.410993,0.439553,0.609536,0.475318,0.183364,0.670448,0.535391,0.669361,0.697954,0.477111,0.683145,0.589323,0.42987,0.474713,0.370091,0.460718,0
0.207532,0.58603,0.529202,0.123757,0.160886,0.375146,0.303962,0.692502,0.602961,0.399131,0.608659,0.631491,0.690541,0.27135,0.493766,0.346757,0.453276,0.402707,0.967926,0.384573,0.401693,0.366162,0.497486,0.49238,0.370386,0.473453,0.582271,0.434777,0.401265,0.719445,0.335712,0.606376,0.712529,0.784981,0.635315,0.599119,0.557845,0.591108,0.552892,0.245912,0
0.189643,0.611375,0.280682,0.379708,0.24574,0.562931,0.282071,0.493266,0.543313,0.354241,0.656864,0.484098,0.628914,0.428758,0.689236,0.313137,0.671651,0,0.70905,0.631756,0.34559,0.438983,0.530392,0.680653,0.433472,0.601668,0.630278,0.418108,0.352601,0.599056,0.178336,0.481375,0.589387,0.66698,0.732749,0.503741,0.653211,0.566395,0.536329,0.954329,0
0.15324,0.611457,0.187433,0.459604,0.275777,0.527849,0.361622,0.465224,0.559903,0.308573,0.688895,0.661503,0.711497,0.394804,0.504657,0.39377,0.573723,0.214904,0.737712,0.46893,0.180818,0.378827,0.650318,0.793683,0.619383,0.352892,0.633767,0.379991,0.381578,0.792662,0.551359,0.659257,0.543601,0.611883,0.397795,0.384622,0.243914,0.894832,0.325204,0.631865,0
0.107215,0.549497,0.175443,0.471632,0.272307,0.384738,0.486049,0.434927,0.567208,0.334468,0.695336,0.665258,0.687057,0.40455,0.509236,0.569271,0.700727,0.132085,0.837315,0.559192,0.375465,0.543752,0.491739,0.416056,0.549335,0.357915,0.630261,0.563099,0.335938,0.746248,0.600368,0.643714,0.500004,0.637066,0.55187,0.765244,0.394834,0.739844,0.441663,0.833867,0
0.05823,0.505006,0.273302,0.281935,0.413673,0.344109,0.171981,0.377715,0.58341,0.431591,0.469816,0.504751,0.487994,0.230769,0.768461,0.516375,0.454521,0.652451,0.869036,0.63643,0.43633,0.229939,0.500744,0.379286,0.622542,0.641671,0.580169,0.671024,0.369864,0.665808,0.405968,0.513952,0.593789,0.789523,0.609359,0.576424,0.552002,1,0.347997,1,0
0.236854,0.668624,0.324337,0.39007,0.300571,0.660854,0.458493,0.349922,0.427175,0.516035,0.558534,0.547497,0.647871,0.432756,0.576922,0.382955,0.470467,0.263498,0.954909,0.469082,0.26106,0.542572,0.597391,0.291511,0.51855,0.597743,0.536774,0.420903,0.514118,0.747468,0.198364,0.283456,0.685721,0.626544,0.688608,0.923948,0.527768,0.69198,0.748554,0.555798,0
0.283239,0.872309,0.30424,0.311198,0.695846,0.632753,0.392223,0.150915,0.403864,0.452781,0.58964,0.43008,0.551701,0.532341,0.381929,0.339045,0.817393,0.459174,0.718112,0.680621,0.326045,0.484744,0.697473,0.543192,0.565562,0.830514,0.686258,0.568484,0.433978,0.581522,0.648257,0.638878,0.577443,0.46673,0.478579,0.518784,0.238145,0.467011,0.632795,0.457421,0
0.256467,0.870399,0.283975,0.385076,0.678796,0.526724,0.365377,0.484292,0.462559,0.60558,0.715949,0.275133,0.620288,0.434641,0.593926,0.49689,0.49543,0.319831,0.547139,0.533367,0.431103,0.226942,0.367484,0.799614,0.372481,0.485232,0.586946,0.443704,0.302969,0.677055,0.533693,0.52529,0.627665,0.667443,0.582479,0.616787,0.459051,0.428725,0.487846,0.097373,0
0.206967,0.810305,0.187887,0.475517,0.726722,0.568175,0.689954,0.413176,0.392531,0.697841,0.676469,0.167804,0.999853,0.358651,0.435119,0.362655,0.719041,0.617877,0.807993,0.166511,0.570399,0.48662,0.629353,0.541091,0.423855,0.681527,0.515768,0.429366,0.523493,0.744062,0.504847,0.472874,0.720763,0.476759,0.515474,0.2725,0.407436,0.704931,0.706691,0.399262,0
0.109925,0.648362,0.20145,0.385255,0.591277,0.391525,0.370995,0.545018,0.392425,0.481955,0.618234,0.4631,0.740423,0.4151,0.587904,0.320946,0.616297,0.461031,0.718002,0.551781,0.553039,0.485367,0.561776,0.620915,0.389874,0.451922,0.594453,0.578069,0.433883,0.622041,0.419251,0.531111,0.666542,0.532747,0.74859,0.503873,0.825267,0.307326,0.533221,0.374614,0
0.119212,0.655699,0.246082,0.371885,0.637566,0.516965,0.344382,0.201474,0.448414,0.645654,0.418309,0.553401,0.465524,0.810511,0.661715,0.633352,0.468459,0.556777,0.794935,0.533456,0.344516,0.572056,0.217152,0.904537,0.336764,0.537423,0.604651,0.442185,0.389496,0.613525,0.613769,0.583257,0.688657,0.624104,0.621167,0.563322,0.449552,0.509847,0.531025,0.457734,0
0.371049,0.695662,0.5662,0.185999,0.204522,0.485039,0.438318,0.601548,0.524623,0.583093,0.514987,0.176631,0.948128,0.293795,0.738495,0.387105,0.447773,0.247323,0.511496,0.395607,0.249898,0.528257,0.958669,0.141998,0.549545,0.821936,0.612234,0.423558,0.187276,0.581164,0.341927,0.852164,0.775229,0.530528,0.54176,0.634402,0.459424,0.456045,0.175507,0.650182,1
0.355961,0.625301,0.56509,0.202195,0,0.39293,0.214937,0.762214,0.459436,0.781595,0.08883,0.575391,0.871561,0.552307,0.699089,0.465753,0.315066,0.340064,0.421095,0.615096,0.342881,0.582828,0.408103,0.551816,0.635979,0.603478,0.517545,0.163647,0.438878,0.747117,0.52024,0.601833,0.555519,0.583869,0.755608,0.398552,0.633394,0.62698,0.435499,0.436049,1
0.316694,0.63774,0.394963,0.355655,0.237841,0.348322,0.902377,0.340051,0.599676,0.69176,0.534105,0.399603,0.287824,0.504946,0.658582,0.183746,0.805554,0.429942,0.692558,0.613124,0.343548,0.756925,0.770515,0.159831,0.827205,0.598618,0.669084,0.428407,0.311487,0.671437,0.370149,0.72624,0.560004,0.341995,1,0.373807,0.715477,0.486172,0.587937,0.660409,1
0.323105,0.625217,0.493826,0.221322,0.292323,0.498673,0.844083,0.289651,0.611035,0.829585,0.544967,0.349604,0.369467,0.575138,0.454161,0,0.461874,0.96226,0.803866,0.426016,0.413691,0.752982,0.551347,0.535145,0.836331,0.591175,0.437246,0.444712,0.447559,0.687828,0.412467,0.563144,0.670465,0.612291,0.636206,0.706752,0.81158,0.308154,0.213158,0.523076,1
0.288675,0.848848,0.417123,0.327593,0.563511,0.118754,0.627234,0.546292,0.354695,0.445804,0.59219,0.457503,0.366684,0.592149,0.560399,0.285414,0.345393,0.461601,0.713523,0.613947,0.361947,0.377861,0.471486,0.234143,0.580148,0.48403,0.573182,0.523176,0.256996,0.594337,0.465535,0.740462,0.644398,0.441069,0.505557,0.245256,0.629175,0.609379,0.261756,0.267104,1
0.217616,0.765509,0.328252,0.351823,0.545461,0.128965,0.50559,0.59896,0.261764,0.497254,0.853556,0.447012,0.426235,0.511074,0.531434,0.439262,0.436075,0.476863,0.59332,0.466702,0.596525,0.307445,0.386922,0.31188,0.483591,0.684799,0.659823,0.446616,0.416121,0.604376,0.395726,0.653335,0.786778,0.697096,0.372026,0.5272,0.608083,0.494299,0.778351,0.546517,1
